contract_id,party_id,contract_type,start_date,end_date,payment_term_id,status
CONT-CARR-009,PTY-CARR-009,CARRIER_SERVICE_AGREEMENT,2025-01-01,2027-12-31,NET_30,ACTIVE
CONT-CARR-010,PTY-CARR-010,CARRIER_SERVICE_AGREEMENT,2025-01-01,2027-12-31,NET_30,ACTIVE
CONT-CARR-011,PTY-CARR-011,CARRIER_SERVICE_AGREEMENT,2025-01-01,2027-12-31,NET_30,ACTIVE
CONT-CARR-012,PTY-CARR-012,CARRIER_SERVICE_AGREEMENT,2025-01-01,2027-12-31,NET_30,ACTIVE
CONT-CARR-013,PTY-CARR-013,CARRIER_SERVICE_AGREEMENT,2025-01-01,2027-12-31,NET_30,ACTIVE
CONT-CARR-014,PTY-CARR-014,CARRIER_SERVICE_AGREEMENT,2025-01-01,2027-12-31,NET_30,ACTIVE
CONT-CARR-015,PTY-CARR-015,CARRIER_SERVICE_AGREEMENT,2025-01-01,2027-12-31,NET_30,ACTIVE
CONT-CARR-016,PTY-CARR-016,CARRIER_SERVICE_AGREEMENT,2025-01-01,2027-12-31,NET_30,ACTIVE
CONT-CARR-017,PTY-CARR-017,CARRIER_SERVICE_AGREEMENT,2025-01-01,2027-12-31,NET_30,ACTIVE
CONT-CARR-018,PTY-CARR-018,CARRIER_SERVICE_AGREEMENT,2025-01-01,2027-12-31,NET_30,ACTIVE
CONT-CARR-019,PTY-CARR-019,CARRIER_SERVICE_AGREEMENT,2025-01-01,2027-12-31,NET_30,ACTIVE
CONT-CARR-020,PTY-CARR-020,CARRIER_SERVICE_AGREEMENT,2025-01-01,2027-12-31,NET_30,ACTIVE
CONT-CARR-021,PTY-CARR-021,CARRIER_SERVICE_AGREEMENT,2025-01-01,2027-12-31,NET_30,ACTIVE
CONT-CARR-022,PTY-CARR-022,CARRIER_SERVICE_AGREEMENT,2025-01-01,2027-12-31,NET_30,ACTIVE
CONT-CARR-023,PTY-CARR-023,CARRIER_SERVICE_AGREEMENT,2025-01-01,2027-12-31,NET_30,ACTIVE
CONT-CARR-024,PTY-CARR-024,CARRIER_SERVICE_AGREEMENT,2025-01-01,2027-12-31,NET_30,ACTIVE
CONT-CARR-025,PTY-CARR-025,CARRIER_SERVICE_AGREEMENT,2025-01-01,2027-12-31,NET_30,ACTIVE
