EVENT_ID,TARGET_LEVEL,TARGET_ID,IMPACT_DIRECTION,DEMAND_MULTIPLIER,IMPACT_STRENGTH,APPLY_MODE
EV046,CATEGORY,CAT-010,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV046,SUBCATEGORY,SUBCAT-0038,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV047,SUBCATEGORY,SUBCAT-0040,POSITIVE,2.3,HIGH,MULTIPLICATIVE
EV047,SUBCATEGORY,SUBCAT-0039,POSITIVE,2.3,HIGH,MULTIPLICATIVE
EV047,SUBCATEGORY,SUBCAT-0038,POSITIVE,2.3,HIGH,MULTIPLICATIVE
EV047,SUBCATEGORY,SUBCAT-0082,POSITIVE,2.3,HIGH,MULTIPLICATIVE
EV047,SUBCATEGORY,SUBCAT-0058,POSITIVE,2.3,HIGH,MULTIPLICATIVE
EV048,SUBCATEGORY,SUBCAT-0038,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV048,SUBCATEGORY,SUBCAT-0181,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV048,SUBCATEGORY,SUBCAT-0138,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV049,SUBCATEGORY,SUBCAT-0141,POSITIVE,2.8,HIGH,MULTIPLICATIVE
EV049,CATEGORY,CAT-041,POSITIVE,2.8,HIGH,MULTIPLICATIVE
EV049,SUBCATEGORY,SUBCAT-0106,POSITIVE,2.8,HIGH,MULTIPLICATIVE
EV049,SUBCATEGORY,SUBCAT-0082,POSITIVE,2.8,HIGH,MULTIPLICATIVE
EV049,CATEGORY,CAT-025,POSITIVE,2.8,HIGH,MULTIPLICATIVE
EV049,SUBCATEGORY,SUBCAT-0036,POSITIVE,2.8,HIGH,MULTIPLICATIVE
EV049,CATEGORY,CAT-031,POSITIVE,2.8,HIGH,MULTIPLICATIVE
EV049,SUBCATEGORY,SUBCAT-0173,POSITIVE,2.8,HIGH,MULTIPLICATIVE
EV050,CATEGORY,CAT-039,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV050,CATEGORY,CAT-009,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV050,CATEGORY,CAT-025,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV050,CATEGORY,CAT-031,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV050,CATEGORY,CAT-036,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV051,CATEGORY,CAT-064,POSITIVE,1.5,MEDIUM,MULTIPLICATIVE
EV051,CATEGORY,CAT-012,POSITIVE,1.5,MEDIUM,MULTIPLICATIVE
EV051,SUBCATEGORY,SUBCAT-0195,POSITIVE,1.5,MEDIUM,MULTIPLICATIVE
EV052,SUBCATEGORY,SUBCAT-0038,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV052,CATEGORY,CAT-025,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV052,SUBCATEGORY,SUBCAT-0181,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV053,SUBCATEGORY,SUBCAT-0038,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV053,CATEGORY,CAT-025,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV053,SUBCATEGORY,SUBCAT-0181,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV054,CATEGORY,CAT-064,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV054,SUBCATEGORY,SUBCAT-0038,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV054,CATEGORY,CAT-012,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV054,SUBCATEGORY,SUBCAT-0020,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV054,SUBCATEGORY,SUBCAT-0097,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV054,CATEGORY,CAT-015,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV055,CATEGORY,CAT-064,POSITIVE,2.8,HIGH,MULTIPLICATIVE
EV055,CATEGORY,CAT-025,POSITIVE,2.8,HIGH,MULTIPLICATIVE
EV055,CATEGORY,CAT-012,POSITIVE,2.8,HIGH,MULTIPLICATIVE
EV055,SUBCATEGORY,SUBCAT-0038,POSITIVE,2.8,HIGH,MULTIPLICATIVE
EV056,CATEGORY,CAT-001,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV056,CATEGORY,CAT-002,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV056,CATEGORY,CAT-003,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV056,CATEGORY,CAT-025,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV056,CATEGORY,CAT-064,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV057,CATEGORY,CAT-067,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV057,SUBCATEGORY,SUBCAT-0020,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV057,SUBCATEGORY,SUBCAT-0097,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV057,CATEGORY,CAT-015,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV057,SUBCATEGORY,SUBCAT-0162,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV057,CATEGORY,CAT-031,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV058,CATEGORY,CAT-025,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV058,SUBCATEGORY,SUBCAT-0161,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV058,SUBCATEGORY,SUBCAT-0055,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV058,SUBCATEGORY,SUBCAT-0081,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV058,SUBCATEGORY,SUBCAT-0193,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV058,CATEGORY,CAT-021,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV058,CATEGORY,CAT-007,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV058,CATEGORY,CAT-037,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV059,SUBCATEGORY,SUBCAT-0077,POSITIVE,1.5,MEDIUM,MULTIPLICATIVE
EV059,SUBCATEGORY,SUBCAT-0116,POSITIVE,1.5,MEDIUM,MULTIPLICATIVE
EV059,SUBCATEGORY,SUBCAT-0161,POSITIVE,1.5,MEDIUM,MULTIPLICATIVE
EV060,SUBCATEGORY,SUBCAT-0098,POSITIVE,1.3,LOW,MULTIPLICATIVE
EV060,SUBCATEGORY,SUBCAT-0038,POSITIVE,1.3,LOW,MULTIPLICATIVE
EV061,SUBCATEGORY,SUBCAT-0038,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV061,CATEGORY,CAT-025,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV061,SUBCATEGORY,SUBCAT-0181,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV062,SUBCATEGORY,SUBCAT-0181,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV062,SUBCATEGORY,SUBCAT-0038,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV062,SUBCATEGORY,SUBCAT-0138,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV063,SUBCATEGORY,SUBCAT-0032,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV063,CATEGORY,CAT-023,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV064,CATEGORY,CAT-012,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV064,CATEGORY,CAT-064,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV064,CATEGORY,CAT-031,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV064,CATEGORY,CAT-023,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV064,SUBCATEGORY,SUBCAT-0009,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV065,SUBCATEGORY,SUBCAT-0173,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV065,SUBCATEGORY,SUBCAT-0082,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV065,SUBCATEGORY,SUBCAT-0141,NEGATIVE,0.35,HIGH,MULTIPLICATIVE
EV065,SUBCATEGORY,SUBCAT-0143,NEGATIVE,0.35,HIGH,MULTIPLICATIVE
EV066,SUBCATEGORY,SUBCAT-0082,POSITIVE,1.5,MEDIUM,MULTIPLICATIVE
EV066,SUBCATEGORY,SUBCAT-0083,POSITIVE,1.5,MEDIUM,MULTIPLICATIVE
EV066,SUBCATEGORY,SUBCAT-0084,POSITIVE,1.5,MEDIUM,MULTIPLICATIVE
EV066,SUBCATEGORY,SUBCAT-0085,POSITIVE,1.5,MEDIUM,MULTIPLICATIVE
EV066,SUBCATEGORY,SUBCAT-0173,POSITIVE,1.5,MEDIUM,MULTIPLICATIVE
EV067,SUBCATEGORY,SUBCAT-0138,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV068,SUBCATEGORY,SUBCAT-0031,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV068,CATEGORY,CAT-031,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV068,SUBCATEGORY,SUBCAT-0161,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV068,SUBCATEGORY,SUBCAT-0055,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV068,SUBCATEGORY,SUBCAT-0081,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV068,SUBCATEGORY,SUBCAT-0193,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV068,CATEGORY,CAT-021,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV069,CATEGORY,CAT-023,POSITIVE,1.4,MEDIUM,MULTIPLICATIVE
EV069,SUBCATEGORY,SUBCAT-0032,POSITIVE,1.4,MEDIUM,MULTIPLICATIVE
EV070,CATEGORY,CAT-039,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV070,CATEGORY,CAT-009,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV070,CATEGORY,CAT-031,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV071,CATEGORY,CAT-039,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV071,CATEGORY,CAT-023,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV071,SUBCATEGORY,SUBCAT-0082,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV071,SUBCATEGORY,SUBCAT-0032,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV072,CATEGORY,CAT-031,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV072,SUBCATEGORY,SUBCAT-0031,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV072,SUBCATEGORY,SUBCAT-0032,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV072,SUBCATEGORY,SUBCAT-0161,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV072,SUBCATEGORY,SUBCAT-0133,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV072,CATEGORY,CAT-021,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV072,SUBCATEGORY,SUBCAT-0079,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV072,SUBCATEGORY,SUBCAT-0092,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV072,CATEGORY,CAT-039,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV073,CATEGORY,CAT-026,POSITIVE,3.2,HIGH,MULTIPLICATIVE
EV073,SUBCATEGORY,SUBCAT-0106,POSITIVE,3.2,HIGH,MULTIPLICATIVE
EV073,CATEGORY,CAT-023,POSITIVE,3.2,HIGH,MULTIPLICATIVE
EV073,CATEGORY,CAT-036,POSITIVE,3.2,HIGH,MULTIPLICATIVE
EV073,SUBCATEGORY,SUBCAT-0121,POSITIVE,3.2,HIGH,MULTIPLICATIVE
EV073,CATEGORY,CAT-031,POSITIVE,3.2,HIGH,MULTIPLICATIVE
EV074,CATEGORY,CAT-039,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV074,SUBCATEGORY,SUBCAT-0020,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV074,SUBCATEGORY,SUBCAT-0097,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV074,CATEGORY,CAT-015,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV074,CATEGORY,CAT-036,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV074,CATEGORY,CAT-032,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV074,SUBCATEGORY,SUBCAT-0173,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV074,CATEGORY,CAT-031,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV074,SUBCATEGORY,SUBCAT-0170,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV074,CATEGORY,CAT-033,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV074,CATEGORY,CAT-037,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV074,CATEGORY,CAT-058,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV075,CATEGORY,CAT-001,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV075,CATEGORY,CAT-002,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV075,CATEGORY,CAT-003,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV075,CATEGORY,CAT-059,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV075,CATEGORY,CAT-010,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV075,SUBCATEGORY,SUBCAT-0020,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV075,SUBCATEGORY,SUBCAT-0097,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV075,CATEGORY,CAT-015,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV075,CATEGORY,CAT-066,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV075,SUBCATEGORY,SUBCAT-0117,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV076,SUBCATEGORY,SUBCAT-0020,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV076,SUBCATEGORY,SUBCAT-0097,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV076,CATEGORY,CAT-015,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV076,SUBCATEGORY,SUBCAT-0054,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV076,CATEGORY,CAT-036,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV076,CATEGORY,CAT-001,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV076,CATEGORY,CAT-002,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV076,CATEGORY,CAT-003,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV076,SUBCATEGORY,SUBCAT-0170,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV076,CATEGORY,CAT-033,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV076,CATEGORY,CAT-037,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV076,CATEGORY,CAT-058,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV076,SUBCATEGORY,SUBCAT-0037,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV076,CATEGORY,CAT-009,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV077,CATEGORY,CAT-065,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV077,SUBCATEGORY,SUBCAT-0032,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV077,SUBCATEGORY,SUBCAT-0058,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV077,SUBCATEGORY,SUBCAT-0059,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV077,CATEGORY,CAT-016,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV077,SUBCATEGORY,SUBCAT-0126,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV078,SUBCATEGORY,SUBCAT-0036,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV078,SUBCATEGORY,SUBCAT-0032,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV078,CATEGORY,CAT-031,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV078,SUBCATEGORY,SUBCAT-0173,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV079,SUBCATEGORY,SUBCAT-0025,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV079,CATEGORY,CAT-065,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV079,SUBCATEGORY,SUBCAT-0032,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV079,SUBCATEGORY,SUBCAT-0058,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV079,SUBCATEGORY,SUBCAT-0059,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV079,CATEGORY,CAT-016,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV079,SUBCATEGORY,SUBCAT-0126,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV080,SUBCATEGORY,SUBCAT-0058,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV080,SUBCATEGORY,SUBCAT-0059,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV080,CATEGORY,CAT-016,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV080,SUBCATEGORY,SUBCAT-0173,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV080,CATEGORY,CAT-010,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV081,CATEGORY,CAT-023,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV081,SUBCATEGORY,SUBCAT-0082,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV081,SUBCATEGORY,SUBCAT-0032,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV081,SUBCATEGORY,SUBCAT-0126,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV082,CATEGORY,CAT-023,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV082,SUBCATEGORY,SUBCAT-0126,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV082,SUBCATEGORY,SUBCAT-0032,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV083,CATEGORY,CAT-039,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV083,CATEGORY,CAT-009,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV083,CATEGORY,CAT-031,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV084,SUBCATEGORY,SUBCAT-0037,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV084,SUBCATEGORY,SUBCAT-0109,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV084,SUBCATEGORY,SUBCAT-0110,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV084,SUBCATEGORY,SUBCAT-0131,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV084,SUBCATEGORY,SUBCAT-0137,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV084,SUBCATEGORY,SUBCAT-0063,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV084,SUBCATEGORY,SUBCAT-0161,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV085,SUBCATEGORY,SUBCAT-0082,POSITIVE,1.4,MEDIUM,MULTIPLICATIVE
EV085,SUBCATEGORY,SUBCAT-0083,POSITIVE,1.4,MEDIUM,MULTIPLICATIVE
EV085,SUBCATEGORY,SUBCAT-0102,POSITIVE,1.4,MEDIUM,MULTIPLICATIVE
EV085,SUBCATEGORY,SUBCAT-0009,POSITIVE,1.4,MEDIUM,MULTIPLICATIVE
EV085,SUBCATEGORY,SUBCAT-0173,POSITIVE,1.4,MEDIUM,MULTIPLICATIVE
EV086,SUBCATEGORY,SUBCAT-0126,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV086,CATEGORY,CAT-028,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV086,SUBCATEGORY,SUBCAT-0062,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV086,CATEGORY,CAT-018,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV086,CATEGORY,CAT-036,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV086,SUBCATEGORY,SUBCAT-0121,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV086,SUBCATEGORY,SUBCAT-0127,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV086,CATEGORY,CAT-037,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV087,SUBCATEGORY,SUBCAT-0133,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV087,CATEGORY,CAT-021,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV087,SUBCATEGORY,SUBCAT-0020,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV087,SUBCATEGORY,SUBCAT-0097,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV087,CATEGORY,CAT-015,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV087,SUBCATEGORY,SUBCAT-0170,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV087,CATEGORY,CAT-033,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV087,CATEGORY,CAT-036,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV087,CATEGORY,CAT-037,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV087,CATEGORY,CAT-058,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV087,SUBCATEGORY,SUBCAT-0037,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV087,CATEGORY,CAT-009,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV087,CATEGORY,CAT-065,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV088,SUBCATEGORY,SUBCAT-0020,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV088,SUBCATEGORY,SUBCAT-0097,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV088,CATEGORY,CAT-015,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV088,SUBCATEGORY,SUBCAT-0117,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV088,CATEGORY,CAT-036,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV088,SUBCATEGORY,SUBCAT-0133,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV088,CATEGORY,CAT-021,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV088,SUBCATEGORY,SUBCAT-0037,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV088,CATEGORY,CAT-009,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV088,SUBCATEGORY,SUBCAT-0170,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV088,CATEGORY,CAT-033,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV088,CATEGORY,CAT-037,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV088,CATEGORY,CAT-058,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV088,CATEGORY,CAT-065,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV089,SUBCATEGORY,SUBCAT-0117,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV089,SUBCATEGORY,SUBCAT-0020,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV089,SUBCATEGORY,SUBCAT-0097,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV089,CATEGORY,CAT-015,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV089,CATEGORY,CAT-036,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV089,SUBCATEGORY,SUBCAT-0133,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV089,CATEGORY,CAT-021,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV089,SUBCATEGORY,SUBCAT-0037,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV089,CATEGORY,CAT-009,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV089,SUBCATEGORY,SUBCAT-0170,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV089,CATEGORY,CAT-033,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV089,CATEGORY,CAT-037,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV089,CATEGORY,CAT-058,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV089,CATEGORY,CAT-032,POSITIVE,3.5,HIGH,MULTIPLICATIVE
EV090,CATEGORY,CAT-039,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV090,CATEGORY,CAT-009,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV090,CATEGORY,CAT-025,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV090,SUBCATEGORY,SUBCAT-0173,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV090,SUBCATEGORY,SUBCAT-0141,NEGATIVE,0.35,HIGH,MULTIPLICATIVE
EV090,SUBCATEGORY,SUBCAT-0143,NEGATIVE,0.35,HIGH,MULTIPLICATIVE
EV091,CATEGORY,CAT-039,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV091,SUBCATEGORY,SUBCAT-0037,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV091,CATEGORY,CAT-009,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV091,CATEGORY,CAT-025,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV091,SUBCATEGORY,SUBCAT-0032,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV091,SUBCATEGORY,SUBCAT-0142,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV091,CATEGORY,CAT-031,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV091,SUBCATEGORY,SUBCAT-0126,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV092,CATEGORY,CAT-039,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV092,CATEGORY,CAT-025,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV092,CATEGORY,CAT-009,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV092,SUBCATEGORY,SUBCAT-0161,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV092,SUBCATEGORY,SUBCAT-0055,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV092,SUBCATEGORY,SUBCAT-0081,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV092,SUBCATEGORY,SUBCAT-0193,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV092,CATEGORY,CAT-021,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV092,SUBCATEGORY,SUBCAT-0119,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV092,CATEGORY,CAT-031,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV093,CATEGORY,CAT-012,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV093,CATEGORY,CAT-064,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV093,CATEGORY,CAT-023,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV093,SUBCATEGORY,SUBCAT-0195,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV094,SUBCATEGORY,SUBCAT-0037,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV094,SUBCATEGORY,SUBCAT-0109,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV094,SUBCATEGORY,SUBCAT-0110,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV094,SUBCATEGORY,SUBCAT-0131,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV094,SUBCATEGORY,SUBCAT-0137,POSITIVE,2.0,HIGH,MULTIPLICATIVE
