EVENT_ID_1,EVENT_ID_2,INTERACTION_TYPE,INTERACTION_CAP,DESCRIPTION
EV025,EV162,SATURATION,4.0,Gudi Padwa + Goa Carnival / Pre-Lent Tourism
EV025,EV171,ATTENUATION,3.5,Gudi Padwa + Winter Transition — Southern India
EV025,EV173,SATURATION,4.0,Gudi Padwa + Bihu / Regional New Year Travel & Gifting Build
EV029,EV039,ATTENUATION,3.5,Financial Year-End Shopping + Summer Onset
EV029,EV041,ATTENUATION,3.5,Financial Year-End Shopping + Peak Summer / Heatwave
EV029,EV045,AMPLIFICATION,4.0,Financial Year-End Shopping + Mother's Day
EV029,EV046,ATTENUATION,3.5,Financial Year-End Shopping + Peak Summer Cooling Demand
EV029,EV047,ATTENUATION,3.5,Financial Year-End Shopping + Summer Beverage Peak
EV029,EV133,ATTENUATION,3.5,Financial Year-End Shopping + Extreme Heatwave Alert
EV029,EV171,ATTENUATION,3.5,Financial Year-End Shopping + Winter Transition — Southern India
EV029,EV172,AMPLIFICATION,4.0,Financial Year-End Shopping + Valentine's Pre-Season Demand Build
EV030,EV039,ATTENUATION,3.5,Tax-Saving Purchase Cycle + Summer Onset
EV030,EV041,ATTENUATION,3.5,Tax-Saving Purchase Cycle + Peak Summer / Heatwave
EV030,EV045,AMPLIFICATION,4.0,Tax-Saving Purchase Cycle + Mother's Day
EV030,EV046,ATTENUATION,3.5,Tax-Saving Purchase Cycle + Peak Summer Cooling Demand
EV030,EV047,ATTENUATION,3.5,Tax-Saving Purchase Cycle + Summer Beverage Peak
EV030,EV133,ATTENUATION,3.5,Tax-Saving Purchase Cycle + Extreme Heatwave Alert
EV030,EV171,ATTENUATION,3.5,Tax-Saving Purchase Cycle + Winter Transition — Southern India
EV030,EV172,AMPLIFICATION,4.0,Tax-Saving Purchase Cycle + Valentine's Pre-Season Demand Build
EV031,EV032,SATURATION,4.0,Baisakhi + Tamil Puthandu
EV031,EV033,SATURATION,4.0,Baisakhi + Vishu
EV031,EV034,SATURATION,4.0,Baisakhi + Poila Boishakh
EV031,EV035,SATURATION,4.0,Baisakhi + Rongali / Bohag Bihu
EV031,EV036,SATURATION,4.0,Baisakhi + Maha Vishuba Sankranti
EV031,EV039,ATTENUATION,3.5,Baisakhi + Summer Onset
EV031,EV040,SATURATION,4.0,Baisakhi + Akshaya Tritiya
EV031,EV041,ATTENUATION,3.5,Baisakhi + Peak Summer / Heatwave
EV031,EV045,AMPLIFICATION,5.0,Baisakhi + Mother's Day
EV031,EV046,ATTENUATION,3.5,Baisakhi + Peak Summer Cooling Demand
EV031,EV047,ATTENUATION,3.5,Baisakhi + Summer Beverage Peak
EV031,EV133,ATTENUATION,3.5,Baisakhi + Extreme Heatwave Alert
EV031,EV156,SATURATION,4.0,Baisakhi + Vaisakhi Gurdwara / Community Celebration
EV031,EV157,SATURATION,4.0,Baisakhi + Thrissur Pooram
EV031,EV173,SATURATION,4.0,Baisakhi + Bihu / Regional New Year Travel & Gifting Build
EV032,EV033,SATURATION,4.0,Tamil Puthandu + Vishu
EV032,EV034,SATURATION,4.0,Tamil Puthandu + Poila Boishakh
EV032,EV035,SATURATION,4.0,Tamil Puthandu + Rongali / Bohag Bihu
EV032,EV036,SATURATION,4.0,Tamil Puthandu + Maha Vishuba Sankranti
EV032,EV039,ATTENUATION,3.5,Tamil Puthandu + Summer Onset
EV032,EV040,SATURATION,4.0,Tamil Puthandu + Akshaya Tritiya
EV032,EV041,ATTENUATION,3.5,Tamil Puthandu + Peak Summer / Heatwave
EV032,EV045,AMPLIFICATION,5.0,Tamil Puthandu + Mother's Day
EV032,EV046,ATTENUATION,3.5,Tamil Puthandu + Peak Summer Cooling Demand
EV032,EV047,ATTENUATION,3.5,Tamil Puthandu + Summer Beverage Peak
EV032,EV133,ATTENUATION,3.5,Tamil Puthandu + Extreme Heatwave Alert
EV032,EV156,SATURATION,4.0,Tamil Puthandu + Vaisakhi Gurdwara / Community Celebration
EV032,EV157,SATURATION,4.0,Tamil Puthandu + Thrissur Pooram
EV032,EV173,SATURATION,4.0,Tamil Puthandu + Bihu / Regional New Year Travel & Gifting Build
EV033,EV034,SATURATION,4.0,Vishu + Poila Boishakh
EV033,EV035,SATURATION,4.0,Vishu + Rongali / Bohag Bihu
EV033,EV036,SATURATION,4.0,Vishu + Maha Vishuba Sankranti
EV033,EV039,ATTENUATION,3.5,Vishu + Summer Onset
EV033,EV040,SATURATION,4.0,Vishu + Akshaya Tritiya
EV033,EV041,ATTENUATION,3.5,Vishu + Peak Summer / Heatwave
EV033,EV045,AMPLIFICATION,5.0,Vishu + Mother's Day
EV033,EV046,ATTENUATION,3.5,Vishu + Peak Summer Cooling Demand
EV033,EV047,ATTENUATION,3.5,Vishu + Summer Beverage Peak
EV033,EV133,ATTENUATION,3.5,Vishu + Extreme Heatwave Alert
EV033,EV156,SATURATION,4.0,Vishu + Vaisakhi Gurdwara / Community Celebration
EV033,EV157,SATURATION,4.0,Vishu + Thrissur Pooram
EV033,EV173,SATURATION,4.0,Vishu + Bihu / Regional New Year Travel & Gifting Build
EV034,EV035,SATURATION,4.0,Poila Boishakh + Rongali / Bohag Bihu
EV034,EV036,SATURATION,4.0,Poila Boishakh + Maha Vishuba Sankranti
EV034,EV039,ATTENUATION,3.5,Poila Boishakh + Summer Onset
EV034,EV040,SATURATION,4.0,Poila Boishakh + Akshaya Tritiya
EV034,EV041,ATTENUATION,3.5,Poila Boishakh + Peak Summer / Heatwave
EV034,EV045,AMPLIFICATION,5.0,Poila Boishakh + Mother's Day
EV034,EV046,ATTENUATION,3.5,Poila Boishakh + Peak Summer Cooling Demand
EV034,EV047,ATTENUATION,3.5,Poila Boishakh + Summer Beverage Peak
EV034,EV133,ATTENUATION,3.5,Poila Boishakh + Extreme Heatwave Alert
EV034,EV156,SATURATION,4.0,Poila Boishakh + Vaisakhi Gurdwara / Community Celebration
EV034,EV157,SATURATION,4.0,Poila Boishakh + Thrissur Pooram
EV034,EV173,SATURATION,4.0,Poila Boishakh + Bihu / Regional New Year Travel & Gifting Build
EV035,EV036,SATURATION,4.0,Rongali / Bohag Bihu + Maha Vishuba Sankranti
EV035,EV039,ATTENUATION,3.5,Rongali / Bohag Bihu + Summer Onset
EV035,EV040,SATURATION,4.0,Rongali / Bohag Bihu + Akshaya Tritiya
EV035,EV041,ATTENUATION,3.5,Rongali / Bohag Bihu + Peak Summer / Heatwave
EV035,EV045,AMPLIFICATION,5.0,Rongali / Bohag Bihu + Mother's Day
EV035,EV046,ATTENUATION,3.5,Rongali / Bohag Bihu + Peak Summer Cooling Demand
EV035,EV047,ATTENUATION,3.5,Rongali / Bohag Bihu + Summer Beverage Peak
EV035,EV048,ATTENUATION,3.5,Rongali / Bohag Bihu + Pre-Monsoon Home Preparation
EV035,EV133,ATTENUATION,3.5,Rongali / Bohag Bihu + Extreme Heatwave Alert
EV035,EV156,SATURATION,4.0,Rongali / Bohag Bihu + Vaisakhi Gurdwara / Community Celebration
EV035,EV157,SATURATION,4.0,Rongali / Bohag Bihu + Thrissur Pooram
EV035,EV173,SATURATION,4.0,Rongali / Bohag Bihu + Bihu / Regional New Year Travel & Gifting Build
EV036,EV039,ATTENUATION,3.5,Maha Vishuba Sankranti + Summer Onset
EV036,EV040,SATURATION,4.0,Maha Vishuba Sankranti + Akshaya Tritiya
EV036,EV041,ATTENUATION,3.5,Maha Vishuba Sankranti + Peak Summer / Heatwave
EV036,EV045,AMPLIFICATION,5.0,Maha Vishuba Sankranti + Mother's Day
EV036,EV046,ATTENUATION,3.5,Maha Vishuba Sankranti + Peak Summer Cooling Demand
EV036,EV047,ATTENUATION,3.5,Maha Vishuba Sankranti + Summer Beverage Peak
EV036,EV133,ATTENUATION,3.5,Maha Vishuba Sankranti + Extreme Heatwave Alert
EV036,EV156,SATURATION,4.0,Maha Vishuba Sankranti + Vaisakhi Gurdwara / Community Celebration
EV036,EV157,SATURATION,4.0,Maha Vishuba Sankranti + Thrissur Pooram
EV036,EV173,SATURATION,4.0,Maha Vishuba Sankranti + Bihu / Regional New Year Travel & Gifting Build
EV039,EV040,ATTENUATION,3.5,Summer Onset + Akshaya Tritiya
EV039,EV043,ATTENUATION,3.5,Summer Onset + Summer Vacation Planning
EV039,EV045,AMPLIFICATION,4.5,Summer Onset + Mother's Day
EV039,EV050,ATTENUATION,3.5,Summer Onset + Wedding Season — Summer Peak
EV039,EV051,ATTENUATION,3.5,Summer Onset + Exam Season / School Year-End
EV039,EV054,ATTENUATION,3.5,Summer Onset + School Reopening Preparation
EV039,EV055,ATTENUATION,3.5,Summer Onset + Back-to-School Shopping Peak
EV039,EV056,ATTENUATION,3.5,Summer Onset + College Reopening Cycle
EV039,EV057,AMPLIFICATION,4.5,Summer Onset + Father's Day
EV039,EV058,AMPLIFICATION,4.5,Summer Onset + Summer End-of-Season Sale
EV039,EV060,AMPLIFICATION,4.5,Summer Onset + World Environment Day
EV039,EV145,ATTENUATION,3.5,Summer Onset + Academic New Year Preparation
EV039,EV146,ATTENUATION,3.5,Summer Onset + School Admissions Cycle
EV039,EV147,ATTENUATION,3.5,Summer Onset + College Admissions Cycle
EV039,EV148,ATTENUATION,3.5,Summer Onset + Summer Vacation Peak
EV039,EV156,ATTENUATION,3.5,Summer Onset + Vaisakhi Gurdwara / Community Celebration
EV039,EV157,ATTENUATION,3.5,Summer Onset + Thrissur Pooram
EV039,EV170,ATTENUATION,3.5,Summer Onset + Wedding Retail Inventory Build-Up — Summer
EV039,EV173,ATTENUATION,3.5,Summer Onset + Bihu / Regional New Year Travel & Gifting Build
EV040,EV041,ATTENUATION,3.5,Akshaya Tritiya + Peak Summer / Heatwave
EV040,EV045,AMPLIFICATION,5.0,Akshaya Tritiya + Mother's Day
EV040,EV046,ATTENUATION,3.5,Akshaya Tritiya + Peak Summer Cooling Demand
EV040,EV047,ATTENUATION,3.5,Akshaya Tritiya + Summer Beverage Peak
EV040,EV048,ATTENUATION,3.5,Akshaya Tritiya + Pre-Monsoon Home Preparation
EV040,EV060,AMPLIFICATION,5.0,Akshaya Tritiya + World Environment Day
EV040,EV133,ATTENUATION,3.5,Akshaya Tritiya + Extreme Heatwave Alert
EV040,EV156,SATURATION,4.0,Akshaya Tritiya + Vaisakhi Gurdwara / Community Celebration
EV040,EV157,SATURATION,4.0,Akshaya Tritiya + Thrissur Pooram
EV040,EV173,SATURATION,4.0,Akshaya Tritiya + Bihu / Regional New Year Travel & Gifting Build
EV041,EV043,ATTENUATION,3.5,Peak Summer / Heatwave + Summer Vacation Planning
EV041,EV045,AMPLIFICATION,4.5,Peak Summer / Heatwave + Mother's Day
EV041,EV050,ATTENUATION,3.5,Peak Summer / Heatwave + Wedding Season — Summer Peak
EV041,EV051,ATTENUATION,3.5,Peak Summer / Heatwave + Exam Season / School Year-End
EV041,EV054,ATTENUATION,3.5,Peak Summer / Heatwave + School Reopening Preparation
EV041,EV055,ATTENUATION,3.5,Peak Summer / Heatwave + Back-to-School Shopping Peak
EV041,EV056,ATTENUATION,3.5,Peak Summer / Heatwave + College Reopening Cycle
EV041,EV057,AMPLIFICATION,4.5,Peak Summer / Heatwave + Father's Day
EV041,EV058,AMPLIFICATION,4.5,Peak Summer / Heatwave + Summer End-of-Season Sale
EV041,EV059,AMPLIFICATION,4.5,Peak Summer / Heatwave + International Yoga Day
EV041,EV060,AMPLIFICATION,4.5,Peak Summer / Heatwave + World Environment Day
EV041,EV074,AMPLIFICATION,4.5,Peak Summer / Heatwave + Onam Mega Shopping Season
EV041,EV145,ATTENUATION,3.5,Peak Summer / Heatwave + Academic New Year Preparation
EV041,EV146,ATTENUATION,3.5,Peak Summer / Heatwave + School Admissions Cycle
EV041,EV147,ATTENUATION,3.5,Peak Summer / Heatwave + College Admissions Cycle
EV041,EV148,ATTENUATION,3.5,Peak Summer / Heatwave + Summer Vacation Peak
EV041,EV156,ATTENUATION,3.5,Peak Summer / Heatwave + Vaisakhi Gurdwara / Community Celebration
EV041,EV157,ATTENUATION,3.5,Peak Summer / Heatwave + Thrissur Pooram
EV041,EV158,ATTENUATION,3.5,Peak Summer / Heatwave + Jagannath Snana Yatra
EV041,EV159,ATTENUATION,3.5,Peak Summer / Heatwave + Bonalu
EV041,EV170,ATTENUATION,3.5,Peak Summer / Heatwave + Wedding Retail Inventory Build-Up — Summer
EV041,EV173,ATTENUATION,3.5,Peak Summer / Heatwave + Bihu / Regional New Year Travel & Gifting Build
EV041,EV174,ATTENUATION,3.5,Peak Summer / Heatwave + Pre-College / Hostel Setup Season
EV043,EV045,AMPLIFICATION,4.0,Summer Vacation Planning + Mother's Day
EV043,EV046,ATTENUATION,3.5,Summer Vacation Planning + Peak Summer Cooling Demand
EV043,EV047,ATTENUATION,3.5,Summer Vacation Planning + Summer Beverage Peak
EV043,EV048,ATTENUATION,3.5,Summer Vacation Planning + Pre-Monsoon Home Preparation
EV043,EV052,ATTENUATION,3.5,Summer Vacation Planning + Southwest Monsoon Onset — Kerala
EV043,EV053,ATTENUATION,3.5,Summer Vacation Planning + Monsoon Expansion — West/South
EV043,EV057,AMPLIFICATION,4.0,Summer Vacation Planning + Father's Day
EV043,EV058,AMPLIFICATION,4.0,Summer Vacation Planning + Summer End-of-Season Sale
EV043,EV059,AMPLIFICATION,4.0,Summer Vacation Planning + International Yoga Day
EV043,EV060,AMPLIFICATION,4.0,Summer Vacation Planning + World Environment Day
EV043,EV061,ATTENUATION,3.5,Summer Vacation Planning + Monsoon Expansion — North India
EV043,EV062,ATTENUATION,3.5,Summer Vacation Planning + Peak Monsoon
EV043,EV067,ATTENUATION,3.5,Summer Vacation Planning + Monsoon Home Hygiene Cycle
EV043,EV074,AMPLIFICATION,4.0,Summer Vacation Planning + Onam Mega Shopping Season
EV043,EV133,ATTENUATION,3.5,Summer Vacation Planning + Extreme Heatwave Alert
EV043,EV134,ATTENUATION,3.5,Summer Vacation Planning + Severe Rain / Flood Risk
EV043,EV165,ATTENUATION,3.5,Summer Vacation Planning + Mosquito Season Demand Peak
EV043,EV166,ATTENUATION,3.5,Summer Vacation Planning + Rainwear Replacement / Mid-Monsoon Restock
EV045,EV046,AMPLIFICATION,4.5,Mother's Day + Peak Summer Cooling Demand
EV045,EV047,AMPLIFICATION,4.5,Mother's Day + Summer Beverage Peak
EV045,EV048,AMPLIFICATION,4.5,Mother's Day + Pre-Monsoon Home Preparation
EV045,EV050,AMPLIFICATION,4.0,Mother's Day + Wedding Season — Summer Peak
EV045,EV051,AMPLIFICATION,4.0,Mother's Day + Exam Season / School Year-End
EV045,EV054,AMPLIFICATION,4.0,Mother's Day + School Reopening Preparation
EV045,EV055,AMPLIFICATION,4.0,Mother's Day + Back-to-School Shopping Peak
EV045,EV056,AMPLIFICATION,4.0,Mother's Day + College Reopening Cycle
EV045,EV133,AMPLIFICATION,4.5,Mother's Day + Extreme Heatwave Alert
EV045,EV145,AMPLIFICATION,4.0,Mother's Day + Academic New Year Preparation
EV045,EV146,AMPLIFICATION,4.0,Mother's Day + School Admissions Cycle
EV045,EV147,AMPLIFICATION,4.0,Mother's Day + College Admissions Cycle
EV045,EV148,AMPLIFICATION,4.0,Mother's Day + Summer Vacation Peak
EV045,EV156,AMPLIFICATION,5.0,Mother's Day + Vaisakhi Gurdwara / Community Celebration
EV045,EV157,AMPLIFICATION,5.0,Mother's Day + Thrissur Pooram
EV045,EV170,AMPLIFICATION,4.0,Mother's Day + Wedding Retail Inventory Build-Up — Summer
EV045,EV173,AMPLIFICATION,5.0,Mother's Day + Bihu / Regional New Year Travel & Gifting Build
EV046,EV050,ATTENUATION,3.5,Peak Summer Cooling Demand + Wedding Season — Summer Peak
EV046,EV051,ATTENUATION,3.5,Peak Summer Cooling Demand + Exam Season / School Year-End
EV046,EV054,ATTENUATION,3.5,Peak Summer Cooling Demand + School Reopening Preparation
EV046,EV055,ATTENUATION,3.5,Peak Summer Cooling Demand + Back-to-School Shopping Peak
EV046,EV056,ATTENUATION,3.5,Peak Summer Cooling Demand + College Reopening Cycle
EV046,EV057,AMPLIFICATION,4.5,Peak Summer Cooling Demand + Father's Day
EV046,EV058,AMPLIFICATION,4.5,Peak Summer Cooling Demand + Summer End-of-Season Sale
EV046,EV059,AMPLIFICATION,4.5,Peak Summer Cooling Demand + International Yoga Day
EV046,EV060,AMPLIFICATION,4.5,Peak Summer Cooling Demand + World Environment Day
EV046,EV074,AMPLIFICATION,4.5,Peak Summer Cooling Demand + Onam Mega Shopping Season
EV046,EV145,ATTENUATION,3.5,Peak Summer Cooling Demand + Academic New Year Preparation
EV046,EV146,ATTENUATION,3.5,Peak Summer Cooling Demand + School Admissions Cycle
EV046,EV147,ATTENUATION,3.5,Peak Summer Cooling Demand + College Admissions Cycle
EV046,EV148,ATTENUATION,3.5,Peak Summer Cooling Demand + Summer Vacation Peak
EV046,EV156,ATTENUATION,3.5,Peak Summer Cooling Demand + Vaisakhi Gurdwara / Community Celebration
EV046,EV157,ATTENUATION,3.5,Peak Summer Cooling Demand + Thrissur Pooram
EV046,EV158,ATTENUATION,3.5,Peak Summer Cooling Demand + Jagannath Snana Yatra
EV046,EV159,ATTENUATION,3.5,Peak Summer Cooling Demand + Bonalu
EV046,EV170,ATTENUATION,3.5,Peak Summer Cooling Demand + Wedding Retail Inventory Build-Up — Summer
EV046,EV173,ATTENUATION,3.5,Peak Summer Cooling Demand + Bihu / Regional New Year Travel & Gifting Build
EV046,EV174,ATTENUATION,3.5,Peak Summer Cooling Demand + Pre-College / Hostel Setup Season
EV047,EV050,ATTENUATION,3.5,Summer Beverage Peak + Wedding Season — Summer Peak
EV047,EV051,ATTENUATION,3.5,Summer Beverage Peak + Exam Season / School Year-End
EV047,EV054,ATTENUATION,3.5,Summer Beverage Peak + School Reopening Preparation
EV047,EV055,ATTENUATION,3.5,Summer Beverage Peak + Back-to-School Shopping Peak
EV047,EV056,ATTENUATION,3.5,Summer Beverage Peak + College Reopening Cycle
EV047,EV057,AMPLIFICATION,4.5,Summer Beverage Peak + Father's Day
EV047,EV058,AMPLIFICATION,4.5,Summer Beverage Peak + Summer End-of-Season Sale
EV047,EV059,AMPLIFICATION,4.5,Summer Beverage Peak + International Yoga Day
EV047,EV060,AMPLIFICATION,4.5,Summer Beverage Peak + World Environment Day
EV047,EV063,ATTENUATION,3.5,Summer Beverage Peak + Ratha Yatra
EV047,EV074,AMPLIFICATION,4.5,Summer Beverage Peak + Onam Mega Shopping Season
EV047,EV145,ATTENUATION,3.5,Summer Beverage Peak + Academic New Year Preparation
EV047,EV146,ATTENUATION,3.5,Summer Beverage Peak + School Admissions Cycle
EV047,EV147,ATTENUATION,3.5,Summer Beverage Peak + College Admissions Cycle
EV047,EV148,ATTENUATION,3.5,Summer Beverage Peak + Summer Vacation Peak
EV047,EV149,ATTENUATION,3.5,Summer Beverage Peak + Back-to-Work / Post-Vacation Demand
EV047,EV156,ATTENUATION,3.5,Summer Beverage Peak + Vaisakhi Gurdwara / Community Celebration
EV047,EV157,ATTENUATION,3.5,Summer Beverage Peak + Thrissur Pooram
EV047,EV158,ATTENUATION,3.5,Summer Beverage Peak + Jagannath Snana Yatra
EV047,EV159,ATTENUATION,3.5,Summer Beverage Peak + Bonalu
EV047,EV170,ATTENUATION,3.5,Summer Beverage Peak + Wedding Retail Inventory Build-Up — Summer
EV047,EV173,ATTENUATION,3.5,Summer Beverage Peak + Bihu / Regional New Year Travel & Gifting Build
EV047,EV174,ATTENUATION,3.5,Summer Beverage Peak + Pre-College / Hostel Setup Season
EV048,EV050,ATTENUATION,3.5,Pre-Monsoon Home Preparation + Wedding Season — Summer Peak
EV048,EV051,ATTENUATION,3.5,Pre-Monsoon Home Preparation + Exam Season / School Year-End
EV048,EV054,ATTENUATION,3.5,Pre-Monsoon Home Preparation + School Reopening Preparation
EV048,EV055,ATTENUATION,3.5,Pre-Monsoon Home Preparation + Back-to-School Shopping Peak
EV048,EV056,ATTENUATION,3.5,Pre-Monsoon Home Preparation + College Reopening Cycle
EV048,EV057,AMPLIFICATION,4.5,Pre-Monsoon Home Preparation + Father's Day
EV048,EV058,AMPLIFICATION,4.5,Pre-Monsoon Home Preparation + Summer End-of-Season Sale
EV048,EV059,AMPLIFICATION,4.5,Pre-Monsoon Home Preparation + International Yoga Day
EV048,EV060,AMPLIFICATION,4.5,Pre-Monsoon Home Preparation + World Environment Day
EV048,EV063,ATTENUATION,3.5,Pre-Monsoon Home Preparation + Ratha Yatra
EV048,EV074,AMPLIFICATION,4.5,Pre-Monsoon Home Preparation + Onam Mega Shopping Season
EV048,EV145,ATTENUATION,3.5,Pre-Monsoon Home Preparation + Academic New Year Preparation
EV048,EV146,ATTENUATION,3.5,Pre-Monsoon Home Preparation + School Admissions Cycle
EV048,EV147,ATTENUATION,3.5,Pre-Monsoon Home Preparation + College Admissions Cycle
EV048,EV148,ATTENUATION,3.5,Pre-Monsoon Home Preparation + Summer Vacation Peak
EV048,EV149,ATTENUATION,3.5,Pre-Monsoon Home Preparation + Back-to-Work / Post-Vacation Demand
EV048,EV157,ATTENUATION,3.5,Pre-Monsoon Home Preparation + Thrissur Pooram
EV048,EV158,ATTENUATION,3.5,Pre-Monsoon Home Preparation + Jagannath Snana Yatra
EV048,EV159,ATTENUATION,3.5,Pre-Monsoon Home Preparation + Bonalu
EV048,EV170,ATTENUATION,3.5,Pre-Monsoon Home Preparation + Wedding Retail Inventory Build-Up — Summer
EV048,EV173,ATTENUATION,3.5,Pre-Monsoon Home Preparation + Bihu / Regional New Year Travel & Gifting Build
EV048,EV174,ATTENUATION,3.5,Pre-Monsoon Home Preparation + Pre-College / Hostel Setup Season
EV050,EV052,ATTENUATION,3.5,Wedding Season — Summer Peak + Southwest Monsoon Onset — Kerala
EV050,EV053,ATTENUATION,3.5,Wedding Season — Summer Peak + Monsoon Expansion — West/South
EV050,EV057,AMPLIFICATION,4.0,Wedding Season — Summer Peak + Father's Day
EV050,EV058,AMPLIFICATION,4.0,Wedding Season — Summer Peak + Summer End-of-Season Sale
EV050,EV059,AMPLIFICATION,4.0,Wedding Season — Summer Peak + International Yoga Day
EV050,EV060,AMPLIFICATION,4.0,Wedding Season — Summer Peak + World Environment Day
EV050,EV061,ATTENUATION,3.5,Wedding Season — Summer Peak + Monsoon Expansion — North India
EV050,EV062,ATTENUATION,3.5,Wedding Season — Summer Peak + Peak Monsoon
EV050,EV067,ATTENUATION,3.5,Wedding Season — Summer Peak + Monsoon Home Hygiene Cycle
EV050,EV074,AMPLIFICATION,4.0,Wedding Season — Summer Peak + Onam Mega Shopping Season
EV050,EV133,ATTENUATION,3.5,Wedding Season — Summer Peak + Extreme Heatwave Alert
EV050,EV134,ATTENUATION,3.5,Wedding Season — Summer Peak + Severe Rain / Flood Risk
EV050,EV165,ATTENUATION,3.5,Wedding Season — Summer Peak + Mosquito Season Demand Peak
EV051,EV052,ATTENUATION,3.5,Exam Season / School Year-End + Southwest Monsoon Onset — Kerala
EV051,EV053,ATTENUATION,3.5,Exam Season / School Year-End + Monsoon Expansion — West/South
EV051,EV057,AMPLIFICATION,4.0,Exam Season / School Year-End + Father's Day
EV051,EV058,AMPLIFICATION,4.0,Exam Season / School Year-End + Summer End-of-Season Sale
EV051,EV059,AMPLIFICATION,4.0,Exam Season / School Year-End + International Yoga Day
EV051,EV060,AMPLIFICATION,4.0,Exam Season / School Year-End + World Environment Day
EV051,EV061,ATTENUATION,3.5,Exam Season / School Year-End + Monsoon Expansion — North India
EV051,EV062,ATTENUATION,3.5,Exam Season / School Year-End + Peak Monsoon
EV051,EV067,ATTENUATION,3.5,Exam Season / School Year-End + Monsoon Home Hygiene Cycle
EV051,EV074,AMPLIFICATION,4.0,Exam Season / School Year-End + Onam Mega Shopping Season
EV051,EV133,ATTENUATION,3.5,Exam Season / School Year-End + Extreme Heatwave Alert
EV051,EV134,ATTENUATION,3.5,Exam Season / School Year-End + Severe Rain / Flood Risk
EV051,EV165,ATTENUATION,3.5,Exam Season / School Year-End + Mosquito Season Demand Peak
EV052,EV054,ATTENUATION,3.5,Southwest Monsoon Onset — Kerala + School Reopening Preparation
EV052,EV055,ATTENUATION,3.5,Southwest Monsoon Onset — Kerala + Back-to-School Shopping Peak
EV052,EV056,ATTENUATION,3.5,Southwest Monsoon Onset — Kerala + College Reopening Cycle
EV052,EV057,AMPLIFICATION,4.5,Southwest Monsoon Onset — Kerala + Father's Day
EV052,EV058,AMPLIFICATION,4.5,Southwest Monsoon Onset — Kerala + Summer End-of-Season Sale
EV052,EV059,AMPLIFICATION,4.5,Southwest Monsoon Onset — Kerala + International Yoga Day
EV052,EV060,AMPLIFICATION,4.5,Southwest Monsoon Onset — Kerala + World Environment Day
EV052,EV074,AMPLIFICATION,4.5,Southwest Monsoon Onset — Kerala + Onam Mega Shopping Season
EV052,EV146,ATTENUATION,3.5,Southwest Monsoon Onset — Kerala + School Admissions Cycle
EV052,EV147,ATTENUATION,3.5,Southwest Monsoon Onset — Kerala + College Admissions Cycle
EV052,EV148,ATTENUATION,3.5,Southwest Monsoon Onset — Kerala + Summer Vacation Peak
EV052,EV158,ATTENUATION,3.5,Southwest Monsoon Onset — Kerala + Jagannath Snana Yatra
EV052,EV159,ATTENUATION,3.5,Southwest Monsoon Onset — Kerala + Bonalu
EV052,EV170,ATTENUATION,3.5,Southwest Monsoon Onset — Kerala + Wedding Retail Inventory Build-Up — Summer
EV052,EV174,ATTENUATION,3.5,Southwest Monsoon Onset — Kerala + Pre-College / Hostel Setup Season
EV053,EV054,ATTENUATION,3.5,Monsoon Expansion — West/South + School Reopening Preparation
EV053,EV055,ATTENUATION,3.5,Monsoon Expansion — West/South + Back-to-School Shopping Peak
EV053,EV056,ATTENUATION,3.5,Monsoon Expansion — West/South + College Reopening Cycle
EV053,EV057,AMPLIFICATION,4.5,Monsoon Expansion — West/South + Father's Day
EV053,EV058,AMPLIFICATION,4.5,Monsoon Expansion — West/South + Summer End-of-Season Sale
EV053,EV059,AMPLIFICATION,4.5,Monsoon Expansion — West/South + International Yoga Day
EV053,EV060,AMPLIFICATION,4.5,Monsoon Expansion — West/South + World Environment Day
EV053,EV063,ATTENUATION,3.5,Monsoon Expansion — West/South + Ratha Yatra
EV053,EV064,ATTENUATION,3.5,Monsoon Expansion — West/South + Guru Purnima
EV053,EV068,AMPLIFICATION,4.5,Monsoon Expansion — West/South + Friendship Day
EV053,EV073,ATTENUATION,3.5,Monsoon Expansion — West/South + Onam
EV053,EV074,AMPLIFICATION,4.5,Monsoon Expansion — West/South + Onam Mega Shopping Season
EV053,EV146,ATTENUATION,3.5,Monsoon Expansion — West/South + School Admissions Cycle
EV053,EV147,ATTENUATION,3.5,Monsoon Expansion — West/South + College Admissions Cycle
EV053,EV148,ATTENUATION,3.5,Monsoon Expansion — West/South + Summer Vacation Peak
EV053,EV149,ATTENUATION,3.5,Monsoon Expansion — West/South + Back-to-Work / Post-Vacation Demand
EV053,EV158,ATTENUATION,3.5,Monsoon Expansion — West/South + Jagannath Snana Yatra
EV053,EV159,ATTENUATION,3.5,Monsoon Expansion — West/South + Bonalu
EV053,EV167,AMPLIFICATION,4.5,Monsoon Expansion — West/South + Festive Inventory Build-Up
EV053,EV170,ATTENUATION,3.5,Monsoon Expansion — West/South + Wedding Retail Inventory Build-Up — Summer
EV053,EV174,ATTENUATION,3.5,Monsoon Expansion — West/South + Pre-College / Hostel Setup Season
EV054,EV057,AMPLIFICATION,4.0,School Reopening Preparation + Father's Day
EV054,EV058,AMPLIFICATION,4.0,School Reopening Preparation + Summer End-of-Season Sale
EV054,EV059,AMPLIFICATION,4.0,School Reopening Preparation + International Yoga Day
EV054,EV060,AMPLIFICATION,4.0,School Reopening Preparation + World Environment Day
EV054,EV061,ATTENUATION,3.5,School Reopening Preparation + Monsoon Expansion — North India
