SUPPLIER_ID,SKU_ID,SUPPLIER_SKU,PURCHASE_COST,MOQ_UNITS,LEAD_TIME_DAYS,ORDER_MULTIPLE,PRIMARY_FLAG,ACTIVE_FLAG
sup-139,BAG-LUG-00157,VND-sup-139-BAG-LUG-,63.36,200,23,10,0,1
sup-131,BAG-LUG-00158,VND-sup-131-BAG-LUG-,74.92,100,16,10,1,1
sup-029,BAG-LUG-00158,VND-sup-029-BAG-LUG-,90.65,100,29,10,0,1
sup-042,BAG-LUG-00159,VND-sup-042-BAG-LUG-,67.45,200,16,10,1,1
sup-045,BAG-LUG-00159,VND-sup-045-BAG-LUG-,83.64,100,29,10,0,1
sup-042,BAG-LUG-00160,VND-sup-042-BAG-LUG-,28.78,25,16,10,1,1
sup-001,BAG-LUG-00160,VND-sup-001-BAG-LUG-,33.38,50,21,10,0,1
sup-197,BAG-LUG-00161,VND-sup-197-BAG-LUG-,37.56,50,16,10,1,1
sup-131,BAG-LUG-00161,VND-sup-131-BAG-LUG-,42.82,50,26,10,0,1
sup-163,BAG-LUG-00162,VND-sup-163-BAG-LUG-,29.46,25,16,10,1,1
sup-131,BAG-LUG-00162,VND-sup-131-BAG-LUG-,32.7,25,25,10,0,1
sup-069,BAG-LUG-00163,VND-sup-069-BAG-LUG-,52.87,25,16,10,1,1
sup-144,BAG-LUG-00163,VND-sup-144-BAG-LUG-,61.86,200,30,10,0,1
sup-046,BAG-LUG-00164,VND-sup-046-BAG-LUG-,58.26,25,16,10,1,1
sup-190,BAG-LUG-00164,VND-sup-190-BAG-LUG-,65.25,100,26,10,0,1
sup-059,BAG-LUG-00165,VND-sup-059-BAG-LUG-,39.18,200,16,10,1,1
sup-087,BAG-LUG-00165,VND-sup-087-BAG-LUG-,46.23,200,19,10,0,1
sup-086,BAG-LUG-00166,VND-sup-086-BAG-LUG-,17.96,200,16,10,1,1
sup-087,BAG-LUG-00166,VND-sup-087-BAG-LUG-,19.04,25,24,10,0,1
sup-163,BAG-LUG-00167,VND-sup-163-BAG-LUG-,28.34,200,16,10,1,1
sup-190,BAG-LUG-00167,VND-sup-190-BAG-LUG-,32.02,25,27,10,0,1
sup-086,BAG-LUG-00168,VND-sup-086-BAG-LUG-,79.08,25,16,10,1,1
sup-103,BAG-LUG-00168,VND-sup-103-BAG-LUG-,83.82,200,21,10,0,1
sup-187,BAG-LUG-00169,VND-sup-187-BAG-LUG-,60.26,50,16,10,1,1
sup-131,BAG-LUG-00169,VND-sup-131-BAG-LUG-,68.09,50,30,10,0,1
sup-160,BAG-LUG-00170,VND-sup-160-BAG-LUG-,22.16,200,16,10,1,1
sup-163,BAG-LUG-00170,VND-sup-163-BAG-LUG-,25.93,50,27,10,0,1
sup-052,BAG-LUG-00171,VND-sup-052-BAG-LUG-,29.13,100,16,10,1,1
sup-146,BAG-LUG-00171,VND-sup-146-BAG-LUG-,35.83,100,21,10,0,1
sup-131,BAG-LUG-00172,VND-sup-131-BAG-LUG-,67.56,25,16,10,1,1
sup-038,BAG-LUG-00172,VND-sup-038-BAG-LUG-,83.1,50,21,10,0,1
sup-197,BAG-LUG-00173,VND-sup-197-BAG-LUG-,29.42,100,16,10,1,1
sup-160,BAG-LUG-00173,VND-sup-160-BAG-LUG-,31.77,200,19,10,0,1
sup-030,BAG-LUG-00174,VND-sup-030-BAG-LUG-,52.37,50,16,10,1,1
sup-132,BAG-LUG-00174,VND-sup-132-BAG-LUG-,58.13,100,27,10,0,1
sup-111,BAG-LUG-00175,VND-sup-111-BAG-LUG-,73.34,100,16,10,1,1
sup-084,BAG-LUG-00175,VND-sup-084-BAG-LUG-,82.87,200,30,10,0,1
sup-052,BAG-LUG-00176,VND-sup-052-BAG-LUG-,25.62,25,16,10,1,1
sup-177,BAG-LUG-00176,VND-sup-177-BAG-LUG-,28.18,200,25,10,0,1
sup-187,BAG-LUG-00177,VND-sup-187-BAG-LUG-,70.13,25,16,10,1,1
sup-046,BAG-LUG-00177,VND-sup-046-BAG-LUG-,77.14,100,29,10,0,1
sup-010,BAG-LUG-00178,VND-sup-010-BAG-LUG-,15.53,25,16,10,1,1
sup-052,BAG-LUG-00178,VND-sup-052-BAG-LUG-,16.46,100,27,10,0,1
sup-084,BAG-LUG-00179,VND-sup-084-BAG-LUG-,47.88,100,16,10,1,1
sup-139,BAG-LUG-00179,VND-sup-139-BAG-LUG-,55.06,50,23,10,0,1
sup-021,BAG-LUG-00180,VND-sup-021-BAG-LUG-,75.68,25,16,10,1,1
sup-038,BAG-LUG-00180,VND-sup-038-BAG-LUG-,86.28,25,24,10,0,1
sup-163,BAG-LUG-00181,VND-sup-163-BAG-LUG-,52.53,25,16,10,1,1
sup-190,BAG-LUG-00181,VND-sup-190-BAG-LUG-,63.56,200,20,10,0,1
sup-190,BAG-LUG-00182,VND-sup-190-BAG-LUG-,40.59,50,16,10,1,1
sup-045,BAG-LUG-00182,VND-sup-045-BAG-LUG-,48.71,50,27,10,0,1
sup-104,BAG-LUG-00183,VND-sup-104-BAG-LUG-,58.24,50,16,10,1,1
sup-154,BAG-LUG-00183,VND-sup-154-BAG-LUG-,71.05,200,25,10,0,1
sup-187,BAG-LUG-00184,VND-sup-187-BAG-LUG-,23.69,25,16,10,1,1
sup-059,BAG-LUG-00184,VND-sup-059-BAG-LUG-,25.11,25,21,10,0,1
sup-151,BAG-LUG-00185,VND-sup-151-BAG-LUG-,41.8,25,16,10,1,1
sup-085,BAG-LUG-00185,VND-sup-085-BAG-LUG-,48.91,50,30,10,0,1
sup-163,BAG-LUG-00186,VND-sup-163-BAG-LUG-,79.04,50,16,10,1,1
sup-042,BAG-LUG-00186,VND-sup-042-BAG-LUG-,93.27,100,21,10,0,1
sup-046,BAG-LUG-00187,VND-sup-046-BAG-LUG-,44.29,200,16,10,1,1
sup-085,BAG-LUG-00187,VND-sup-085-BAG-LUG-,54.92,200,26,10,0,1
sup-139,BAG-LUG-00188,VND-sup-139-BAG-LUG-,29.27,50,16,10,1,1
sup-103,BAG-LUG-00188,VND-sup-103-BAG-LUG-,32.49,100,19,10,0,1
sup-160,BAG-LUG-00189,VND-sup-160-BAG-LUG-,22.55,25,16,10,1,1
sup-001,BAG-LUG-00189,VND-sup-001-BAG-LUG-,26.61,50,27,10,0,1
sup-197,BAG-LUG-00190,VND-sup-197-BAG-LUG-,35.52,200,16,10,1,1
sup-107,BAG-LUG-00190,VND-sup-107-BAG-LUG-,43.33,200,20,10,0,1
sup-116,BAG-LUG-00191,VND-sup-116-BAG-LUG-,37.11,200,16,10,1,1
sup-187,BAG-LUG-00191,VND-sup-187-BAG-LUG-,45.27,25,28,10,0,1
sup-151,BAG-LUG-00192,VND-sup-151-BAG-LUG-,23.9,200,16,10,1,1
sup-042,BAG-LUG-00192,VND-sup-042-BAG-LUG-,25.09,25,25,10,0,1
sup-042,BAG-LUG-00193,VND-sup-042-BAG-LUG-,41.88,25,16,10,1,1
sup-021,BAG-LUG-00193,VND-sup-021-BAG-LUG-,50.67,25,31,10,0,1
sup-052,BAG-LUG-00194,VND-sup-052-BAG-LUG-,16.41,50,16,10,1,1
sup-038,BAG-LUG-00194,VND-sup-038-BAG-LUG-,20.51,25,23,10,0,1
sup-084,BAG-LUG-00195,VND-sup-084-BAG-LUG-,60.45,100,16,10,1,1
sup-154,BAG-LUG-00195,VND-sup-154-BAG-LUG-,70.12,200,23,10,0,1
sup-001,BAG-LUG-00196,VND-sup-001-BAG-LUG-,21.8,50,16,10,1,1
sup-163,BAG-LUG-00196,VND-sup-163-BAG-LUG-,25.72,200,29,10,0,1
sup-038,BAG-LUG-00197,VND-sup-038-BAG-LUG-,71.22,25,16,10,1,1
sup-171,BAG-LUG-00197,VND-sup-171-BAG-LUG-,87.6,50,27,10,0,1
sup-059,BAG-LUG-00198,VND-sup-059-BAG-LUG-,61.97,100,16,10,1,1
sup-045,BAG-LUG-00198,VND-sup-045-BAG-LUG-,67.55,25,24,10,0,1
sup-149,BAG-LUG-00199,VND-sup-149-BAG-LUG-,36.68,200,16,10,1,1
sup-029,BAG-LUG-00199,VND-sup-029-BAG-LUG-,45.12,100,30,10,0,1
sup-146,BAG-LUG-00200,VND-sup-146-BAG-LUG-,67.35,25,16,10,1,1
sup-154,BAG-LUG-00200,VND-sup-154-BAG-LUG-,82.84,100,28,10,0,1
sup-021,BAG-LUG-00201,VND-sup-021-BAG-LUG-,23.35,25,16,10,1,1
sup-187,BAG-LUG-00201,VND-sup-187-BAG-LUG-,24.75,50,23,10,0,1
sup-144,BAG-LUG-00202,VND-sup-144-BAG-LUG-,22.17,25,16,10,1,1
sup-052,BAG-LUG-00202,VND-sup-052-BAG-LUG-,25.94,50,22,10,0,1
sup-045,BAG-LUG-00203,VND-sup-045-BAG-LUG-,49.83,25,16,10,1,1
sup-085,BAG-LUG-00203,VND-sup-085-BAG-LUG-,56.31,25,24,10,0,1
sup-107,BAG-LUG-00204,VND-sup-107-BAG-LUG-,17.09,200,16,10,1,1
sup-010,BAG-LUG-00204,VND-sup-010-BAG-LUG-,18.97,100,28,10,0,1
sup-197,BAG-LUG-00205,VND-sup-197-BAG-LUG-,28.17,100,16,10,1,1
sup-045,BAG-LUG-00205,VND-sup-045-BAG-LUG-,34.65,100,24,10,0,1
sup-087,BAG-LUG-00206,VND-sup-087-BAG-LUG-,21.07,25,16,10,1,1
sup-131,BAG-LUG-00206,VND-sup-131-BAG-LUG-,22.76,25,19,10,0,1
sup-085,BAG-LUG-00207,VND-sup-085-BAG-LUG-,30.51,25,16,10,1,1
sup-030,BAG-LUG-00207,VND-sup-030-BAG-LUG-,37.53,50,23,10,0,1
sup-144,BAG-LUG-00208,VND-sup-144-BAG-LUG-,37.12,50,16,10,1,1
sup-151,BAG-LUG-00208,VND-sup-151-BAG-LUG-,43.8,200,28,10,0,1
sup-132,BAG-LUG-00209,VND-sup-132-BAG-LUG-,24.1,25,16,10,1,1
sup-144,BAG-LUG-00209,VND-sup-144-BAG-LUG-,29.16,100,31,10,0,1
sup-085,BAG-LUG-00210,VND-sup-085-BAG-LUG-,25.6,100,16,10,1,1
sup-197,BAG-LUG-00210,VND-sup-197-BAG-LUG-,30.21,200,22,10,0,1
sup-107,BAG-LUG-00211,VND-sup-107-BAG-LUG-,33.51,100,16,10,1,1
sup-084,BAG-LUG-00211,VND-sup-084-BAG-LUG-,36.19,200,26,10,0,1
sup-151,BAG-LUG-00212,VND-sup-151-BAG-LUG-,67.7,25,16,10,1,1
sup-084,BAG-LUG-00212,VND-sup-084-BAG-LUG-,83.27,100,25,10,0,1
sup-177,BAG-LUG-00213,VND-sup-177-BAG-LUG-,72.51,25,16,10,1,1
sup-038,BAG-LUG-00213,VND-sup-038-BAG-LUG-,76.86,50,27,10,0,1
sup-059,BAG-LUG-00214,VND-sup-059-BAG-LUG-,42.07,100,16,10,1,1
sup-042,BAG-LUG-00214,VND-sup-042-BAG-LUG-,51.33,50,27,10,0,1
sup-069,BAG-LUG-00215,VND-sup-069-BAG-LUG-,75.3,100,16,10,1,1
sup-107,BAG-LUG-00215,VND-sup-107-BAG-LUG-,82.83,25,26,10,0,1
sup-087,BAG-LUG-00216,VND-sup-087-BAG-LUG-,59.82,200,16,10,1,1
sup-107,BAG-LUG-00216,VND-sup-107-BAG-LUG-,67.6,25,19,10,0,1
sup-197,BAG-LUG-00217,VND-sup-197-BAG-LUG-,44.93,25,16,10,1,1
sup-131,BAG-LUG-00217,VND-sup-131-BAG-LUG-,51.67,25,22,10,0,1
sup-154,BAG-LUG-00218,VND-sup-154-BAG-LUG-,46.16,100,16,10,1,1
sup-116,BAG-LUG-00218,VND-sup-116-BAG-LUG-,54.01,200,28,10,0,1
sup-042,BAG-LUG-00219,VND-sup-042-BAG-LUG-,61.58,50,16,10,1,1
sup-111,BAG-LUG-00219,VND-sup-111-BAG-LUG-,70.2,25,25,10,0,1
sup-038,BAG-LUG-00220,VND-sup-038-BAG-LUG-,53.22,100,16,10,1,1
sup-042,BAG-LUG-00220,VND-sup-042-BAG-LUG-,57.48,50,29,10,0,1
sup-087,BAG-LUG-00221,VND-sup-087-BAG-LUG-,53.1,25,16,10,1,1
sup-046,BAG-LUG-00221,VND-sup-046-BAG-LUG-,60.0,50,24,10,0,1
sup-139,BAG-LUG-00222,VND-sup-139-BAG-LUG-,57.92,25,16,10,1,1
sup-154,BAG-LUG-00222,VND-sup-154-BAG-LUG-,65.45,50,22,10,0,1
sup-021,BAG-LUG-00223,VND-sup-021-BAG-LUG-,65.99,50,16,10,1,1
sup-111,BAG-LUG-00223,VND-sup-111-BAG-LUG-,80.51,200,30,10,0,1
sup-131,BAG-LUG-00224,VND-sup-131-BAG-LUG-,40.22,200,16,10,1,1
sup-160,BAG-LUG-00224,VND-sup-160-BAG-LUG-,48.26,25,31,10,0,1
sup-021,BAG-LUG-00225,VND-sup-021-BAG-LUG-,58.2,100,16,10,1,1
sup-001,BAG-LUG-00225,VND-sup-001-BAG-LUG-,68.68,200,28,10,0,1
sup-046,BAG-LUG-00226,VND-sup-046-BAG-LUG-,67.39,50,16,10,1,1
sup-104,BAG-LUG-00226,VND-sup-104-BAG-LUG-,74.13,200,21,10,0,1
sup-151,BAG-LUG-00227,VND-sup-151-BAG-LUG-,26.57,200,16,10,1,1
sup-160,BAG-LUG-00227,VND-sup-160-BAG-LUG-,28.7,25,23,10,0,1
sup-085,BAG-LUG-00228,VND-sup-085-BAG-LUG-,39.26,200,16,10,1,1
sup-021,BAG-LUG-00228,VND-sup-021-BAG-LUG-,42.4,200,24,10,0,1
sup-177,BAG-LUG-00229,VND-sup-177-BAG-LUG-,75.25,50,16,10,1,1
sup-149,BAG-LUG-00229,VND-sup-149-BAG-LUG-,90.3,200,31,10,0,1
sup-160,BAG-LUG-00230,VND-sup-160-BAG-LUG-,26.21,50,16,10,1,1
sup-154,BAG-LUG-00230,VND-sup-154-BAG-LUG-,29.09,200,25,10,0,1
sup-059,BAG-LUG-00231,VND-sup-059-BAG-LUG-,57.38,200,16,10,1,1
sup-151,BAG-LUG-00231,VND-sup-151-BAG-LUG-,65.41,100,24,10,0,1
sup-103,BAG-LUG-00232,VND-sup-103-BAG-LUG-,68.05,200,16,10,1,1
sup-177,BAG-LUG-00232,VND-sup-177-BAG-LUG-,76.22,50,20,10,0,1
sup-001,BAG-LUG-00233,VND-sup-001-BAG-LUG-,32.44,50,16,10,1,1
sup-010,BAG-LUG-00233,VND-sup-010-BAG-LUG-,34.71,25,31,10,0,1
sup-160,BAG-LUG-00234,VND-sup-160-BAG-LUG-,71.95,25,16,10,1,1
sup-151,BAG-LUG-00234,VND-sup-151-BAG-LUG-,76.99,100,25,10,0,1
sup-154,BAG-LUG-00235,VND-sup-154-BAG-LUG-,15.38,50,16,10,1,1
sup-132,BAG-LUG-00235,VND-sup-132-BAG-LUG-,18.46,50,29,10,0,1
sup-171,BAG-LUG-00236,VND-sup-171-BAG-LUG-,57.02,50,16,10,1,1
sup-151,BAG-LUG-00236,VND-sup-151-BAG-LUG-,69.56,100,22,10,0,1
sup-190,BAG-LUG-00237,VND-sup-190-BAG-LUG-,74.27,50,16,10,1,1
sup-010,BAG-LUG-00237,VND-sup-010-BAG-LUG-,80.95,25,19,10,0,1
sup-103,BAG-LUG-00238,VND-sup-103-BAG-LUG-,62.57,100,16,10,1,1
sup-029,BAG-LUG-00238,VND-sup-029-BAG-LUG-,75.08,25,31,10,0,1
sup-042,BAG-LUG-00239,VND-sup-042-BAG-LUG-,46.89,25,16,10,1,1
sup-104,BAG-LUG-00239,VND-sup-104-BAG-LUG-,56.27,100,31,10,0,1
sup-104,BAG-LUG-00240,VND-sup-104-BAG-LUG-,79.81,200,16,10,1,1
sup-190,BAG-LUG-00240,VND-sup-190-BAG-LUG-,84.6,200,26,10,0,1
sup-171,BAG-LUG-00241,VND-sup-171-BAG-LUG-,44.72,25,16,10,1,1
sup-030,BAG-LUG-00241,VND-sup-030-BAG-LUG-,49.19,200,20,10,0,1
sup-021,BAG-LUG-00242,VND-sup-021-BAG-LUG-,42.41,50,16,10,1,1
sup-052,BAG-LUG-00242,VND-sup-052-BAG-LUG-,45.38,100,26,10,0,1
sup-086,BAG-LUG-00243,VND-sup-086-BAG-LUG-,53.61,25,16,10,1,1
sup-163,BAG-LUG-00243,VND-sup-163-BAG-LUG-,58.97,50,25,10,0,1
sup-046,BAG-LUG-00244,VND-sup-046-BAG-LUG-,69.78,200,16,10,1,1
sup-149,BAG-LUG-00244,VND-sup-149-BAG-LUG-,80.94,50,30,10,0,1
sup-069,BAG-LUG-00245,VND-sup-069-BAG-LUG-,50.77,200,16,10,1,1
sup-171,BAG-LUG-00245,VND-sup-171-BAG-LUG-,63.46,25,30,10,0,1
sup-171,BAG-LUG-00246,VND-sup-171-BAG-LUG-,24.59,50,16,10,1,1
sup-069,BAG-LUG-00246,VND-sup-069-BAG-LUG-,29.51,100,23,10,0,1
sup-084,BAG-LUG-00247,VND-sup-084-BAG-LUG-,26.65,25,16,10,1,1
sup-160,BAG-LUG-00247,VND-sup-160-BAG-LUG-,29.85,50,30,10,0,1
sup-160,BAG-LUG-00248,VND-sup-160-BAG-LUG-,29.11,50,16,10,1,1
sup-045,BAG-LUG-00248,VND-sup-045-BAG-LUG-,35.51,200,28,10,0,1
sup-038,BAG-LUG-00249,VND-sup-038-BAG-LUG-,73.83,25,16,10,1,1
sup-149,BAG-LUG-00249,VND-sup-149-BAG-LUG-,82.69,25,28,10,0,1
sup-177,BAG-LUG-00250,VND-sup-177-BAG-LUG-,41.54,25,16,10,1,1
sup-131,BAG-LUG-00250,VND-sup-131-BAG-LUG-,45.28,25,23,10,0,1
sup-111,BAG-LUG-00251,VND-sup-111-BAG-LUG-,71.16,200,16,10,1,1
sup-038,BAG-LUG-00251,VND-sup-038-BAG-LUG-,81.12,100,19,10,0,1
sup-087,BAG-LUG-00252,VND-sup-087-BAG-LUG-,66.42,25,16,10,1,1
sup-103,BAG-LUG-00252,VND-sup-103-BAG-LUG-,71.73,200,19,10,0,1
sup-045,BAG-LUG-00253,VND-sup-045-BAG-LUG-,48.41,100,16,10,1,1
sup-059,BAG-LUG-00253,VND-sup-059-BAG-LUG-,56.16,100,27,10,0,1
sup-187,BAG-LUG-00254,VND-sup-187-BAG-LUG-,22.01,200,16,10,1,1
sup-132,BAG-LUG-00254,VND-sup-132-BAG-LUG-,23.77,25,29,10,0,1
sup-042,BAG-LUG-00255,VND-sup-042-BAG-LUG-,77.85,100,16,10,1,1
sup-107,BAG-LUG-00255,VND-sup-107-BAG-LUG-,89.53,25,20,10,0,1
sup-149,BAG-LUG-00256,VND-sup-149-BAG-LUG-,63.41,25,16,10,1,1
sup-190,BAG-LUG-00256,VND-sup-190-BAG-LUG-,71.02,50,30,10,0,1
sup-021,BAG-LUG-00257,VND-sup-021-BAG-LUG-,56.56,25,16,10,1,1
sup-163,BAG-LUG-00257,VND-sup-163-BAG-LUG-,62.78,50,29,10,0,1
sup-010,BAG-LUG-00258,VND-sup-010-BAG-LUG-,35.19,100,16,10,1,1
sup-104,BAG-LUG-00258,VND-sup-104-BAG-LUG-,42.23,200,30,10,0,1
sup-107,BAG-LUG-00259,VND-sup-107-BAG-LUG-,57.36,50,16,10,1,1
sup-116,BAG-LUG-00259,VND-sup-116-BAG-LUG-,65.96,200,28,10,0,1
sup-107,BAG-LUG-00260,VND-sup-107-BAG-LUG-,75.95,100,16,10,1,1
sup-146,BAG-LUG-00260,VND-sup-146-BAG-LUG-,79.75,25,22,10,0,1
sup-059,BAG-LUG-00261,VND-sup-059-BAG-LUG-,28.77,100,16,10,1,1
sup-021,BAG-LUG-00261,VND-sup-021-BAG-LUG-,35.67,200,22,10,0,1
sup-010,BAG-LUG-00262,VND-sup-010-BAG-LUG-,32.4,100,16,10,1,1
sup-171,BAG-LUG-00262,VND-sup-171-BAG-LUG-,38.23,25,29,10,0,1
sup-197,BAG-LUG-00263,VND-sup-197-BAG-LUG-,62.7,100,16,10,1,1
sup-038,BAG-LUG-00263,VND-sup-038-BAG-LUG-,66.46,25,23,10,0,1
sup-146,BAG-LUG-00264,VND-sup-146-BAG-LUG-,45.73,50,16,10,1,1
sup-084,BAG-LUG-00264,VND-sup-084-BAG-LUG-,54.42,200,27,10,0,1
sup-103,BAG-LUG-00265,VND-sup-103-BAG-LUG-,23.94,25,16,10,1,1
sup-084,BAG-LUG-00265,VND-sup-084-BAG-LUG-,29.69,25,27,10,0,1
sup-146,BAG-LUG-00266,VND-sup-146-BAG-LUG-,34.27,100,16,10,1,1
sup-163,BAG-LUG-00266,VND-sup-163-BAG-LUG-,38.38,50,22,10,0,1
sup-160,BAG-LUG-00267,VND-sup-160-BAG-LUG-,32.48,25,16,10,1,1
sup-029,BAG-LUG-00267,VND-sup-029-BAG-LUG-,37.35,50,21,10,0,1
sup-151,BAG-LUG-00268,VND-sup-151-BAG-LUG-,68.82,50,16,10,1,1
sup-086,BAG-LUG-00268,VND-sup-086-BAG-LUG-,84.65,100,29,10,0,1
sup-038,BAG-LUG-00269,VND-sup-038-BAG-LUG-,76.99,25,16,10,1,1
sup-187,BAG-LUG-00269,VND-sup-187-BAG-LUG-,84.69,100,21,10,0,1
sup-131,BAG-LUG-00270,VND-sup-131-BAG-LUG-,73.45,200,16,10,1,1
sup-084,BAG-LUG-00270,VND-sup-084-BAG-LUG-,89.61,200,20,10,0,1
sup-045,BAG-LUG-00271,VND-sup-045-BAG-LUG-,53.59,25,16,10,1,1
sup-021,BAG-LUG-00271,VND-sup-021-BAG-LUG-,58.41,50,30,10,0,1
sup-086,BAG-LUG-00272,VND-sup-086-BAG-LUG-,78.3,25,16,10,1,1
sup-046,BAG-LUG-00272,VND-sup-046-BAG-LUG-,86.91,25,21,10,0,1
sup-052,BAG-LUG-00273,VND-sup-052-BAG-LUG-,45.71,200,16,10,1,1
sup-085,BAG-LUG-00273,VND-sup-085-BAG-LUG-,51.65,200,21,10,0,1
sup-107,BAG-LUG-00274,VND-sup-107-BAG-LUG-,29.05,50,16,10,1,1
sup-103,BAG-LUG-00274,VND-sup-103-BAG-LUG-,35.44,50,20,10,0,1
sup-059,BAG-LUG-00275,VND-sup-059-BAG-LUG-,58.74,25,16,10,1,1
sup-149,BAG-LUG-00275,VND-sup-149-BAG-LUG-,72.84,100,25,10,0,1
sup-104,BAG-LUG-00276,VND-sup-104-BAG-LUG-,52.26,25,16,10,1,1
sup-085,BAG-LUG-00276,VND-sup-085-BAG-LUG-,54.87,50,27,10,0,1
sup-085,BAG-LUG-00277,VND-sup-085-BAG-LUG-,17.46,100,16,10,1,1
sup-021,BAG-LUG-00277,VND-sup-021-BAG-LUG-,19.21,200,27,10,0,1
sup-187,BAG-LUG-00278,VND-sup-187-BAG-LUG-,54.79,50,16,10,1,1
sup-030,BAG-LUG-00278,VND-sup-030-BAG-LUG-,68.49,50,27,10,0,1
sup-087,BAG-LUG-00279,VND-sup-087-BAG-LUG-,72.01,100,16,10,1,1
sup-046,BAG-LUG-00279,VND-sup-046-BAG-LUG-,87.85,50,23,10,0,1
sup-177,BAG-LUG-00280,VND-sup-177-BAG-LUG-,29.02,50,16,10,1,1
sup-190,BAG-LUG-00280,VND-sup-190-BAG-LUG-,35.69,50,24,10,0,1
sup-111,BAG-LUG-00281,VND-sup-111-BAG-LUG-,42.38,50,16,10,1,1
sup-021,BAG-LUG-00281,VND-sup-021-BAG-LUG-,52.55,50,22,10,0,1
sup-107,BAG-LUG-00282,VND-sup-107-BAG-LUG-,56.09,50,16,10,1,1
sup-042,BAG-LUG-00282,VND-sup-042-BAG-LUG-,66.19,50,21,10,0,1
sup-001,BAG-LUG-00283,VND-sup-001-BAG-LUG-,30.17,50,16,10,1,1
sup-154,BAG-LUG-00283,VND-sup-154-BAG-LUG-,33.49,200,30,10,0,1
sup-107,BAG-LUG-00284,VND-sup-107-BAG-LUG-,51.47,50,16,10,1,1
sup-144,BAG-LUG-00284,VND-sup-144-BAG-LUG-,57.13,200,20,10,0,1
sup-104,BAG-LUG-00285,VND-sup-104-BAG-LUG-,56.82,200,16,10,1,1
sup-042,BAG-LUG-00285,VND-sup-042-BAG-LUG-,61.93,25,23,10,0,1
sup-132,BAG-LUG-00286,VND-sup-132-BAG-LUG-,75.45,25,16,10,1,1
sup-103,BAG-LUG-00286,VND-sup-103-BAG-LUG-,93.56,200,27,10,0,1
sup-146,BAG-LUG-00287,VND-sup-146-BAG-LUG-,31.99,200,16,10,1,1
sup-116,BAG-LUG-00287,VND-sup-116-BAG-LUG-,37.43,50,21,10,0,1
sup-107,BAG-LUG-00288,VND-sup-107-BAG-LUG-,36.55,25,16,10,1,1
sup-131,BAG-LUG-00288,VND-sup-131-BAG-LUG-,45.32,100,23,10,0,1
sup-030,BAG-LUG-00289,VND-sup-030-BAG-LUG-,32.77,25,16,10,1,1
sup-085,BAG-LUG-00289,VND-sup-085-BAG-LUG-,36.37,200,31,10,0,1
sup-131,BAG-LUG-00290,VND-sup-131-BAG-LUG-,51.56,200,16,10,1,1
sup-046,BAG-LUG-00290,VND-sup-046-BAG-LUG-,61.36,50,20,10,0,1
sup-144,BAG-LUG-00291,VND-sup-144-BAG-LUG-,19.18,50,16,10,1,1
sup-045,BAG-LUG-00291,VND-sup-045-BAG-LUG-,22.25,25,31,10,0,1
sup-163,BAG-LUG-00292,VND-sup-163-BAG-LUG-,39.94,50,16,10,1,1
sup-149,BAG-LUG-00292,VND-sup-149-BAG-LUG-,45.13,100,23,10,0,1
sup-160,BAG-LUG-00293,VND-sup-160-BAG-LUG-,23.76,100,16,10,1,1
sup-171,BAG-LUG-00293,VND-sup-171-BAG-LUG-,26.85,50,25,10,0,1
sup-149,BAG-LUG-00294,VND-sup-149-BAG-LUG-,26.73,100,16,10,1,1
sup-139,BAG-LUG-00294,VND-sup-139-BAG-LUG-,31.81,100,31,10,0,1
sup-029,BAG-LUG-00295,VND-sup-029-BAG-LUG-,51.42,25,16,10,1,1
sup-103,BAG-LUG-00295,VND-sup-103-BAG-LUG-,56.05,100,20,10,0,1
sup-059,BAG-LUG-00296,VND-sup-059-BAG-LUG-,41.6,200,16,10,1,1
sup-001,BAG-LUG-00296,VND-sup-001-BAG-LUG-,49.09,200,28,10,0,1
sup-190,BAG-LUG-00297,VND-sup-190-BAG-LUG-,24.59,25,16,10,1,1
sup-042,BAG-LUG-00297,VND-sup-042-BAG-LUG-,29.26,50,25,10,0,1
sup-001,BAG-LUG-00298,VND-sup-001-BAG-LUG-,18.68,25,16,10,1,1
sup-103,BAG-LUG-00298,VND-sup-103-BAG-LUG-,22.79,50,26,10,0,1
sup-030,BAG-LUG-00299,VND-sup-030-BAG-LUG-,53.56,50,16,10,1,1
sup-132,BAG-LUG-00299,VND-sup-132-BAG-LUG-,63.74,50,21,10,0,1
sup-160,BAG-LUG-00300,VND-sup-160-BAG-LUG-,55.32,50,16,10,1,1
sup-163,BAG-LUG-00300,VND-sup-163-BAG-LUG-,61.96,50,22,10,0,1
sup-163,BAG-LUG-00301,VND-sup-163-BAG-LUG-,78.65,25,16,10,1,1
sup-030,BAG-LUG-00301,VND-sup-030-BAG-LUG-,95.95,50,29,10,0,1
sup-151,BAG-LUG-00302,VND-sup-151-BAG-LUG-,73.12,100,16,10,1,1
sup-116,BAG-LUG-00302,VND-sup-116-BAG-LUG-,79.7,100,27,10,0,1
sup-149,BAG-LUG-00303,VND-sup-149-BAG-LUG-,59.21,50,16,10,1,1
sup-132,BAG-LUG-00303,VND-sup-132-BAG-LUG-,71.64,100,19,10,0,1
sup-052,BAG-LUG-00304,VND-sup-052-BAG-LUG-,46.68,200,16,10,1,1
sup-197,BAG-LUG-00304,VND-sup-197-BAG-LUG-,50.41,25,24,10,0,1
