FAMILY_ID,SUBCATEGORY_ID,FAMILY_NAME
FAM-00608,SUBCAT-0084,Mint
FAM-00609,SUBCAT-0084,Curry leaves
FAM-00610,SUBCAT-0084,Moringa
FAM-00611,SUBCAT-0084,Lettuce varieties
FAM-00612,SUBCAT-0084,Salad greens
FAM-00613,SUBCAT-0085,Basil
FAM-00614,SUBCAT-0085,Rosemary
FAM-00615,SUBCAT-0085,Thyme
FAM-00616,SUBCAT-0085,Parsley
FAM-00617,SUBCAT-0085,Dill
FAM-00618,SUBCAT-0085,Lemongrass
FAM-00619,SUBCAT-0086,Organic fruits
FAM-00620,SUBCAT-0086,Organic vegetables
FAM-00621,SUBCAT-0086,Hydroponic produce
FAM-00622,SUBCAT-0086,Farm-direct produce
FAM-00623,SUBCAT-0086,Specialty/exotic produce
FAM-00624,SUBCAT-0087,Frozen vegetables
FAM-00625,SUBCAT-0087,Frozen fruits
FAM-00626,SUBCAT-0087,Frozen meat
FAM-00627,SUBCAT-0087,Frozen seafood
FAM-00628,SUBCAT-0087,Ice cream
FAM-00629,SUBCAT-0087,Frozen desserts
FAM-00630,SUBCAT-0087,Frozen pizza
FAM-00631,SUBCAT-0087,Frozen snacks
FAM-00632,SUBCAT-0087,Frozen parathas
FAM-00633,SUBCAT-0087,Frozen meals
FAM-00634,SUBCAT-0087,Ready-to-cook meals
FAM-00635,SUBCAT-0087,Instant meals
FAM-00636,SUBCAT-0087,Instant noodles
FAM-00637,SUBCAT-0087,Soup
FAM-00638,SUBCAT-0087,Pasta
FAM-00639,SUBCAT-0087,Microwave meals
FAM-00640,SUBCAT-0088,Sofas
FAM-00641,SUBCAT-0088,Recliners
FAM-00642,SUBCAT-0088,Coffee tables
FAM-00643,SUBCAT-0088,Side tables
FAM-00644,SUBCAT-0088,TV units
FAM-00645,SUBCAT-0088,Shelving
FAM-00646,SUBCAT-0089,Beds
FAM-00647,SUBCAT-0089,Mattresses
FAM-00648,SUBCAT-0089,Wardrobes
FAM-00649,SUBCAT-0089,Dressers
FAM-00650,SUBCAT-0089,Bedside tables
FAM-00651,SUBCAT-0090,Dining tables
FAM-00652,SUBCAT-0090,Chairs
FAM-00653,SUBCAT-0090,Benches
FAM-00654,SUBCAT-0090,Bar stools
FAM-00655,SUBCAT-0091,Office desks
FAM-00656,SUBCAT-0091,Office chairs
FAM-00657,SUBCAT-0091,Filing cabinets
FAM-00658,SUBCAT-0091,Workstations
FAM-00659,SUBCAT-0092,Study desks
FAM-00660,SUBCAT-0092,Bunk beds
FAM-00661,SUBCAT-0092,Kids' tables
FAM-00662,SUBCAT-0092,Kids' chairs
FAM-00663,SUBCAT-0093,Patio furniture
FAM-00664,SUBCAT-0093,Garden chairs
FAM-00665,SUBCAT-0093,Garden tables
FAM-00666,SUBCAT-0093,Swings
FAM-00667,SUBCAT-0094,Chess
FAM-00668,SUBCAT-0094,Checkers
FAM-00669,SUBCAT-0094,Monopoly-style games
FAM-00670,SUBCAT-0094,Strategy games
FAM-00671,SUBCAT-0094,Family games
FAM-00672,SUBCAT-0095,Playing cards
FAM-00673,SUBCAT-0095,Collectible card games
FAM-00674,SUBCAT-0095,Trading cards
FAM-00675,SUBCAT-0096,Jigsaw puzzles
FAM-00676,SUBCAT-0096,3D puzzles
FAM-00677,SUBCAT-0096,Logic puzzles
FAM-00678,SUBCAT-0096,Brain teasers
FAM-00679,SUBCAT-0097,Gaming consoles
FAM-00680,SUBCAT-0097,Controllers
FAM-00681,SUBCAT-0097,Gaming accessories
FAM-00682,SUBCAT-0097,VR headsets
FAM-00683,SUBCAT-0098,Indoor plants
FAM-00684,SUBCAT-0098,Outdoor plants
FAM-00685,SUBCAT-0098,Flowering plants
FAM-00686,SUBCAT-0098,Vegetable plants
FAM-00687,SUBCAT-0098,Herbs
FAM-00688,SUBCAT-0098,Succulents
FAM-00689,SUBCAT-0098,Bonsai
FAM-00690,SUBCAT-0099,Seeds
FAM-00691,SUBCAT-0099,Soil
FAM-00692,SUBCAT-0099,Compost
FAM-00693,SUBCAT-0099,Fertilizer
FAM-00694,SUBCAT-0099,Pots
FAM-00695,SUBCAT-0099,Planters
FAM-00696,SUBCAT-0099,Trays
FAM-00697,SUBCAT-0099,Watering cans
FAM-00698,SUBCAT-0099,Hoses
FAM-00699,SUBCAT-0099,Gardening tools
FAM-00700,SUBCAT-0100,Patio furniture
FAM-00701,SUBCAT-0100,Barbecue equipment
FAM-00702,SUBCAT-0100,Outdoor lighting
FAM-00703,SUBCAT-0100,Garden decor
FAM-00704,SUBCAT-0100,Gazebos
FAM-00705,SUBCAT-0100,Hammocks
FAM-00706,SUBCAT-0100,Outdoor storage
FAM-00707,SUBCAT-0101,Gift boxes
FAM-00708,SUBCAT-0101,Greeting cards
FAM-00709,SUBCAT-0101,Personalized gifts
FAM-00710,SUBCAT-0101,Photo frames
FAM-00711,SUBCAT-0101,Mugs
FAM-00712,SUBCAT-0101,Keychains
FAM-00713,SUBCAT-0101,Souvenirs
FAM-00714,SUBCAT-0101,Novelties
FAM-00715,SUBCAT-0101,Decorative gifts
FAM-00716,SUBCAT-0101,Corporate gifts
FAM-00717,SUBCAT-0101,Premium gift hampers
FAM-00718,SUBCAT-0102,Rice
FAM-00719,SUBCAT-0102,Wheat
FAM-00720,SUBCAT-0102,Maida
FAM-00721,SUBCAT-0102,Atta
FAM-00722,SUBCAT-0102,Rava/sooji
FAM-00723,SUBCAT-0102,Semolina
FAM-00724,SUBCAT-0102,Broken rice
FAM-00725,SUBCAT-0102,Barley
FAM-00726,SUBCAT-0102,Oats
FAM-00727,SUBCAT-0102,Corn
FAM-00728,SUBCAT-0102,Millet
FAM-00729,SUBCAT-0102,Quinoa
FAM-00730,SUBCAT-0102,Couscous
FAM-00731,SUBCAT-0102,Specialty grains
FAM-00732,SUBCAT-0102,Breakfast cereals
FAM-00733,SUBCAT-0103,Toor dal
FAM-00734,SUBCAT-0103,Moong dal
FAM-00735,SUBCAT-0103,Urad dal
FAM-00736,SUBCAT-0103,Chana dal
FAM-00737,SUBCAT-0103,Masoor dal
FAM-00738,SUBCAT-0103,Rajma
FAM-00739,SUBCAT-0103,Chickpeas
FAM-00740,SUBCAT-0103,Black beans
FAM-00741,SUBCAT-0103,Kidney beans
FAM-00742,SUBCAT-0103,Soybeans
FAM-00743,SUBCAT-0103,Peas
FAM-00744,SUBCAT-0103,Lentils
FAM-00745,SUBCAT-0104,Wheat flour
FAM-00746,SUBCAT-0104,Rice flour
FAM-00747,SUBCAT-0104,Besan
FAM-00748,SUBCAT-0104,Corn flour
FAM-00749,SUBCAT-0104,Almond flour
FAM-00750,SUBCAT-0104,Coconut flour
FAM-00751,SUBCAT-0104,Baking powder
FAM-00752,SUBCAT-0104,Baking soda
FAM-00753,SUBCAT-0104,Yeast
FAM-00754,SUBCAT-0104,Cocoa
FAM-00755,SUBCAT-0104,Baking chocolate
FAM-00756,SUBCAT-0104,Food colouring
FAM-00757,SUBCAT-0104,Cake mixes
FAM-00758,SUBCAT-0105,Sunflower oil
FAM-00759,SUBCAT-0105,Groundnut oil
FAM-00760,SUBCAT-0105,Coconut oil
FAM-00761,SUBCAT-0105,Mustard oil
FAM-00762,SUBCAT-0105,Olive oil
FAM-00763,SUBCAT-0105,Sesame oil
FAM-00764,SUBCAT-0105,Rice bran oil
FAM-00765,SUBCAT-0105,Palm oil
FAM-00766,SUBCAT-0105,Ghee
FAM-00767,SUBCAT-0105,Butter
FAM-00768,SUBCAT-0105,Shortening
FAM-00769,SUBCAT-0106,Turmeric
FAM-00770,SUBCAT-0106,Chilli powder
FAM-00771,SUBCAT-0106,Pepper
FAM-00772,SUBCAT-0106,Cardamom
FAM-00773,SUBCAT-0106,Cinnamon
FAM-00774,SUBCAT-0106,Cloves
FAM-00775,SUBCAT-0106,Cumin
FAM-00776,SUBCAT-0106,Coriander
FAM-00777,SUBCAT-0106,Fennel
FAM-00778,SUBCAT-0106,Fenugreek
FAM-00779,SUBCAT-0106,Nutmeg
FAM-00780,SUBCAT-0106,Star anise
FAM-00781,SUBCAT-0106,Mixed masalas
FAM-00782,SUBCAT-0106,Regional spice blends
FAM-00783,SUBCAT-0106,International spice blends
FAM-00784,SUBCAT-0107,Table salt
FAM-00785,SUBCAT-0107,Rock salt
FAM-00786,SUBCAT-0107,Sea salt
FAM-00787,SUBCAT-0107,Pink salt
FAM-00788,SUBCAT-0107,Sugar
FAM-00789,SUBCAT-0107,Brown sugar
FAM-00790,SUBCAT-0107,Jaggery
FAM-00791,SUBCAT-0107,Honey
FAM-00792,SUBCAT-0107,Maple syrup
FAM-00793,SUBCAT-0107,Artificial sweeteners
FAM-00794,SUBCAT-0108,Ketchup
FAM-00795,SUBCAT-0108,Mayonnaise
FAM-00796,SUBCAT-0108,Mustard
FAM-00797,SUBCAT-0108,Chilli sauce
FAM-00798,SUBCAT-0108,Soy sauce
FAM-00799,SUBCAT-0108,Vinegar
FAM-00800,SUBCAT-0108,Pasta sauce
FAM-00801,SUBCAT-0108,Pizza sauce
FAM-00802,SUBCAT-0108,Pickles
FAM-00803,SUBCAT-0108,Chutneys
FAM-00804,SUBCAT-0108,Relishes
FAM-00805,SUBCAT-0108,Dips
FAM-00806,SUBCAT-0109,Hammers
FAM-00807,SUBCAT-0109,Screwdrivers
FAM-00808,SUBCAT-0109,Pliers
FAM-00809,SUBCAT-0109,Wrenches
FAM-00810,SUBCAT-0109,Saws
FAM-00811,SUBCAT-0109,Cutting tools
FAM-00812,SUBCAT-0110,Drills
FAM-00813,SUBCAT-0110,Sanders
FAM-00814,SUBCAT-0110,Grinders
FAM-00815,SUBCAT-0110,Saws
FAM-00816,SUBCAT-0110,Heat guns
FAM-00817,SUBCAT-0111,Screws
FAM-00818,SUBCAT-0111,Nails
FAM-00819,SUBCAT-0111,Bolts
FAM-00820,SUBCAT-0111,Nuts
FAM-00821,SUBCAT-0111,Washers
FAM-00822,SUBCAT-0111,Anchors
FAM-00823,SUBCAT-0112,Glue
FAM-00824,SUBCAT-0112,Epoxy
FAM-00825,SUBCAT-0112,Sealants
FAM-00826,SUBCAT-0112,Tapes
FAM-00827,SUBCAT-0113,Gloves
FAM-00828,SUBCAT-0113,Goggles
FAM-00829,SUBCAT-0113,Masks
FAM-00830,SUBCAT-0113,Helmets
FAM-00831,SUBCAT-0113,Ear protection
FAM-00832,SUBCAT-0114,Pain relief
FAM-00833,SUBCAT-0114,Cold/cough products
FAM-00834,SUBCAT-0114,Antacids
FAM-00835,SUBCAT-0114,Digestive aids
FAM-00836,SUBCAT-0114,First-aid products
FAM-00837,SUBCAT-0115,Bandages
FAM-00838,SUBCAT-0115,Gauze
FAM-00839,SUBCAT-0115,Thermometers
FAM-00840,SUBCAT-0115,Masks
FAM-00841,SUBCAT-0115,Gloves
FAM-00842,SUBCAT-0115,Digital blood pressure monitors
FAM-00843,SUBCAT-0115,Glucose monitors
FAM-00844,SUBCAT-0115,Heating pads
FAM-00845,SUBCAT-0115,Supports/braces
FAM-00846,SUBCAT-0116,Vitamins
FAM-00847,SUBCAT-0116,Minerals
FAM-00848,SUBCAT-0116,Nutritional products
FAM-00849,SUBCAT-0116,Oral rehydration products
FAM-00850,SUBCAT-0116,Protein products
FAM-00851,SUBCAT-0116,Wellness beverages
FAM-00852,SUBCAT-0117,Paints
FAM-00853,SUBCAT-0117,Brushes
FAM-00854,SUBCAT-0117,Canvas
FAM-00855,SUBCAT-0117,Sketchbooks
FAM-00856,SUBCAT-0117,Drawing pencils
FAM-00857,SUBCAT-0117,Charcoal
FAM-00858,SUBCAT-0117,Easels
FAM-00859,SUBCAT-0118,Glue
FAM-00860,SUBCAT-0118,Craft paper
FAM-00861,SUBCAT-0118,Beads
FAM-00862,SUBCAT-0118,Threads
FAM-00863,SUBCAT-0118,Scissors
FAM-00864,SUBCAT-0118,Cutting tools
FAM-00865,SUBCAT-0118,Craft kits
FAM-00866,SUBCAT-0119,Model kits
FAM-00867,SUBCAT-0119,Woodcraft kits
FAM-00868,SUBCAT-0119,Miniature kits
FAM-00869,SUBCAT-0120,Stamps
FAM-00870,SUBCAT-0120,Coins
FAM-00871,SUBCAT-0120,Trading cards
FAM-00872,SUBCAT-0120,Memorabilia
FAM-00873,SUBCAT-0120,Figurines
FAM-00874,SUBCAT-0121,Refrigerators
FAM-00875,SUBCAT-0121,Freezers
FAM-00876,SUBCAT-0121,Microwave ovens
FAM-00877,SUBCAT-0121,OTGs
FAM-00878,SUBCAT-0121,Electric ovens
FAM-00879,SUBCAT-0121,Air fryers
FAM-00880,SUBCAT-0121,Mixers
FAM-00881,SUBCAT-0121,Blenders
FAM-00882,SUBCAT-0121,Food processors
FAM-00883,SUBCAT-0121,Juicers
FAM-00884,SUBCAT-0121,Toasters
FAM-00885,SUBCAT-0121,Sandwich makers
FAM-00886,SUBCAT-0121,Coffee machines
FAM-00887,SUBCAT-0121,Kettles
FAM-00888,SUBCAT-0121,Rice cookers
FAM-00889,SUBCAT-0121,Induction cooktops
FAM-00890,SUBCAT-0121,Dishwashers
FAM-00891,SUBCAT-0122,Washing machines
FAM-00892,SUBCAT-0122,Dryers
FAM-00893,SUBCAT-0122,Steamers
FAM-00894,SUBCAT-0122,Irons
FAM-00895,SUBCAT-0123,Air conditioners
FAM-00896,SUBCAT-0123,Fans
FAM-00897,SUBCAT-0123,Air coolers
FAM-00898,SUBCAT-0123,Heaters
FAM-00899,SUBCAT-0123,Air purifiers
FAM-00900,SUBCAT-0123,Humidifiers
FAM-00901,SUBCAT-0123,Dehumidifiers
FAM-00902,SUBCAT-0124,Curtains
FAM-00903,SUBCAT-0124,Bedsheets
FAM-00904,SUBCAT-0124,Pillow covers
FAM-00905,SUBCAT-0124,Blankets
FAM-00906,SUBCAT-0124,Quilts
FAM-00907,SUBCAT-0124,Comforters
FAM-00908,SUBCAT-0124,Duvets
FAM-00909,SUBCAT-0124,Towels
FAM-00910,SUBCAT-0124,Tablecloths
FAM-00911,SUBCAT-0124,Napkins
FAM-00912,SUBCAT-0125,Carpets
FAM-00913,SUBCAT-0125,Rugs
FAM-00914,SUBCAT-0125,Mats
FAM-00915,SUBCAT-0125,Door mats
FAM-00916,SUBCAT-0126,Wall art
FAM-00917,SUBCAT-0126,Paintings
FAM-00918,SUBCAT-0126,Mirrors
FAM-00919,SUBCAT-0126,Vases
FAM-00920,SUBCAT-0126,Figurines
FAM-00921,SUBCAT-0126,Sculptures
FAM-00922,SUBCAT-0126,Decorative boxes
FAM-00923,SUBCAT-0126,Clocks
FAM-00924,SUBCAT-0126,Candles
FAM-00925,SUBCAT-0126,Candle holders
FAM-00926,SUBCAT-0127,Cushions
FAM-00927,SUBCAT-0127,Throws
FAM-00928,SUBCAT-0127,Poufs
FAM-00929,SUBCAT-0127,Beanbags
FAM-00930,SUBCAT-0128,Detergent
FAM-00931,SUBCAT-0128,Fabric softener
FAM-00932,SUBCAT-0128,Stain remover
FAM-00933,SUBCAT-0128,Bleach
FAM-00934,SUBCAT-0128,Laundry pods
FAM-00935,SUBCAT-0129,Dishwash liquid
FAM-00936,SUBCAT-0129,Dishwasher tablets
FAM-00937,SUBCAT-0129,Dishwashing powder
FAM-00938,SUBCAT-0129,Scrubbers
FAM-00939,SUBCAT-0130,Floor cleaner
FAM-00940,SUBCAT-0130,Glass cleaner
FAM-00941,SUBCAT-0130,Bathroom cleaner
FAM-00942,SUBCAT-0130,Kitchen cleaner
FAM-00943,SUBCAT-0130,Disinfectant
FAM-00944,SUBCAT-0130,Multipurpose cleaner
FAM-00945,SUBCAT-0131,Brooms
FAM-00946,SUBCAT-0131,Mops
FAM-00947,SUBCAT-0131,Buckets
FAM-00948,SUBCAT-0131,Brushes
FAM-00949,SUBCAT-0131,Dustpans
FAM-00950,SUBCAT-0131,Sponges
FAM-00951,SUBCAT-0131,Microfiber cloths
FAM-00952,SUBCAT-0131,Gloves
FAM-00953,SUBCAT-0132,Gold jewellery
FAM-00954,SUBCAT-0132,Silver jewellery
FAM-00955,SUBCAT-0132,Platinum jewellery
FAM-00956,SUBCAT-0132,Diamond jewellery
FAM-00957,SUBCAT-0132,Gemstone jewellery
FAM-00958,SUBCAT-0133,Artificial jewellery
FAM-00959,SUBCAT-0133,Costume jewellery
FAM-00960,SUBCAT-0133,Chains
FAM-00961,SUBCAT-0133,Necklaces
FAM-00962,SUBCAT-0133,Bracelets
FAM-00963,SUBCAT-0133,Bangles
FAM-00964,SUBCAT-0133,Rings
FAM-00965,SUBCAT-0133,Earrings
FAM-00966,SUBCAT-0133,Anklets
FAM-00967,SUBCAT-0133,Pendants
FAM-00968,SUBCAT-0134,Jewellery boxes
FAM-00969,SUBCAT-0134,Jewellery organizers
FAM-00970,SUBCAT-0134,Watch boxes
FAM-00971,SUBCAT-0135,Pots
FAM-00972,SUBCAT-0135,Pans
FAM-00973,SUBCAT-0135,Pressure cookers
FAM-00974,SUBCAT-0135,Tawas
FAM-00975,SUBCAT-0135,Woks
FAM-00976,SUBCAT-0135,Sauce pans
FAM-00977,SUBCAT-0135,Dutch ovens
FAM-00978,SUBCAT-0136,Baking trays
FAM-00979,SUBCAT-0136,Cake moulds
FAM-00980,SUBCAT-0136,Baking tins
FAM-00981,SUBCAT-0136,Oven dishes
FAM-00982,SUBCAT-0137,Knives
FAM-00983,SUBCAT-0137,Peelers
FAM-00984,SUBCAT-0137,Graters
FAM-00985,SUBCAT-0137,Choppers
FAM-00986,SUBCAT-0137,Whisks
FAM-00987,SUBCAT-0137,Spatulas
FAM-00988,SUBCAT-0137,Tongs
FAM-00989,SUBCAT-0137,Measuring cups
FAM-00990,SUBCAT-0138,Containers
FAM-00991,SUBCAT-0138,Jars
FAM-00992,SUBCAT-0138,Spice boxes
FAM-00993,SUBCAT-0138,Lunch boxes
FAM-00994,SUBCAT-0138,Water bottles
FAM-00995,SUBCAT-0138,Thermos
FAM-00996,SUBCAT-0139,Plates
FAM-00997,SUBCAT-0139,Bowls
FAM-00998,SUBCAT-0139,Cups
FAM-00999,SUBCAT-0139,Mugs
FAM-01000,SUBCAT-0139,Glasses
FAM-01001,SUBCAT-0139,Cutlery
FAM-01002,SUBCAT-0139,Serving dishes
FAM-01003,SUBCAT-0140,Coffee makers
FAM-01004,SUBCAT-0140,French presses
FAM-01005,SUBCAT-0140,Bar equipment
FAM-01006,SUBCAT-0140,Cheese boards
FAM-01007,SUBCAT-0140,Sushi equipment
FAM-01008,SUBCAT-0141,Chicken
FAM-01009,SUBCAT-0141,Mutton
FAM-01010,SUBCAT-0141,Beef/buffalo where legally applicable
FAM-01011,SUBCAT-0141,Pork where applicable
FAM-01012,SUBCAT-0141,Lamb
FAM-01013,SUBCAT-0141,Turkey
FAM-01014,SUBCAT-0141,Duck
FAM-01015,SUBCAT-0141,Processed meat
FAM-01016,SUBCAT-0142,Freshwater fish
FAM-01017,SUBCAT-0142,Marine fish
FAM-01018,SUBCAT-0142,Premium fish
FAM-01019,SUBCAT-0142,Fillets
FAM-01020,SUBCAT-0142,Whole fish
FAM-01021,SUBCAT-0143,Prawns
FAM-01022,SUBCAT-0143,Shrimp
FAM-01023,SUBCAT-0143,Crab
FAM-01024,SUBCAT-0143,Lobster
FAM-01025,SUBCAT-0143,Squid
FAM-01026,SUBCAT-0143,Mussels
FAM-01027,SUBCAT-0143,Oysters
FAM-01028,SUBCAT-0143,Clams
FAM-01029,SUBCAT-0144,Chicken eggs
FAM-01030,SUBCAT-0144,Quail eggs
FAM-01031,SUBCAT-0144,Duck eggs
FAM-01032,SUBCAT-0144,Free-range eggs
FAM-01033,SUBCAT-0144,Organic eggs
FAM-01034,SUBCAT-0145,Sausages
FAM-01035,SUBCAT-0145,Salami
FAM-01036,SUBCAT-0145,Ham
FAM-01037,SUBCAT-0145,Nuggets
FAM-01038,SUBCAT-0145,Kebabs
FAM-01039,SUBCAT-0145,Meatballs
FAM-01040,SUBCAT-0145,Marinated meat
FAM-01041,SUBCAT-0146,Guitars
FAM-01042,SUBCAT-0146,Keyboards
FAM-01043,SUBCAT-0146,Pianos
FAM-01044,SUBCAT-0146,Violins
FAM-01045,SUBCAT-0146,Drums
FAM-01046,SUBCAT-0146,Ukuleles
FAM-01047,SUBCAT-0146,Flutes
FAM-01048,SUBCAT-0146,Harmonicas
FAM-01049,SUBCAT-0146,Indian classical instruments
FAM-01050,SUBCAT-0146,Percussion instruments
FAM-01051,SUBCAT-0147,Strings
FAM-01052,SUBCAT-0147,Picks
FAM-01053,SUBCAT-0147,Stands
FAM-01054,SUBCAT-0147,Cases
FAM-01055,SUBCAT-0147,Tuners
FAM-01056,SUBCAT-0147,Metronomes
FAM-01057,SUBCAT-0147,Microphones
FAM-01058,SUBCAT-0147,Amplifiers
FAM-01059,SUBCAT-0147,Cables
FAM-01060,SUBCAT-0148,Printer paper
FAM-01061,SUBCAT-0148,Toner
FAM-01062,SUBCAT-0148,Ink cartridges
FAM-01063,SUBCAT-0148,Files
FAM-01064,SUBCAT-0148,Folders
FAM-01065,SUBCAT-0148,Office furniture
FAM-01066,SUBCAT-0148,Stationery
FAM-01067,SUBCAT-0148,Labels
FAM-01068,SUBCAT-0148,Packaging materials
FAM-01069,SUBCAT-0148,Shipping boxes
FAM-01070,SUBCAT-0148,Bubble wrap
FAM-01071,SUBCAT-0148,Tape
FAM-01072,SUBCAT-0148,POS rolls
FAM-01073,SUBCAT-0148,Receipt paper
FAM-01074,SUBCAT-0148,Barcode labels
FAM-01075,SUBCAT-0148,Storage containers
FAM-01076,SUBCAT-0149,Corrugated boxes
FAM-01077,SUBCAT-0149,Cartons
FAM-01078,SUBCAT-0149,Mailers
FAM-01079,SUBCAT-0149,Courier bags
FAM-01080,SUBCAT-0149,Bubble wrap
FAM-01081,SUBCAT-0149,Foam packaging
FAM-01082,SUBCAT-0149,Stretch film
FAM-01083,SUBCAT-0149,Packing tape
FAM-01084,SUBCAT-0149,Labels
FAM-01085,SUBCAT-0149,Thermal labels
FAM-01086,SUBCAT-0149,Strapping
FAM-01087,SUBCAT-0149,Protective packaging
FAM-01088,SUBCAT-0150,Interior paint
FAM-01089,SUBCAT-0150,Exterior paint
FAM-01090,SUBCAT-0150,Primers
FAM-01091,SUBCAT-0150,Wood finishes
FAM-01092,SUBCAT-0150,Varnishes
FAM-01093,SUBCAT-0150,Spray paint
FAM-01094,SUBCAT-0150,Paint rollers
FAM-01095,SUBCAT-0150,Brushes
FAM-01096,SUBCAT-0150,Scrapers
FAM-01097,SUBCAT-0150,Sandpaper
FAM-01098,SUBCAT-0150,Wall stickers
FAM-01099,SUBCAT-0150,Wallpaper
FAM-01100,SUBCAT-0150,Decorative panels
FAM-01101,SUBCAT-0151,Toilet paper
FAM-01102,SUBCAT-0151,Tissues
FAM-01103,SUBCAT-0151,Paper towels
FAM-01104,SUBCAT-0151,Napkins
FAM-01105,SUBCAT-0151,Aluminum foil
FAM-01106,SUBCAT-0151,Cling film
FAM-01107,SUBCAT-0151,Baking paper
FAM-01108,SUBCAT-0151,Garbage bags
FAM-01109,SUBCAT-0151,Food storage bags
FAM-01110,SUBCAT-0151,Disposable plates
FAM-01111,SUBCAT-0151,Disposable cups
FAM-01112,SUBCAT-0151,Disposable cutlery
FAM-01113,SUBCAT-0151,Food containers
FAM-01114,SUBCAT-0151,Takeaway packaging
FAM-01115,SUBCAT-0152,Balloons
FAM-01116,SUBCAT-0152,Birthday banners
FAM-01117,SUBCAT-0152,Cake toppers
FAM-01118,SUBCAT-0152,Candles
FAM-01119,SUBCAT-0152,Party hats
FAM-01120,SUBCAT-0152,Party plates
FAM-01121,SUBCAT-0152,Party cups
FAM-01122,SUBCAT-0152,Decorations
FAM-01123,SUBCAT-0153,Wedding decorations
FAM-01124,SUBCAT-0153,Baby shower products
FAM-01125,SUBCAT-0153,Graduation decorations
FAM-01126,SUBCAT-0153,Anniversary products
FAM-01127,SUBCAT-0154,Party games
FAM-01128,SUBCAT-0154,Photo props
FAM-01129,SUBCAT-0154,Costumes
FAM-01130,SUBCAT-0154,Themed decorations
FAM-01131,SUBCAT-0155,Soap
FAM-01132,SUBCAT-0155,Body wash
FAM-01133,SUBCAT-0155,Bath salts
FAM-01134,SUBCAT-0155,Scrubs
FAM-01135,SUBCAT-0155,Sponges
FAM-01136,SUBCAT-0156,Shampoo
FAM-01137,SUBCAT-0156,Conditioner
FAM-01138,SUBCAT-0156,Hair oil
FAM-01139,SUBCAT-0156,Hair serum
FAM-01140,SUBCAT-0156,Hair masks
FAM-01141,SUBCAT-0156,Hair colour
FAM-01142,SUBCAT-0157,Toothpaste
FAM-01143,SUBCAT-0157,Toothbrush
FAM-01144,SUBCAT-0157,Mouthwash
FAM-01145,SUBCAT-0157,Dental floss
FAM-01146,SUBCAT-0157,Tongue cleaner
FAM-01147,SUBCAT-0157,Whitening products
FAM-01148,SUBCAT-0158,Razors
FAM-01149,SUBCAT-0158,Shaving cream
FAM-01150,SUBCAT-0158,Aftershave
FAM-01151,SUBCAT-0158,Trimmers
FAM-01152,SUBCAT-0159,Deodorants
FAM-01153,SUBCAT-0159,Antiperspirants
FAM-01154,SUBCAT-0159,Feminine hygiene
FAM-01155,SUBCAT-0159,Intimate hygiene
FAM-01156,SUBCAT-0159,Hand sanitizers
FAM-01157,SUBCAT-0159,Wet wipes
FAM-01158,SUBCAT-0160,Dog food
FAM-01159,SUBCAT-0160,Cat food
FAM-01160,SUBCAT-0160,Bird food
FAM-01161,SUBCAT-0160,Fish food
FAM-01162,SUBCAT-0160,Small-animal food
FAM-01163,SUBCAT-0161,Collars
FAM-01164,SUBCAT-0161,Leashes
FAM-01165,SUBCAT-0161,Harnesses
FAM-01166,SUBCAT-0161,Beds
FAM-01167,SUBCAT-0161,Crates
FAM-01168,SUBCAT-0161,Carriers
FAM-01169,SUBCAT-0161,Bowls
FAM-01170,SUBCAT-0161,Toys
FAM-01171,SUBCAT-0162,Shampoos
FAM-01172,SUBCAT-0162,Brushes
FAM-01173,SUBCAT-0162,Nail clippers
FAM-01174,SUBCAT-0162,Grooming tools
FAM-01175,SUBCAT-0163,Aquariums
FAM-01176,SUBCAT-0163,Cages
FAM-01177,SUBCAT-0163,Bedding
FAM-01178,SUBCAT-0163,Filters
FAM-01179,SUBCAT-0163,Aquarium equipment
FAM-01180,SUBCAT-0164,Pipes
FAM-01181,SUBCAT-0164,Fittings
FAM-01182,SUBCAT-0164,Taps
FAM-01183,SUBCAT-0164,Faucets
FAM-01184,SUBCAT-0164,Shower systems
FAM-01185,SUBCAT-0164,Sinks
FAM-01186,SUBCAT-0164,Toilets
FAM-01187,SUBCAT-0164,Water tanks
FAM-01188,SUBCAT-0164,Valves
FAM-01189,SUBCAT-0164,Hose pipes
FAM-01190,SUBCAT-0164,Sealants
FAM-01191,SUBCAT-0164,Construction adhesives
FAM-01192,SUBCAT-0165,Luxury watches
FAM-01193,SUBCAT-0165,Fine jewellery
FAM-01194,SUBCAT-0165,Premium handbags
FAM-01195,SUBCAT-0165,Designer clothing
FAM-01196,SUBCAT-0165,Premium footwear
FAM-01197,SUBCAT-0165,Fine fragrances
FAM-01198,SUBCAT-0165,Premium cosmetics
FAM-01199,SUBCAT-0165,Luxury gifts
FAM-01200,SUBCAT-0165,Premium home decor
FAM-01201,SUBCAT-0165,Collectible goods
FAM-01202,SUBCAT-0166,Alcohol
FAM-01203,SUBCAT-0166,Tobacco
FAM-01204,SUBCAT-0166,Nicotine products
FAM-01205,SUBCAT-0166,Certain chemicals
FAM-01206,SUBCAT-0166,Certain medicines
FAM-01207,SUBCAT-0166,Medical devices
FAM-01208,SUBCAT-0166,Fireworks
FAM-01209,SUBCAT-0166,Hazardous products
FAM-01210,SUBCAT-0166,Certain weapons/weapon-related goods
FAM-01211,SUBCAT-0166,Age-restricted products
