PRODUCT_ID,FAMILY_ID,PRODUCT_NAME,BRAND_ID,MANUFACTURER_ID,PRODUCT_TYPE
PRD-00926,FAM-00347,Routers - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-00927,FAM-00347,Routers - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-00928,FAM-00347,Routers - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-00929,FAM-00348,Mesh systems - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-00930,FAM-00348,Mesh systems - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-00931,FAM-00348,Mesh systems - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-00932,FAM-00348,Mesh systems - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-00933,FAM-00349,Modems - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-00934,FAM-00349,Modems - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-00935,FAM-00349,Modems - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-00936,FAM-00349,Modems - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-00937,FAM-00350,Network cables - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-00938,FAM-00350,Network cables - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-00939,FAM-00350,Network cables - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-00940,FAM-00350,Network cables - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-00941,FAM-00351,Switches - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-00942,FAM-00351,Switches - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-00943,FAM-00351,Switches - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-00944,FAM-00351,Switches - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-00945,FAM-00352,Smartphones - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-00946,FAM-00352,Smartphones - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-00947,FAM-00352,Smartphones - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-00948,FAM-00352,Smartphones - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-00949,FAM-00353,Tablets - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-00950,FAM-00353,Tablets - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-00951,FAM-00353,Tablets - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-00952,FAM-00353,Tablets - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-00953,FAM-00354,Smart watches - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-00954,FAM-00354,Smart watches - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-00955,FAM-00354,Smart watches - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-00956,FAM-00354,Smart watches - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-00957,FAM-00355,Cases - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-00958,FAM-00355,Cases - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-00959,FAM-00355,Cases - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-00960,FAM-00355,Cases - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-00961,FAM-00356,Screen protectors - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-00962,FAM-00356,Screen protectors - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-00963,FAM-00356,Screen protectors - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-00964,FAM-00356,Screen protectors - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-00965,FAM-00357,Chargers - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-00966,FAM-00357,Chargers - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-00967,FAM-00357,Chargers - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-00968,FAM-00357,Chargers - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-00969,FAM-00358,Cables - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-00970,FAM-00358,Cables - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-00971,FAM-00358,Cables - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-00972,FAM-00358,Cables - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-00973,FAM-00359,Wireless chargers - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-00974,FAM-00359,Wireless chargers - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-00975,FAM-00359,Wireless chargers - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-00976,FAM-00359,Wireless chargers - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-00977,FAM-00360,Car chargers - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-00978,FAM-00360,Car chargers - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-00979,FAM-00360,Car chargers - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-00980,FAM-00360,Car chargers - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-00981,FAM-00361,Stands - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-00982,FAM-00361,Stands - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-00983,FAM-00361,Stands - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-00984,FAM-00361,Stands - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-00985,FAM-00362,Holders - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-00986,FAM-00362,Holders - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-00987,FAM-00362,Holders - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-00988,FAM-00362,Holders - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-00989,FAM-00363,Televisions - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-00990,FAM-00363,Televisions - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-00991,FAM-00363,Televisions - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-00992,FAM-00363,Televisions - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-00993,FAM-00364,Soundbars - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-00994,FAM-00364,Soundbars - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-00995,FAM-00364,Soundbars - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-00996,FAM-00364,Soundbars - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-00997,FAM-00365,Speakers - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-00998,FAM-00365,Speakers - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-00999,FAM-00365,Speakers - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01000,FAM-00365,Speakers - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01001,FAM-00366,Headphones - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-01002,FAM-00366,Headphones - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-01003,FAM-00366,Headphones - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01004,FAM-00366,Headphones - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01005,FAM-00367,Earphones - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-01006,FAM-00367,Earphones - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-01007,FAM-00367,Earphones - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01008,FAM-00367,Earphones - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01009,FAM-00368,Earbuds - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-01010,FAM-00368,Earbuds - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-01011,FAM-00368,Earbuds - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01012,FAM-00368,Earbuds - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01013,FAM-00369,Home theatre systems - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-01014,FAM-00369,Home theatre systems - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-01015,FAM-00369,Home theatre systems - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01016,FAM-00369,Home theatre systems - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01017,FAM-00370,Projectors - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-01018,FAM-00370,Projectors - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-01019,FAM-00370,Projectors - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01020,FAM-00370,Projectors - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01021,FAM-00371,Streaming devices - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-01022,FAM-00371,Streaming devices - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-01023,FAM-00371,Streaming devices - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01024,FAM-00371,Streaming devices - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01025,FAM-00372,Cameras - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-01026,FAM-00372,Cameras - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-01027,FAM-00372,Cameras - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01028,FAM-00372,Cameras - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01029,FAM-00373,Action cameras - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-01030,FAM-00373,Action cameras - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-01031,FAM-00373,Action cameras - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01032,FAM-00373,Action cameras - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01033,FAM-00374,Drones - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-01034,FAM-00374,Drones - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-01035,FAM-00374,Drones - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01036,FAM-00374,Drones - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01037,FAM-00375,Digital photo frames - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-01038,FAM-00375,Digital photo frames - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-01039,FAM-00375,Digital photo frames - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01040,FAM-00375,Digital photo frames - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01041,FAM-00376,E-readers - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-01042,FAM-00376,E-readers - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-01043,FAM-00376,E-readers - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01044,FAM-00376,E-readers - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01045,FAM-00377,Smart home devices - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-01046,FAM-00377,Smart home devices - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-01047,FAM-00377,Smart home devices - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01048,FAM-00377,Smart home devices - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01049,FAM-00378,HDMI cables - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-01050,FAM-00378,HDMI cables - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-01051,FAM-00378,HDMI cables - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01052,FAM-00378,HDMI cables - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01053,FAM-00379,Chargers - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-01054,FAM-00379,Chargers - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-01055,FAM-00379,Chargers - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01056,FAM-00379,Chargers - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01057,FAM-00380,Power adapters - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-01058,FAM-00380,Power adapters - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-01059,FAM-00380,Power adapters - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01060,FAM-00380,Power adapters - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01061,FAM-00381,Batteries - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-01062,FAM-00381,Batteries - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-01063,FAM-00381,Batteries - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01064,FAM-00381,Batteries - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01065,FAM-00382,Power banks - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-01066,FAM-00382,Power banks - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-01067,FAM-00382,Power banks - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01068,FAM-00382,Power banks - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01069,FAM-00383,Memory cards - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-01070,FAM-00383,Memory cards - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-01071,FAM-00383,Memory cards - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01072,FAM-00383,Memory cards - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01073,FAM-00384,USB devices - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-01074,FAM-00384,USB devices - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-01075,FAM-00384,USB devices - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01076,FAM-00384,USB devices - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01077,FAM-00385,Remote controls - Standard Model,TechBrand X,Manufacturer Direct,Standard Model
PRD-01078,FAM-00385,Remote controls - Standard Model,TechBrand Y,Manufacturer Direct,Standard Model
PRD-01079,FAM-00385,Remote controls - Compact Model,TechBrand X,Manufacturer Direct,Compact Model
PRD-01080,FAM-00385,Remote controls - Compact Model,TechBrand Y,Manufacturer Direct,Compact Model
PRD-01081,FAM-00386,Milk - Standard,Dairy Brand 1,Local Dairy,Standard
PRD-01082,FAM-00386,Milk - Standard,Dairy Brand 2,Local Dairy,Standard
PRD-01083,FAM-00387,Curd - Standard,Brand A,Supplier X,Standard
PRD-01084,FAM-00387,Curd - Standard,Brand B,Supplier X,Standard
PRD-01085,FAM-00388,Yogurt - Standard,Brand A,Supplier X,Standard
PRD-01086,FAM-00388,Yogurt - Standard,Brand B,Supplier X,Standard
PRD-01087,FAM-00389,Greek yogurt - Standard,Brand A,Supplier X,Standard
PRD-01088,FAM-00389,Greek yogurt - Standard,Brand B,Supplier X,Standard
PRD-01089,FAM-00390,Paneer - Standard,Brand A,Supplier X,Standard
PRD-01090,FAM-00390,Paneer - Standard,Brand B,Supplier X,Standard
PRD-01091,FAM-00391,Cheese - Standard,Brand A,Supplier X,Standard
PRD-01092,FAM-00391,Cheese - Standard,Brand B,Supplier X,Standard
PRD-01093,FAM-00392,Cream - Standard,Brand A,Supplier X,Standard
PRD-01094,FAM-00392,Cream - Standard,Brand B,Supplier X,Standard
PRD-01095,FAM-00393,Butter - Standard,Brand A,Supplier X,Standard
PRD-01096,FAM-00393,Butter - Standard,Brand B,Supplier X,Standard
PRD-01097,FAM-00394,Buttermilk - Standard,Brand A,Supplier X,Standard
PRD-01098,FAM-00394,Buttermilk - Standard,Brand B,Supplier X,Standard
PRD-01099,FAM-00395,Flavoured milk - Standard,Brand A,Supplier X,Standard
PRD-01100,FAM-00395,Flavoured milk - Standard,Brand B,Supplier X,Standard
PRD-01101,FAM-00396,Vegan milk alternatives - Standard,Brand A,Supplier X,Standard
PRD-01102,FAM-00396,Vegan milk alternatives - Standard,Brand B,Supplier X,Standard
PRD-01103,FAM-00397,Almond milk - Standard,Brand A,Supplier X,Standard
PRD-01104,FAM-00397,Almond milk - Standard,Brand B,Supplier X,Standard
PRD-01105,FAM-00398,Soy milk - Standard,Brand A,Supplier X,Standard
PRD-01106,FAM-00398,Soy milk - Standard,Brand B,Supplier X,Standard
PRD-01107,FAM-00399,Oat milk - Standard,Brand A,Supplier X,Standard
PRD-01108,FAM-00399,Oat milk - Standard,Brand B,Supplier X,Standard
PRD-01109,FAM-00400,Coconut milk - Standard,Brand A,Supplier X,Standard
PRD-01110,FAM-00400,Coconut milk - Standard,Brand B,Supplier X,Standard
PRD-01111,FAM-00401,Plant-based cheese - Standard,Brand A,Supplier X,Standard
PRD-01112,FAM-00401,Plant-based cheese - Standard,Brand B,Supplier X,Standard
PRD-01113,FAM-00402,Plant-based yogurt - Standard,Brand A,Supplier X,Standard
PRD-01114,FAM-00402,Plant-based yogurt - Standard,Brand B,Supplier X,Standard
PRD-01115,FAM-00403,Dips - Standard,Brand A,Supplier X,Standard
PRD-01116,FAM-00403,Dips - Standard,Brand B,Supplier X,Standard
PRD-01117,FAM-00404,Hummus - Standard,Brand A,Supplier X,Standard
PRD-01118,FAM-00404,Hummus - Standard,Brand B,Supplier X,Standard
PRD-01119,FAM-00405,Fresh pasta - Standard,Brand A,Supplier X,Standard
PRD-01120,FAM-00405,Fresh pasta - Standard,Brand B,Supplier X,Standard
PRD-01121,FAM-00406,Prepared salads - Standard,Brand A,Supplier X,Standard
PRD-01122,FAM-00406,Prepared salads - Standard,Brand B,Supplier X,Standard
PRD-01123,FAM-00407,Sandwiches - Standard,Brand A,Supplier X,Standard
PRD-01124,FAM-00407,Sandwiches - Standard,Brand B,Supplier X,Standard
PRD-01125,FAM-00408,Ready meals - Standard,Brand A,Supplier X,Standard
PRD-01126,FAM-00408,Ready meals - Standard,Brand B,Supplier X,Standard
PRD-01127,FAM-00409,Fresh juices - Standard,Brand A,Supplier X,Standard
PRD-01128,FAM-00409,Fresh juices - Standard,Brand B,Supplier X,Standard
PRD-01129,FAM-00410,Gift cards - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01130,FAM-00410,Gift cards - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01131,FAM-00411,Store credit - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01132,FAM-00411,Store credit - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01133,FAM-00412,Digital subscriptions - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01134,FAM-00412,Digital subscriptions - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01135,FAM-00413,Game cards - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01136,FAM-00413,Game cards - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01137,FAM-00414,Streaming vouchers - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01138,FAM-00414,Streaming vouchers - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01139,FAM-00415,Software licences - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01140,FAM-00415,Software licences - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01141,FAM-00416,E-books - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01142,FAM-00416,E-books - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01143,FAM-00417,Digital memberships - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01144,FAM-00417,Digital memberships - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01145,FAM-00418,Event tickets - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01146,FAM-00418,Event tickets - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01147,FAM-00419,Service vouchers - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01148,FAM-00419,Service vouchers - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01149,FAM-00420,Warranty extensions - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01150,FAM-00420,Warranty extensions - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01151,FAM-00421,Installation packages - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01152,FAM-00421,Installation packages - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01153,FAM-00422,LED bulbs - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01154,FAM-00422,LED bulbs - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01155,FAM-00423,Tube lights - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01156,FAM-00423,Tube lights - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01157,FAM-00424,Decorative lighting - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01158,FAM-00424,Decorative lighting - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01159,FAM-00425,Ceiling lights - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01160,FAM-00425,Ceiling lights - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01161,FAM-00426,Lamps - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01162,FAM-00426,Lamps - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01163,FAM-00427,Floor lamps - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01164,FAM-00427,Floor lamps - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01165,FAM-00428,Outdoor lights - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01166,FAM-00428,Outdoor lights - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01167,FAM-00429,Solar lighting - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01168,FAM-00429,Solar lighting - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01169,FAM-00430,Switches - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01170,FAM-00430,Switches - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01171,FAM-00431,Sockets - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01172,FAM-00431,Sockets - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01173,FAM-00432,Extension boards - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01174,FAM-00432,Extension boards - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01175,FAM-00433,Cables - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01176,FAM-00433,Cables - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01177,FAM-00434,Plugs - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01178,FAM-00434,Plugs - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01179,FAM-00435,Adapters - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01180,FAM-00435,Adapters - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01181,FAM-00436,Circuit breakers - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01182,FAM-00436,Circuit breakers - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01183,FAM-00437,UPS - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01184,FAM-00437,UPS - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01185,FAM-00438,Inverters - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01186,FAM-00438,Inverters - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01187,FAM-00439,Batteries - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01188,FAM-00439,Batteries - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01189,FAM-00440,Solar backup products - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01190,FAM-00440,Solar backup products - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01191,FAM-00441,Cinema - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01192,FAM-00441,Cinema - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01193,FAM-00442,Gaming zone - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01194,FAM-00442,Gaming zone - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01195,FAM-00443,Arcade - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01196,FAM-00443,Arcade - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01197,FAM-00444,Bowling - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01198,FAM-00444,Bowling - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01199,FAM-00445,Children's play area - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01200,FAM-00445,Children's play area - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01201,FAM-00446,Trampoline park - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01202,FAM-00446,Trampoline park - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01203,FAM-00447,VR experience - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01204,FAM-00447,VR experience - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01205,FAM-00448,Escape room - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01206,FAM-00448,Escape room - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01207,FAM-00449,Event venue - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01208,FAM-00449,Event venue - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01209,FAM-00450,Workshop space - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01210,FAM-00450,Workshop space - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01211,FAM-00451,Cooking classes - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01212,FAM-00451,Cooking classes - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
PRD-01213,FAM-00452,Art workshops - Standard Category,Generic Brand 1,Manufacturer Direct,Standard Category
PRD-01214,FAM-00452,Art workshops - Standard Category,Generic Brand 2,Manufacturer Direct,Standard Category
