SKU_ID,PRODUCT_ID,SKU_NAME,BASE_UNIT_COST,BASE_RETAIL_PRICE,UNIT_OF_MEASURE,PACK_SIZE,SHELF_LIFE_DAYS,PERISHABILITY_TIER,DEMAND_VOLATILITY,SEASONALITY_PROFILE,WEATHER_SENSITIVITY,FESTIVAL_AFFINITY,PROMOTION_SENSITIVITY,PRICE_ELASTICITY,REGIONAL_AFFINITY
APP-WOM-00772,PRD-00278,Brand Y Kurtis (M),52.71,81.7,Units,M,730,NON_PERISHABLE,0.159,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00773,PRD-00277,Brand X Kurtis (L),62.64,97.09,Liters,L,730,NON_PERISHABLE,0.186,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,NORTH
APP-WOM-00774,PRD-00278,Brand Y Kurtis (L),47.38,73.44,Liters,L,730,NON_PERISHABLE,0.173,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00775,PRD-00277,Brand X Kurtis (S),50.87,78.85,Units,S,730,NON_PERISHABLE,0.164,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,SOUTH
APP-WOM-00776,PRD-00278,Brand Y Kurtis (S),47.56,73.72,Units,S,730,NON_PERISHABLE,0.24,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00777,PRD-00277,Brand X Kurtis (M),58.78,91.11,Units,M,730,NON_PERISHABLE,0.217,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00778,PRD-00278,Brand Y Kurtis (M),30.9,47.89,Units,M,730,NON_PERISHABLE,0.198,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,NORTH
APP-WOM-00779,PRD-00277,Brand X Kurtis (L),67.28,104.28,Liters,L,730,NON_PERISHABLE,0.106,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,SOUTH
APP-WOM-00780,PRD-00278,Brand Y Kurtis (L),65.44,101.43,Liters,L,730,NON_PERISHABLE,0.096,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,WEST
APP-WOM-00781,PRD-00277,Brand X Kurtis (S),44.7,69.29,Units,S,730,NON_PERISHABLE,0.095,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00782,PRD-00278,Brand Y Kurtis (S),26.23,40.66,Units,S,730,NON_PERISHABLE,0.196,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,EAST
APP-WOM-00783,PRD-00277,Brand X Kurtis (M),44.04,68.26,Units,M,730,NON_PERISHABLE,0.232,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00784,PRD-00278,Brand Y Kurtis (M),27.41,42.49,Units,M,730,NON_PERISHABLE,0.155,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,WEST
APP-WOM-00785,PRD-00277,Brand X Kurtis (L),52.06,80.69,Liters,L,730,NON_PERISHABLE,0.214,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00786,PRD-00278,Brand Y Kurtis (L),52.24,80.97,Liters,L,730,NON_PERISHABLE,0.088,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,EAST
APP-WOM-00787,PRD-00277,Brand X Kurtis (S),70.28,108.93,Units,S,730,NON_PERISHABLE,0.158,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00788,PRD-00278,Brand Y Kurtis (S),50.66,78.52,Units,S,730,NON_PERISHABLE,0.11,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,EAST
APP-WOM-00789,PRD-00277,Brand X Kurtis (M),51.15,79.28,Units,M,730,NON_PERISHABLE,0.307,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00790,PRD-00278,Brand Y Kurtis (M),43.29,67.1,Units,M,730,NON_PERISHABLE,0.17,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00791,PRD-00277,Brand X Kurtis (L),60.73,94.13,Liters,L,730,NON_PERISHABLE,0.226,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00792,PRD-00278,Brand Y Kurtis (L),65.93,102.19,Liters,L,730,NON_PERISHABLE,0.088,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,NORTH
APP-WOM-00793,PRD-00279,Brand X Kurtis (S),27.21,42.18,Units,S,730,NON_PERISHABLE,0.262,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,EAST
APP-WOM-00794,PRD-00280,Brand Y Kurtis (S),72.0,111.6,Units,S,730,NON_PERISHABLE,0.303,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00795,PRD-00279,Brand X Kurtis (M),40.72,63.12,Units,M,730,NON_PERISHABLE,0.083,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00796,PRD-00280,Brand Y Kurtis (M),35.02,54.28,Units,M,730,NON_PERISHABLE,0.104,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00797,PRD-00279,Brand X Kurtis (L),48.49,75.16,Liters,L,730,NON_PERISHABLE,0.087,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,WEST
APP-WOM-00798,PRD-00280,Brand Y Kurtis (L),18.62,28.86,Liters,L,730,NON_PERISHABLE,0.257,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00799,PRD-00279,Brand X Kurtis (S),47.84,74.15,Units,S,730,NON_PERISHABLE,0.294,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,SOUTH
APP-WOM-00800,PRD-00280,Brand Y Kurtis (S),62.87,97.45,Units,S,730,NON_PERISHABLE,0.081,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,WEST
APP-WOM-00801,PRD-00279,Brand X Kurtis (M),56.62,87.76,Units,M,730,NON_PERISHABLE,0.295,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,SOUTH
APP-WOM-00802,PRD-00280,Brand Y Kurtis (M),60.95,94.47,Units,M,730,NON_PERISHABLE,0.294,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00803,PRD-00279,Brand X Kurtis (L),54.87,85.05,Liters,L,730,NON_PERISHABLE,0.104,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,WEST
APP-WOM-00804,PRD-00280,Brand Y Kurtis (L),69.58,107.85,Liters,L,730,NON_PERISHABLE,0.134,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,NORTH
APP-WOM-00805,PRD-00279,Brand X Kurtis (S),34.16,52.95,Units,S,730,NON_PERISHABLE,0.229,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00806,PRD-00280,Brand Y Kurtis (S),75.37,116.82,Units,S,730,NON_PERISHABLE,0.262,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,WEST
APP-WOM-00807,PRD-00279,Brand X Kurtis (M),40.37,62.57,Units,M,730,NON_PERISHABLE,0.19,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,WEST
APP-WOM-00808,PRD-00280,Brand Y Kurtis (M),68.67,106.44,Units,M,730,NON_PERISHABLE,0.206,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00809,PRD-00279,Brand X Kurtis (L),67.55,104.7,Liters,L,730,NON_PERISHABLE,0.266,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,NORTH
APP-WOM-00810,PRD-00280,Brand Y Kurtis (L),64.7,100.29,Liters,L,730,NON_PERISHABLE,0.142,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00811,PRD-00279,Brand X Kurtis (S),56.23,87.16,Units,S,730,NON_PERISHABLE,0.135,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00812,PRD-00280,Brand Y Kurtis (S),28.53,44.22,Units,S,730,NON_PERISHABLE,0.243,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,SOUTH
APP-WOM-00813,PRD-00279,Brand X Kurtis (M),19.11,29.62,Units,M,730,NON_PERISHABLE,0.295,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,WEST
APP-WOM-00814,PRD-00280,Brand Y Kurtis (M),24.66,38.22,Units,M,730,NON_PERISHABLE,0.233,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00815,PRD-00279,Brand X Kurtis (L),67.53,104.67,Liters,L,730,NON_PERISHABLE,0.146,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00816,PRD-00280,Brand Y Kurtis (L),70.78,109.71,Liters,L,730,NON_PERISHABLE,0.094,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,WEST
APP-WOM-00817,PRD-00281,Brand X Lehengas (S),17.5,27.12,Units,S,730,NON_PERISHABLE,0.214,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,SOUTH
APP-WOM-00818,PRD-00282,Brand Y Lehengas (S),21.15,32.78,Units,S,730,NON_PERISHABLE,0.088,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,NORTH
APP-WOM-00819,PRD-00281,Brand X Lehengas (M),68.19,105.69,Units,M,730,NON_PERISHABLE,0.18,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,SOUTH
APP-WOM-00820,PRD-00282,Brand Y Lehengas (M),69.9,108.35,Units,M,730,NON_PERISHABLE,0.133,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00821,PRD-00281,Brand X Lehengas (L),72.56,112.47,Liters,L,730,NON_PERISHABLE,0.283,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,EAST
APP-WOM-00822,PRD-00282,Brand Y Lehengas (L),66.98,103.82,Liters,L,730,NON_PERISHABLE,0.221,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,SOUTH
APP-WOM-00823,PRD-00281,Brand X Lehengas (S),34.95,54.17,Units,S,730,NON_PERISHABLE,0.12,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,WEST
APP-WOM-00824,PRD-00282,Brand Y Lehengas (S),48.44,75.08,Units,S,730,NON_PERISHABLE,0.316,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00825,PRD-00281,Brand X Lehengas (M),19.61,30.4,Units,M,730,NON_PERISHABLE,0.133,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00826,PRD-00282,Brand Y Lehengas (M),26.68,41.35,Units,M,730,NON_PERISHABLE,0.157,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00827,PRD-00281,Brand X Lehengas (L),49.4,76.57,Liters,L,730,NON_PERISHABLE,0.089,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,SOUTH
APP-WOM-00828,PRD-00282,Brand Y Lehengas (L),44.62,69.16,Liters,L,730,NON_PERISHABLE,0.103,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00829,PRD-00281,Brand X Lehengas (S),23.18,35.93,Units,S,730,NON_PERISHABLE,0.227,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00830,PRD-00282,Brand Y Lehengas (S),39.72,61.57,Units,S,730,NON_PERISHABLE,0.085,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00831,PRD-00281,Brand X Lehengas (M),37.26,57.75,Units,M,730,NON_PERISHABLE,0.252,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00832,PRD-00282,Brand Y Lehengas (M),16.9,26.2,Units,M,730,NON_PERISHABLE,0.198,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,EAST
APP-WOM-00833,PRD-00281,Brand X Lehengas (L),73.41,113.79,Liters,L,730,NON_PERISHABLE,0.244,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,WEST
APP-WOM-00834,PRD-00282,Brand Y Lehengas (L),63.08,97.77,Liters,L,730,NON_PERISHABLE,0.23,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00835,PRD-00281,Brand X Lehengas (S),55.57,86.13,Units,S,730,NON_PERISHABLE,0.083,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00836,PRD-00282,Brand Y Lehengas (S),34.73,53.83,Units,S,730,NON_PERISHABLE,0.216,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,NORTH
APP-WOM-00837,PRD-00281,Brand X Lehengas (M),50.16,77.75,Units,M,730,NON_PERISHABLE,0.193,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,WEST
APP-WOM-00838,PRD-00282,Brand Y Lehengas (M),50.12,77.69,Units,M,730,NON_PERISHABLE,0.23,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,SOUTH
APP-WOM-00839,PRD-00281,Brand X Lehengas (L),43.81,67.91,Liters,L,730,NON_PERISHABLE,0.205,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,EAST
APP-WOM-00840,PRD-00282,Brand Y Lehengas (L),23.77,36.84,Liters,L,730,NON_PERISHABLE,0.293,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00841,PRD-00283,Brand X Lehengas (S),65.8,101.99,Units,S,730,NON_PERISHABLE,0.093,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,SOUTH
APP-WOM-00842,PRD-00284,Brand Y Lehengas (S),79.83,123.74,Units,S,730,NON_PERISHABLE,0.135,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00843,PRD-00283,Brand X Lehengas (M),40.62,62.96,Units,M,730,NON_PERISHABLE,0.28,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,NORTH
APP-WOM-00844,PRD-00284,Brand Y Lehengas (M),57.11,88.52,Units,M,730,NON_PERISHABLE,0.194,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00845,PRD-00283,Brand X Lehengas (L),75.7,117.34,Liters,L,730,NON_PERISHABLE,0.11,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00846,PRD-00284,Brand Y Lehengas (L),31.75,49.21,Liters,L,730,NON_PERISHABLE,0.2,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00847,PRD-00283,Brand X Lehengas (S),17.24,26.72,Units,S,730,NON_PERISHABLE,0.114,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,NORTH
APP-WOM-00848,PRD-00284,Brand Y Lehengas (S),29.67,45.99,Units,S,730,NON_PERISHABLE,0.124,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00849,PRD-00283,Brand X Lehengas (M),19.65,30.46,Units,M,730,NON_PERISHABLE,0.183,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,NORTH
APP-WOM-00850,PRD-00284,Brand Y Lehengas (M),18.91,29.31,Units,M,730,NON_PERISHABLE,0.243,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00851,PRD-00283,Brand X Lehengas (L),64.93,100.64,Liters,L,730,NON_PERISHABLE,0.17,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,NORTH
APP-WOM-00852,PRD-00284,Brand Y Lehengas (L),26.77,41.49,Liters,L,730,NON_PERISHABLE,0.284,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,EAST
APP-WOM-00853,PRD-00283,Brand X Lehengas (S),24.41,37.84,Units,S,730,NON_PERISHABLE,0.113,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,NORTH
APP-WOM-00854,PRD-00284,Brand Y Lehengas (S),49.75,77.11,Units,S,730,NON_PERISHABLE,0.084,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,EAST
APP-WOM-00855,PRD-00283,Brand X Lehengas (M),16.71,25.9,Units,M,730,NON_PERISHABLE,0.303,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,SOUTH
APP-WOM-00856,PRD-00284,Brand Y Lehengas (M),15.39,23.85,Units,M,730,NON_PERISHABLE,0.128,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00857,PRD-00283,Brand X Lehengas (L),50.74,78.65,Liters,L,730,NON_PERISHABLE,0.121,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00858,PRD-00284,Brand Y Lehengas (L),55.06,85.34,Liters,L,730,NON_PERISHABLE,0.118,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00859,PRD-00283,Brand X Lehengas (S),23.4,36.27,Units,S,730,NON_PERISHABLE,0.12,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00860,PRD-00284,Brand Y Lehengas (S),75.81,117.51,Units,S,730,NON_PERISHABLE,0.314,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00861,PRD-00283,Brand X Lehengas (M),52.56,81.47,Units,M,730,NON_PERISHABLE,0.217,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,WEST
APP-WOM-00862,PRD-00284,Brand Y Lehengas (M),74.45,115.4,Units,M,730,NON_PERISHABLE,0.229,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00863,PRD-00283,Brand X Lehengas (L),24.76,38.38,Liters,L,730,NON_PERISHABLE,0.102,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,SOUTH
APP-WOM-00864,PRD-00284,Brand Y Lehengas (L),64.49,99.96,Liters,L,730,NON_PERISHABLE,0.312,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00865,PRD-00285,Brand X Anarkalis (S),42.99,66.63,Units,S,730,NON_PERISHABLE,0.211,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,SOUTH
APP-WOM-00866,PRD-00286,Brand Y Anarkalis (S),35.62,55.21,Units,S,730,NON_PERISHABLE,0.126,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00867,PRD-00285,Brand X Anarkalis (M),53.8,83.39,Units,M,730,NON_PERISHABLE,0.159,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,EAST
APP-WOM-00868,PRD-00286,Brand Y Anarkalis (M),66.67,103.34,Units,M,730,NON_PERISHABLE,0.272,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,NORTH
APP-WOM-00869,PRD-00285,Brand X Anarkalis (L),40.16,62.25,Liters,L,730,NON_PERISHABLE,0.16,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,EAST
APP-WOM-00870,PRD-00286,Brand Y Anarkalis (L),23.07,35.76,Liters,L,730,NON_PERISHABLE,0.211,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00871,PRD-00285,Brand X Anarkalis (S),15.44,23.93,Units,S,730,NON_PERISHABLE,0.156,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00872,PRD-00286,Brand Y Anarkalis (S),76.75,118.96,Units,S,730,NON_PERISHABLE,0.118,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,SOUTH
APP-WOM-00873,PRD-00285,Brand X Anarkalis (M),70.38,109.09,Units,M,730,NON_PERISHABLE,0.085,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,SOUTH
APP-WOM-00874,PRD-00286,Brand Y Anarkalis (M),23.3,36.12,Units,M,730,NON_PERISHABLE,0.09,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00875,PRD-00285,Brand X Anarkalis (L),76.22,118.14,Liters,L,730,NON_PERISHABLE,0.083,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,NORTH
APP-WOM-00876,PRD-00286,Brand Y Anarkalis (L),66.28,102.73,Liters,L,730,NON_PERISHABLE,0.29,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00877,PRD-00285,Brand X Anarkalis (S),32.85,50.92,Units,S,730,NON_PERISHABLE,0.243,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,SOUTH
APP-WOM-00878,PRD-00286,Brand Y Anarkalis (S),65.62,101.71,Units,S,730,NON_PERISHABLE,0.278,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00879,PRD-00285,Brand X Anarkalis (M),28.15,43.63,Units,M,730,NON_PERISHABLE,0.176,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00880,PRD-00286,Brand Y Anarkalis (M),23.37,36.22,Units,M,730,NON_PERISHABLE,0.172,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00881,PRD-00285,Brand X Anarkalis (L),75.64,117.24,Liters,L,730,NON_PERISHABLE,0.101,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,WEST
APP-WOM-00882,PRD-00286,Brand Y Anarkalis (L),46.14,71.52,Liters,L,730,NON_PERISHABLE,0.23,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,EAST
APP-WOM-00883,PRD-00285,Brand X Anarkalis (S),47.83,74.14,Units,S,730,NON_PERISHABLE,0.183,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00884,PRD-00286,Brand Y Anarkalis (S),58.75,91.06,Units,S,730,NON_PERISHABLE,0.302,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,EAST
APP-WOM-00885,PRD-00285,Brand X Anarkalis (M),22.95,35.57,Units,M,730,NON_PERISHABLE,0.106,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00886,PRD-00286,Brand Y Anarkalis (M),53.56,83.02,Units,M,730,NON_PERISHABLE,0.229,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00887,PRD-00285,Brand X Anarkalis (L),46.28,71.73,Liters,L,730,NON_PERISHABLE,0.082,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00888,PRD-00286,Brand Y Anarkalis (L),51.39,79.65,Liters,L,730,NON_PERISHABLE,0.196,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,WEST
APP-WOM-00889,PRD-00287,Brand X Anarkalis (S),31.28,48.48,Units,S,730,NON_PERISHABLE,0.166,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00890,PRD-00288,Brand Y Anarkalis (S),64.81,100.46,Units,S,730,NON_PERISHABLE,0.299,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,EAST
APP-WOM-00891,PRD-00287,Brand X Anarkalis (M),33.54,51.99,Units,M,730,NON_PERISHABLE,0.319,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00892,PRD-00288,Brand Y Anarkalis (M),61.76,95.73,Units,M,730,NON_PERISHABLE,0.298,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00893,PRD-00287,Brand X Anarkalis (L),71.19,110.34,Liters,L,730,NON_PERISHABLE,0.154,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,WEST
APP-WOM-00894,PRD-00288,Brand Y Anarkalis (L),19.33,29.96,Liters,L,730,NON_PERISHABLE,0.309,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00895,PRD-00287,Brand X Anarkalis (S),15.31,23.73,Units,S,730,NON_PERISHABLE,0.208,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00896,PRD-00288,Brand Y Anarkalis (S),21.26,32.95,Units,S,730,NON_PERISHABLE,0.249,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00897,PRD-00287,Brand X Anarkalis (M),62.22,96.44,Units,M,730,NON_PERISHABLE,0.141,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,WEST
APP-WOM-00898,PRD-00288,Brand Y Anarkalis (M),36.66,56.82,Units,M,730,NON_PERISHABLE,0.128,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00899,PRD-00287,Brand X Anarkalis (L),46.17,71.56,Liters,L,730,NON_PERISHABLE,0.136,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00900,PRD-00288,Brand Y Anarkalis (L),17.99,27.88,Liters,L,730,NON_PERISHABLE,0.251,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,NORTH
APP-WOM-00901,PRD-00287,Brand X Anarkalis (S),53.38,82.74,Units,S,730,NON_PERISHABLE,0.247,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00902,PRD-00288,Brand Y Anarkalis (S),37.47,58.08,Units,S,730,NON_PERISHABLE,0.14,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00903,PRD-00287,Brand X Anarkalis (M),75.42,116.9,Units,M,730,NON_PERISHABLE,0.286,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00904,PRD-00288,Brand Y Anarkalis (M),69.59,107.86,Units,M,730,NON_PERISHABLE,0.114,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,SOUTH
APP-WOM-00905,PRD-00287,Brand X Anarkalis (L),58.73,91.03,Liters,L,730,NON_PERISHABLE,0.184,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
APP-WOM-00906,PRD-00288,Brand Y Anarkalis (L),60.38,93.59,Liters,L,730,NON_PERISHABLE,0.205,FESTIVAL_PEAK,MEDIUM,HIGH,HIGH,-1.8,PAN_INDIA
