SKU,Location_ID,Quantity_On_Hand,Reorder_Point,Target_Safety_Stock,Shrinkage_Rate,As_Of_Date
APP-WOM-00323,wh-001,376,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00323,str-001,31,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00324,wh-001,260,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00324,str-001,34,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00325,wh-001,228,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00325,str-001,18,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00326,wh-001,171,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00326,str-001,48,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00327,wh-001,38,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00327,str-001,34,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00328,wh-001,57,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00328,str-001,13,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00329,wh-001,458,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00329,str-001,34,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00330,wh-001,131,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00330,str-001,5,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00331,wh-001,105,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00331,str-001,1,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00332,wh-001,474,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00332,str-001,19,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00333,wh-001,421,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00333,str-001,46,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00334,wh-001,93,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00334,str-001,37,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00335,wh-001,495,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00335,str-001,23,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00336,wh-001,372,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00336,str-001,13,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00337,wh-001,498,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00337,str-001,8,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00338,wh-001,426,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00338,str-001,36,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00339,wh-001,324,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00339,str-001,25,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00340,wh-001,52,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00340,str-001,21,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00341,wh-001,243,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00341,str-001,4,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00342,wh-001,462,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00342,str-001,27,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00343,wh-001,249,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00343,str-001,27,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00344,wh-001,284,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00344,str-001,6,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00345,wh-001,399,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00345,str-001,23,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00346,wh-001,380,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00346,str-001,40,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00347,wh-001,319,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00347,str-001,10,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00348,wh-001,298,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00348,str-001,47,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00349,wh-001,348,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00349,str-001,2,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00350,wh-001,2,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00350,str-001,23,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00351,wh-001,71,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00351,str-001,43,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00352,wh-001,56,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00352,str-001,49,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00353,wh-001,187,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00353,str-001,29,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00354,wh-001,150,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00354,str-001,20,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00355,wh-001,244,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00355,str-001,27,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00356,wh-001,65,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00356,str-001,29,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00357,wh-001,168,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00357,str-001,11,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00358,wh-001,103,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00358,str-001,10,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00359,wh-001,305,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00359,str-001,45,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00360,wh-001,140,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00360,str-001,41,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00361,wh-001,383,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00361,str-001,0,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00362,wh-001,81,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00362,str-001,35,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00363,wh-001,484,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00363,str-001,4,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00364,wh-001,196,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00364,str-001,2,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00365,wh-001,290,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00365,str-001,27,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00366,wh-001,418,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00366,str-001,38,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00367,wh-001,455,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00367,str-001,20,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00368,wh-001,221,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00368,str-001,13,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00369,wh-001,346,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00369,str-001,25,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00370,wh-001,370,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00370,str-001,39,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00371,wh-001,275,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00371,str-001,40,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00372,wh-001,362,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00372,str-001,13,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00373,wh-001,319,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00373,str-001,43,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00374,wh-001,233,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00374,str-001,45,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00375,wh-001,471,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00375,str-001,41,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00376,wh-001,111,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00376,str-001,0,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00377,wh-001,299,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00377,str-001,5,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00378,wh-001,313,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00378,str-001,30,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00379,wh-001,1,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00379,str-001,9,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00380,wh-001,99,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00380,str-001,40,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00381,wh-001,237,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00381,str-001,27,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00382,wh-001,388,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00382,str-001,4,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00383,wh-001,416,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00383,str-001,32,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00384,wh-001,434,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00384,str-001,22,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00385,wh-001,127,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00385,str-001,44,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00386,wh-001,386,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00386,str-001,33,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00387,wh-001,229,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00387,str-001,41,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00388,wh-001,344,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00388,str-001,7,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00389,wh-001,405,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00389,str-001,3,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00390,wh-001,363,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00390,str-001,48,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00391,wh-001,130,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00391,str-001,48,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00392,wh-001,232,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00392,str-001,39,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00393,wh-001,439,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00393,str-001,28,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00394,wh-001,97,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00394,str-001,46,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00395,wh-001,56,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00395,str-001,28,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00396,wh-001,287,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00396,str-001,2,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00397,wh-001,316,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00397,str-001,41,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00398,wh-001,480,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00398,str-001,7,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00399,wh-001,40,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00399,str-001,25,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00400,wh-001,204,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00400,str-001,14,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00401,wh-001,248,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00401,str-001,7,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00402,wh-001,329,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00402,str-001,36,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00403,wh-001,283,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00403,str-001,15,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00404,wh-001,112,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00404,str-001,43,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00405,wh-001,440,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00405,str-001,32,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00406,wh-001,50,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00406,str-001,3,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00407,wh-001,445,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00407,str-001,35,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00408,wh-001,454,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00408,str-001,15,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00409,wh-001,343,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00409,str-001,1,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00410,wh-001,79,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00410,str-001,38,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00411,wh-001,324,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00411,str-001,4,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00412,wh-001,417,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00412,str-001,29,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00413,wh-001,79,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00413,str-001,22,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00414,wh-001,323,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00414,str-001,42,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00415,wh-001,397,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00415,str-001,1,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00416,wh-001,135,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00416,str-001,23,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00417,wh-001,327,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00417,str-001,12,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00418,wh-001,385,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00418,str-001,3,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00419,wh-001,242,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00419,str-001,12,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00420,wh-001,301,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00420,str-001,39,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00421,wh-001,94,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00421,str-001,40,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00422,wh-001,84,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00422,str-001,41,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00423,wh-001,470,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00423,str-001,9,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00424,wh-001,38,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00424,str-001,26,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00425,wh-001,108,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00425,str-001,42,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00426,wh-001,275,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00426,str-001,15,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00427,wh-001,85,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00427,str-001,32,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00428,wh-001,108,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00428,str-001,45,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00429,wh-001,6,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00429,str-001,30,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00430,wh-001,162,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00430,str-001,11,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00431,wh-001,61,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00431,str-001,9,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00432,wh-001,390,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00432,str-001,32,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00433,wh-001,231,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00433,str-001,18,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00434,wh-001,6,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00434,str-001,8,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00435,wh-001,317,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00435,str-001,9,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00436,wh-001,230,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00436,str-001,7,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00437,wh-001,83,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00437,str-001,38,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00438,wh-001,247,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00438,str-001,34,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00439,wh-001,398,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00439,str-001,2,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00440,wh-001,190,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00440,str-001,26,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00441,wh-001,375,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00441,str-001,0,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00442,wh-001,307,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00442,str-001,29,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00443,wh-001,3,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00443,str-001,1,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00444,wh-001,88,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00444,str-001,35,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00445,wh-001,286,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00445,str-001,26,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00446,wh-001,445,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00446,str-001,31,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00447,wh-001,338,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00447,str-001,5,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00448,wh-001,495,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00448,str-001,19,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00449,wh-001,354,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00449,str-001,11,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00450,wh-001,35,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00450,str-001,26,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00451,wh-001,254,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00451,str-001,48,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00452,wh-001,201,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00452,str-001,13,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00453,wh-001,31,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00453,str-001,31,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00454,wh-001,45,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00454,str-001,32,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00455,wh-001,478,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00455,str-001,4,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00456,wh-001,379,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00456,str-001,37,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00457,wh-001,439,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00457,str-001,15,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00458,wh-001,190,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00458,str-001,0,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00459,wh-001,3,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00459,str-001,31,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00460,wh-001,443,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00460,str-001,41,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00461,wh-001,407,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00461,str-001,33,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00462,wh-001,208,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00462,str-001,33,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00463,wh-001,160,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00463,str-001,30,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00464,wh-001,314,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00464,str-001,44,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00465,wh-001,292,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00465,str-001,1,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00466,wh-001,247,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00466,str-001,10,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00467,wh-001,214,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00467,str-001,16,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00468,wh-001,166,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00468,str-001,0,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00469,wh-001,169,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00469,str-001,9,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00470,wh-001,368,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00470,str-001,21,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00471,wh-001,281,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00471,str-001,13,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00472,wh-001,261,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00472,str-001,7,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00473,wh-001,335,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00473,str-001,10,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00474,wh-001,456,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00474,str-001,22,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00475,wh-001,384,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00475,str-001,44,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00476,wh-001,230,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00476,str-001,3,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00477,wh-001,373,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00477,str-001,28,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00478,wh-001,457,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00478,str-001,1,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00479,wh-001,41,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00479,str-001,47,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00480,wh-001,89,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00480,str-001,15,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00481,wh-001,214,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00481,str-001,47,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00482,wh-001,34,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00482,str-001,46,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00483,wh-001,24,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00483,str-001,45,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00484,wh-001,469,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00484,str-001,30,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00485,wh-001,311,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00485,str-001,24,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00486,wh-001,489,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00486,str-001,14,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00487,wh-001,161,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00487,str-001,45,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00488,wh-001,232,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00488,str-001,26,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00489,wh-001,414,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00489,str-001,39,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00490,wh-001,451,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00490,str-001,34,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00491,wh-001,354,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00491,str-001,39,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00492,wh-001,277,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00492,str-001,45,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00493,wh-001,65,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00493,str-001,20,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00494,wh-001,220,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00494,str-001,19,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00495,wh-001,331,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00495,str-001,16,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00496,wh-001,462,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00496,str-001,31,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00497,wh-001,377,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00497,str-001,34,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00498,wh-001,314,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00498,str-001,46,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00499,wh-001,461,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00499,str-001,17,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00500,wh-001,109,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00500,str-001,33,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00501,wh-001,7,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00501,str-001,30,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00502,wh-001,463,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00502,str-001,9,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00503,wh-001,496,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00503,str-001,40,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00504,wh-001,145,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00504,str-001,44,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00505,wh-001,146,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00505,str-001,9,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00506,wh-001,250,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00506,str-001,30,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00507,wh-001,117,150,75,0.01,2026-09-14 20:18:25
APP-WOM-00507,str-001,9,15,7,0.015,2026-09-14 20:18:25
APP-WOM-00508,wh-001,491,150,75,0.01,2026-09-14 20:18:25
