Customer_ID,Loyalty_Tier,Region
CUST-01183,Silver,West
CUST-01184,None,West
CUST-01185,Silver,West
CUST-01186,None,West
CUST-01187,None,West
CUST-01188,Gold,East
CUST-01189,Gold,West
CUST-01190,None,East
CUST-01191,None,West
CUST-01192,None,West
CUST-01193,Silver,North
CUST-01194,Silver,West
CUST-01195,Silver,West
CUST-01196,None,South
CUST-01197,Silver,South
CUST-01198,None,North
CUST-01199,None,North
CUST-01200,Silver,South
CUST-01201,None,West
CUST-01202,Silver,West
CUST-01203,Silver,West
CUST-01204,None,South
CUST-01205,Silver,West
CUST-01206,Silver,East
CUST-01207,Silver,West
CUST-01208,None,South
CUST-01209,None,East
CUST-01210,None,East
CUST-01211,None,South
CUST-01212,Silver,East
CUST-01213,None,East
CUST-01214,None,East
CUST-01215,None,West
CUST-01216,None,West
CUST-01217,None,East
CUST-01218,Silver,North
CUST-01219,None,North
CUST-01220,None,West
CUST-01221,None,North
CUST-01222,None,South
CUST-01223,None,West
CUST-01224,None,West
CUST-01225,None,South
CUST-01226,None,South
CUST-01227,None,East
CUST-01228,None,North
CUST-01229,None,West
CUST-01230,None,South
CUST-01231,None,East
CUST-01232,Silver,North
CUST-01233,None,West
CUST-01234,None,North
CUST-01235,Gold,East
CUST-01236,None,North
CUST-01237,None,South
CUST-01238,None,North
CUST-01239,None,West
CUST-01240,Silver,North
CUST-01241,Silver,West
CUST-01242,None,East
CUST-01243,None,West
CUST-01244,None,East
CUST-01245,Gold,South
CUST-01246,None,South
CUST-01247,Silver,West
CUST-01248,None,North
CUST-01249,Gold,North
CUST-01250,None,West
CUST-01251,None,North
CUST-01252,Silver,South
CUST-01253,None,West
CUST-01254,None,North
CUST-01255,None,South
CUST-01256,Gold,East
CUST-01257,None,West
CUST-01258,Silver,East
CUST-01259,None,West
CUST-01260,Silver,South
CUST-01261,Silver,South
CUST-01262,Gold,West
CUST-01263,None,South
CUST-01264,Silver,South
CUST-01265,None,South
CUST-01266,Silver,West
CUST-01267,Silver,West
CUST-01268,None,West
CUST-01269,Gold,West
CUST-01270,None,West
CUST-01271,Silver,South
CUST-01272,Silver,West
CUST-01273,None,South
CUST-01274,Silver,South
CUST-01275,None,South
CUST-01276,None,South
CUST-01277,Silver,North
CUST-01278,None,East
CUST-01279,None,West
CUST-01280,Silver,South
CUST-01281,None,East
CUST-01282,None,South
CUST-01283,Gold,West
CUST-01284,Silver,North
CUST-01285,None,South
CUST-01286,None,North
CUST-01287,Silver,South
CUST-01288,None,East
CUST-01289,Gold,East
CUST-01290,None,East
CUST-01291,None,West
CUST-01292,None,East
CUST-01293,None,West
CUST-01294,None,West
CUST-01295,None,South
CUST-01296,Gold,West
CUST-01297,None,South
CUST-01298,None,East
CUST-01299,None,East
CUST-01300,None,West
CUST-01301,None,West
CUST-01302,None,South
CUST-01303,Silver,West
CUST-01304,None,South
CUST-01305,None,North
CUST-01306,Silver,North
CUST-01307,Silver,East
CUST-01308,None,South
CUST-01309,Silver,North
CUST-01310,Silver,South
CUST-01311,None,East
CUST-01312,None,West
CUST-01313,None,West
CUST-01314,Silver,West
CUST-01315,None,East
CUST-01316,Silver,North
CUST-01317,Gold,East
CUST-01318,None,North
CUST-01319,Silver,East
CUST-01320,Silver,West
CUST-01321,Silver,West
CUST-01322,Silver,North
CUST-01323,None,West
CUST-01324,Silver,East
CUST-01325,None,East
CUST-01326,Silver,East
CUST-01327,None,North
CUST-01328,None,North
CUST-01329,None,West
CUST-01330,None,West
CUST-01331,Gold,West
CUST-01332,None,West
CUST-01333,Silver,West
CUST-01334,None,East
CUST-01335,Gold,West
CUST-01336,None,North
CUST-01337,None,North
CUST-01338,None,South
CUST-01339,None,South
CUST-01340,None,South
CUST-01341,Gold,East
CUST-01342,None,East
CUST-01343,None,West
CUST-01344,None,North
CUST-01345,None,West
CUST-01346,Silver,West
CUST-01347,Silver,North
CUST-01348,None,West
CUST-01349,Silver,North
CUST-01350,Silver,East
CUST-01351,Silver,North
CUST-01352,Silver,East
CUST-01353,Silver,North
CUST-01354,Silver,East
CUST-01355,None,North
CUST-01356,Gold,East
CUST-01357,None,North
CUST-01358,Silver,East
CUST-01359,None,East
CUST-01360,None,South
CUST-01361,None,East
CUST-01362,None,West
CUST-01363,None,East
CUST-01364,None,South
CUST-01365,None,West
CUST-01366,None,East
CUST-01367,Gold,East
CUST-01368,None,East
CUST-01369,None,South
CUST-01370,None,South
CUST-01371,None,South
CUST-01372,None,East
CUST-01373,Gold,South
CUST-01374,Silver,North
CUST-01375,None,West
CUST-01376,None,North
CUST-01377,Silver,East
CUST-01378,Silver,East
CUST-01379,None,North
CUST-01380,None,North
CUST-01381,Gold,South
CUST-01382,None,East
CUST-01383,Silver,West
CUST-01384,Silver,East
CUST-01385,None,South
CUST-01386,Silver,West
CUST-01387,Silver,North
CUST-01388,Gold,North
CUST-01389,None,West
CUST-01390,None,West
CUST-01391,None,South
CUST-01392,None,East
CUST-01393,Silver,South
CUST-01394,None,South
CUST-01395,Silver,West
CUST-01396,Gold,East
CUST-01397,None,North
CUST-01398,None,South
CUST-01399,None,South
CUST-01400,None,North
CUST-01401,None,South
CUST-01402,None,West
CUST-01403,Silver,West
CUST-01404,Silver,North
CUST-01405,None,South
CUST-01406,None,West
CUST-01407,None,South
CUST-01408,None,East
CUST-01409,Silver,South
CUST-01410,None,West
CUST-01411,Silver,North
CUST-01412,None,West
CUST-01413,None,East
CUST-01414,Gold,North
CUST-01415,Silver,East
CUST-01416,None,South
CUST-01417,None,East
CUST-01418,Silver,West
CUST-01419,None,West
CUST-01420,None,West
CUST-01421,Silver,East
CUST-01422,Silver,West
CUST-01423,Silver,West
CUST-01424,None,West
CUST-01425,None,South
CUST-01426,None,North
CUST-01427,None,South
CUST-01428,None,North
CUST-01429,None,North
CUST-01430,None,South
CUST-01431,None,South
CUST-01432,Gold,East
CUST-01433,Silver,South
CUST-01434,None,North
CUST-01435,Silver,West
CUST-01436,None,West
CUST-01437,None,West
CUST-01438,Gold,South
CUST-01439,Silver,South
CUST-01440,Silver,North
CUST-01441,None,East
CUST-01442,None,West
CUST-01443,None,North
CUST-01444,None,South
CUST-01445,None,North
CUST-01446,None,South
CUST-01447,None,West
CUST-01448,None,South
CUST-01449,None,South
CUST-01450,Silver,East
CUST-01451,None,South
CUST-01452,Silver,East
CUST-01453,None,West
CUST-01454,None,North
CUST-01455,Silver,East
CUST-01456,Silver,North
CUST-01457,Silver,West
CUST-01458,None,North
CUST-01459,Silver,East
CUST-01460,None,West
CUST-01461,None,West
CUST-01462,None,East
CUST-01463,Gold,West
CUST-01464,None,South
CUST-01465,None,South
CUST-01466,None,South
CUST-01467,Silver,East
CUST-01468,Silver,West
CUST-01469,None,West
CUST-01470,None,West
CUST-01471,None,West
CUST-01472,None,South
CUST-01473,Silver,South
CUST-01474,None,East
CUST-01475,Silver,East
CUST-01476,None,North
CUST-01477,None,North
CUST-01478,None,West
CUST-01479,Silver,South
CUST-01480,None,South
CUST-01481,None,North
CUST-01482,Silver,West
CUST-01483,Gold,West
CUST-01484,Silver,North
CUST-01485,None,North
CUST-01486,None,East
CUST-01487,None,East
CUST-01488,None,West
CUST-01489,None,East
CUST-01490,None,East
CUST-01491,Silver,North
CUST-01492,None,South
CUST-01493,None,North
CUST-01494,None,North
CUST-01495,None,North
CUST-01496,None,South
CUST-01497,Gold,North
CUST-01498,None,South
CUST-01499,None,North
CUST-01500,Silver,South
CUST-01501,Gold,East
CUST-01502,Silver,West
CUST-01503,Silver,South
CUST-01504,None,North
CUST-01505,Silver,North
CUST-01506,Silver,West
CUST-01507,None,North
CUST-01508,None,West
CUST-01509,None,South
CUST-01510,Silver,North
CUST-01511,Silver,West
CUST-01512,None,West
CUST-01513,None,West
CUST-01514,Gold,North
CUST-01515,None,East
CUST-01516,Silver,South
CUST-01517,Gold,North
CUST-01518,None,West
CUST-01519,None,North
CUST-01520,None,East
CUST-01521,Gold,East
CUST-01522,None,West
CUST-01523,Silver,North
CUST-01524,None,South
CUST-01525,Silver,East
CUST-01526,Silver,North
CUST-01527,None,North
CUST-01528,Gold,South
CUST-01529,None,South
CUST-01530,None,East
CUST-01531,None,South
CUST-01532,Silver,North
CUST-01533,Silver,East
CUST-01534,None,West
CUST-01535,None,West
CUST-01536,None,East
CUST-01537,Silver,West
CUST-01538,Silver,East
CUST-01539,None,North
CUST-01540,None,North
CUST-01541,Silver,West
CUST-01542,None,West
CUST-01543,Silver,West
CUST-01544,None,South
CUST-01545,Silver,North
CUST-01546,None,East
CUST-01547,None,East
CUST-01548,None,North
CUST-01549,None,North
CUST-01550,Silver,West
CUST-01551,None,East
CUST-01552,None,North
CUST-01553,None,North
CUST-01554,None,West
CUST-01555,Silver,South
CUST-01556,None,South
CUST-01557,Silver,East
CUST-01558,Silver,West
CUST-01559,Silver,West
CUST-01560,Silver,South
CUST-01561,Silver,South
CUST-01562,None,North
CUST-01563,None,East
CUST-01564,None,West
CUST-01565,Gold,North
CUST-01566,Gold,North
CUST-01567,None,West
CUST-01568,None,North
CUST-01569,None,South
CUST-01570,None,East
CUST-01571,None,South
CUST-01572,None,North
CUST-01573,Silver,West
CUST-01574,None,South
CUST-01575,None,South
CUST-01576,None,South
CUST-01577,None,North
CUST-01578,None,East
CUST-01579,Silver,North
CUST-01580,Silver,East
CUST-01581,None,North
CUST-01582,None,East
CUST-01583,Gold,West
CUST-01584,Silver,North
CUST-01585,Gold,South
CUST-01586,None,West
CUST-01587,None,South
CUST-01588,None,South
CUST-01589,Silver,East
CUST-01590,None,East
CUST-01591,Silver,West
CUST-01592,None,North
CUST-01593,None,South
CUST-01594,None,West
CUST-01595,None,West
CUST-01596,None,West
CUST-01597,None,East
CUST-01598,None,South
CUST-01599,None,South
CUST-01600,None,South
CUST-01601,None,South
CUST-01602,Silver,North
CUST-01603,Gold,North
CUST-01604,None,North
CUST-01605,None,West
CUST-01606,None,North
CUST-01607,None,West
CUST-01608,Silver,North
CUST-01609,Silver,North
CUST-01610,Silver,North
CUST-01611,Silver,North
CUST-01612,None,East
CUST-01613,None,West
CUST-01614,None,East
CUST-01615,None,North
CUST-01616,Silver,West
CUST-01617,Silver,East
CUST-01618,Silver,West
CUST-01619,Silver,West
CUST-01620,None,East
CUST-01621,None,North
CUST-01622,None,East
CUST-01623,Gold,North
CUST-01624,Gold,West
CUST-01625,None,East
CUST-01626,None,South
CUST-01627,None,West
CUST-01628,None,West
CUST-01629,None,North
CUST-01630,None,South
CUST-01631,None,South
CUST-01632,None,North
CUST-01633,Silver,South
CUST-01634,None,South
CUST-01635,Silver,East
CUST-01636,Silver,North
CUST-01637,None,South
CUST-01638,None,West
CUST-01639,None,South
CUST-01640,Silver,South
CUST-01641,None,East
CUST-01642,Silver,West
CUST-01643,None,North
CUST-01644,None,West
CUST-01645,Silver,North
CUST-01646,None,North
CUST-01647,Gold,South
CUST-01648,None,North
CUST-01649,None,South
CUST-01650,None,South
CUST-01651,None,South
CUST-01652,Silver,North
CUST-01653,None,East
CUST-01654,None,East
CUST-01655,None,East
CUST-01656,None,North
CUST-01657,Gold,South
CUST-01658,None,North
CUST-01659,None,North
CUST-01660,None,East
CUST-01661,None,West
CUST-01662,Silver,East
CUST-01663,Silver,South
CUST-01664,Silver,South
CUST-01665,None,North
CUST-01666,None,North
CUST-01667,None,West
CUST-01668,None,West
CUST-01669,None,South
CUST-01670,Gold,West
CUST-01671,None,North
CUST-01672,Silver,South
CUST-01673,None,North
CUST-01674,Gold,West
CUST-01675,None,North
CUST-01676,None,South
CUST-01677,Silver,South
CUST-01678,None,East
CUST-01679,None,North
CUST-01680,None,South
CUST-01681,Gold,South
CUST-01682,Silver,West
CUST-01683,None,South
CUST-01684,None,South
CUST-01685,Gold,North
CUST-01686,None,North
CUST-01687,None,West
CUST-01688,None,East
CUST-01689,None,West
CUST-01690,Silver,East
CUST-01691,None,West
CUST-01692,Gold,West
CUST-01693,Gold,East
CUST-01694,Silver,East
CUST-01695,None,West
CUST-01696,None,North
CUST-01697,None,West
CUST-01698,Gold,South
CUST-01699,None,North
CUST-01700,None,South
CUST-01701,None,North
CUST-01702,None,East
CUST-01703,None,East
CUST-01704,None,West
CUST-01705,None,North
CUST-01706,None,North
CUST-01707,None,West
CUST-01708,Silver,East
CUST-01709,None,North
CUST-01710,None,South
CUST-01711,Silver,South
CUST-01712,Silver,North
CUST-01713,None,North
CUST-01714,Silver,West
CUST-01715,Silver,East
CUST-01716,None,South
CUST-01717,None,West
CUST-01718,Gold,East
CUST-01719,Silver,North
CUST-01720,None,West
CUST-01721,Gold,East
CUST-01722,Gold,South
CUST-01723,Silver,West
CUST-01724,None,West
CUST-01725,None,West
CUST-01726,Silver,North
CUST-01727,Gold,East
CUST-01728,Silver,South
CUST-01729,Gold,South
CUST-01730,Silver,South
CUST-01731,None,East
CUST-01732,None,East
CUST-01733,None,South
CUST-01734,None,East
CUST-01735,None,East
CUST-01736,Silver,South
CUST-01737,None,East
CUST-01738,None,South
CUST-01739,None,West
CUST-01740,None,West
CUST-01741,None,East
CUST-01742,Silver,West
CUST-01743,None,East
CUST-01744,None,South
CUST-01745,Silver,South
CUST-01746,None,South
CUST-01747,Silver,East
CUST-01748,Silver,North
CUST-01749,Silver,West
CUST-01750,None,West
CUST-01751,Silver,South
CUST-01752,None,West
CUST-01753,Silver,South
CUST-01754,Silver,North
CUST-01755,None,South
CUST-01756,None,North
CUST-01757,None,South
CUST-01758,None,North
CUST-01759,Silver,South
CUST-01760,None,North
CUST-01761,None,West
CUST-01762,Silver,East
CUST-01763,None,North
CUST-01764,Silver,West
CUST-01765,Gold,West
CUST-01766,Silver,West
CUST-01767,Silver,North
CUST-01768,None,South
CUST-01769,Silver,East
CUST-01770,Silver,South
CUST-01771,None,South
CUST-01772,Silver,West
CUST-01773,None,South
CUST-01774,Silver,South
CUST-01775,Gold,West
CUST-01776,None,North
CUST-01777,None,South
CUST-01778,None,North
CUST-01779,Silver,West
CUST-01780,Gold,West
CUST-01781,Silver,West
CUST-01782,None,West
CUST-01783,None,East
CUST-01784,None,East
CUST-01785,None,North
CUST-01786,None,West
CUST-01787,None,West
CUST-01788,None,South
CUST-01789,None,North
CUST-01790,Silver,North
CUST-01791,Silver,East
CUST-01792,Gold,East
CUST-01793,Silver,East
CUST-01794,None,South
CUST-01795,Silver,South
CUST-01796,None,North
CUST-01797,None,South
CUST-01798,None,East
CUST-01799,None,South
CUST-01800,Gold,West
CUST-01801,None,West
CUST-01802,Silver,West
CUST-01803,Silver,West
CUST-01804,Silver,East
CUST-01805,Silver,South
CUST-01806,None,South
CUST-01807,None,East
CUST-01808,None,South
CUST-01809,Silver,South
CUST-01810,None,South
CUST-01811,None,South
CUST-01812,Silver,East
CUST-01813,Silver,North
CUST-01814,None,South
CUST-01815,None,North
CUST-01816,Silver,West
CUST-01817,Gold,West
CUST-01818,None,North
CUST-01819,None,North
CUST-01820,None,West
CUST-01821,None,East
CUST-01822,Gold,South
CUST-01823,Silver,East
CUST-01824,None,East
CUST-01825,None,West
CUST-01826,None,West
CUST-01827,Silver,South
CUST-01828,Silver,West
CUST-01829,None,West
CUST-01830,None,South
CUST-01831,Silver,North
CUST-01832,Silver,South
CUST-01833,None,South
CUST-01834,Silver,East
CUST-01835,None,West
CUST-01836,Silver,North
CUST-01837,None,North
CUST-01838,Silver,South
CUST-01839,None,East
CUST-01840,Gold,West
CUST-01841,None,South
CUST-01842,None,South
CUST-01843,Silver,West
CUST-01844,None,East
CUST-01845,Gold,East
CUST-01846,None,East
CUST-01847,Silver,North
CUST-01848,None,South
CUST-01849,Silver,South
CUST-01850,None,West
CUST-01851,None,South
CUST-01852,Silver,North
CUST-01853,Silver,North
CUST-01854,None,South
CUST-01855,None,North
CUST-01856,None,North
CUST-01857,None,East
CUST-01858,None,North
CUST-01859,Gold,East
CUST-01860,None,East
CUST-01861,Silver,North
CUST-01862,None,East
CUST-01863,None,North
CUST-01864,Silver,West
CUST-01865,Silver,South
CUST-01866,Gold,West
CUST-01867,None,West
CUST-01868,None,North
CUST-01869,None,East
CUST-01870,None,East
CUST-01871,Silver,West
CUST-01872,None,East
CUST-01873,None,North
CUST-01874,None,South
CUST-01875,Gold,South
CUST-01876,None,North
CUST-01877,None,North
CUST-01878,None,North
CUST-01879,Silver,North
CUST-01880,None,East
CUST-01881,Gold,East
CUST-01882,Gold,South
CUST-01883,Silver,West
CUST-01884,Gold,South
CUST-01885,None,West
CUST-01886,None,South
CUST-01887,None,North
CUST-01888,None,West
CUST-01889,None,North
CUST-01890,Silver,North
CUST-01891,Silver,West
CUST-01892,Silver,East
CUST-01893,Silver,West
CUST-01894,Silver,West
CUST-01895,None,West
CUST-01896,Silver,South
CUST-01897,None,East
CUST-01898,None,South
CUST-01899,None,North
CUST-01900,None,East
CUST-01901,None,East
CUST-01902,None,East
CUST-01903,None,North
CUST-01904,None,West
CUST-01905,Silver,North
CUST-01906,Gold,West
CUST-01907,None,North
CUST-01908,None,North
CUST-01909,Silver,South
CUST-01910,Gold,South
CUST-01911,Silver,South
CUST-01912,Silver,West
CUST-01913,None,South
CUST-01914,None,North
CUST-01915,Gold,West
CUST-01916,None,East
CUST-01917,None,East
CUST-01918,None,South
CUST-01919,None,South
CUST-01920,Gold,West
CUST-01921,None,North
CUST-01922,None,South
CUST-01923,None,East
CUST-01924,None,South
CUST-01925,None,North
CUST-01926,None,South
CUST-01927,Silver,South
CUST-01928,None,North
CUST-01929,Silver,West
CUST-01930,None,East
CUST-01931,None,West
CUST-01932,Silver,West
CUST-01933,None,West
CUST-01934,None,East
CUST-01935,None,West
CUST-01936,None,East
CUST-01937,None,East
CUST-01938,None,East
CUST-01939,Silver,West
CUST-01940,None,North
CUST-01941,Silver,East
CUST-01942,None,West
CUST-01943,Silver,East
CUST-01944,None,East
CUST-01945,None,North
CUST-01946,None,North
CUST-01947,None,West
CUST-01948,Silver,West
CUST-01949,Silver,West
CUST-01950,None,West
CUST-01951,None,South
CUST-01952,Silver,West
CUST-01953,Silver,North
CUST-01954,None,West
CUST-01955,None,West
CUST-01956,None,North
CUST-01957,None,East
CUST-01958,None,South
CUST-01959,Silver,North
CUST-01960,None,South
CUST-01961,Gold,South
CUST-01962,Silver,North
CUST-01963,Silver,West
CUST-01964,None,East
CUST-01965,None,West
CUST-01966,None,West
CUST-01967,Silver,East
CUST-01968,None,South
CUST-01969,Silver,North
CUST-01970,Silver,North
CUST-01971,Silver,West
CUST-01972,None,South
CUST-01973,None,East
CUST-01974,None,South
CUST-01975,None,West
CUST-01976,None,West
CUST-01977,Gold,East
CUST-01978,Gold,North
CUST-01979,None,West
CUST-01980,Gold,North
CUST-01981,Silver,West
CUST-01982,None,South
CUST-01983,None,West
CUST-01984,None,West
CUST-01985,None,South
CUST-01986,Silver,West
CUST-01987,Silver,East
CUST-01988,None,North
CUST-01989,Gold,South
CUST-01990,Silver,East
CUST-01991,Silver,North
CUST-01992,None,North
CUST-01993,None,North
CUST-01994,None,East
CUST-01995,None,South
CUST-01996,Silver,North
CUST-01997,None,North
CUST-01998,Gold,East
CUST-01999,None,North
CUST-02000,Silver,North
CUST-02001,None,East
CUST-02002,None,South
CUST-02003,Silver,West
CUST-02004,None,East
CUST-02005,None,South
CUST-02006,None,North
CUST-02007,None,West
CUST-02008,Gold,South
CUST-02009,Gold,East
CUST-02010,None,West
CUST-02011,Silver,South
CUST-02012,None,East
CUST-02013,None,East
CUST-02014,Silver,West
CUST-02015,None,East
CUST-02016,Gold,North
CUST-02017,None,South
CUST-02018,Gold,West
CUST-02019,Silver,East
CUST-02020,None,South
CUST-02021,Silver,South
CUST-02022,Silver,North
CUST-02023,None,South
CUST-02024,None,South
CUST-02025,None,South
CUST-02026,None,West
CUST-02027,None,North
CUST-02028,None,East
CUST-02029,Silver,South
CUST-02030,None,South
CUST-02031,None,East
CUST-02032,None,North
CUST-02033,Silver,South
CUST-02034,None,West
CUST-02035,Silver,West
CUST-02036,None,East
CUST-02037,Silver,North
CUST-02038,Gold,South
CUST-02039,Silver,North
CUST-02040,None,West
CUST-02041,Silver,East
CUST-02042,Silver,West
CUST-02043,Silver,West
CUST-02044,None,South
CUST-02045,None,East
CUST-02046,None,South
CUST-02047,Silver,South
CUST-02048,None,East
CUST-02049,Silver,East
CUST-02050,None,South
CUST-02051,None,South
CUST-02052,None,South
CUST-02053,None,West
CUST-02054,None,South
CUST-02055,Silver,South
CUST-02056,None,South
CUST-02057,None,East
CUST-02058,None,South
CUST-02059,Gold,West
CUST-02060,Silver,South
CUST-02061,None,East
CUST-02062,None,South
CUST-02063,None,East
CUST-02064,None,West
CUST-02065,None,North
CUST-02066,Gold,East
CUST-02067,Silver,East
CUST-02068,None,East
CUST-02069,None,North
CUST-02070,None,West
CUST-02071,Silver,West
CUST-02072,None,East
CUST-02073,Gold,East
CUST-02074,None,North
CUST-02075,Gold,North
CUST-02076,None,North
CUST-02077,None,South
CUST-02078,None,North
CUST-02079,None,East
CUST-02080,None,West
CUST-02081,Silver,West
CUST-02082,None,East
CUST-02083,None,North
CUST-02084,Silver,East
CUST-02085,None,West
CUST-02086,Silver,North
CUST-02087,None,West
CUST-02088,None,East
CUST-02089,Silver,North
CUST-02090,Silver,North
CUST-02091,None,North
CUST-02092,None,East
CUST-02093,None,East
CUST-02094,Silver,South
CUST-02095,Gold,West
CUST-02096,None,East
CUST-02097,Gold,East
CUST-02098,None,East
CUST-02099,None,West
CUST-02100,None,East
CUST-02101,Gold,West
CUST-02102,None,East
CUST-02103,None,South
CUST-02104,None,East
CUST-02105,None,West
CUST-02106,Gold,East
CUST-02107,Gold,East
CUST-02108,Gold,South
CUST-02109,Silver,South
CUST-02110,Silver,West
CUST-02111,None,South
CUST-02112,None,North
CUST-02113,None,East
CUST-02114,None,South
CUST-02115,None,South
CUST-02116,None,South
CUST-02117,None,East
CUST-02118,None,West
CUST-02119,None,South
CUST-02120,None,West
CUST-02121,Gold,South
CUST-02122,None,South
CUST-02123,Silver,North
CUST-02124,None,East
CUST-02125,None,West
CUST-02126,Silver,East
CUST-02127,None,South
CUST-02128,Silver,South
CUST-02129,None,East
CUST-02130,None,North
CUST-02131,None,South
CUST-02132,Gold,South
CUST-02133,Silver,North
CUST-02134,None,North
CUST-02135,None,East
CUST-02136,Silver,South
CUST-02137,None,South
CUST-02138,None,North
CUST-02139,None,West
CUST-02140,Silver,North
CUST-02141,None,South
CUST-02142,None,East
CUST-02143,None,West
CUST-02144,None,West
CUST-02145,None,South
CUST-02146,None,West
CUST-02147,None,East
CUST-02148,Silver,North
CUST-02149,None,East
CUST-02150,Gold,West
CUST-02151,None,East
CUST-02152,None,South
CUST-02153,Silver,North
CUST-02154,None,North
CUST-02155,None,West
CUST-02156,None,West
CUST-02157,None,North
CUST-02158,None,South
CUST-02159,None,East
CUST-02160,Silver,North
CUST-02161,Silver,East
CUST-02162,None,West
CUST-02163,Silver,South
CUST-02164,None,South
CUST-02165,Silver,West
CUST-02166,Gold,West
CUST-02167,Silver,North
CUST-02168,None,West
CUST-02169,None,North
CUST-02170,None,West
CUST-02171,None,West
CUST-02172,Silver,North
CUST-02173,None,West
CUST-02174,Silver,South
CUST-02175,Silver,West
CUST-02176,None,East
CUST-02177,None,North
CUST-02178,None,South
CUST-02179,None,South
CUST-02180,None,North
CUST-02181,Silver,West
CUST-02182,None,East
CUST-02183,None,East
CUST-02184,None,East
CUST-02185,None,West
CUST-02186,None,North
CUST-02187,None,East
CUST-02188,None,East
CUST-02189,None,North
CUST-02190,None,South
CUST-02191,None,East
CUST-02192,None,South
CUST-02193,None,North
CUST-02194,None,North
CUST-02195,Silver,South
CUST-02196,None,North
CUST-02197,None,East
CUST-02198,None,South
CUST-02199,Silver,North
CUST-02200,None,East
CUST-02201,Silver,West
CUST-02202,Silver,West
CUST-02203,None,West
CUST-02204,Silver,West
CUST-02205,Silver,South
CUST-02206,Silver,West
CUST-02207,None,North
CUST-02208,None,West
CUST-02209,Silver,East
CUST-02210,None,South
CUST-02211,None,North
CUST-02212,None,South
CUST-02213,Silver,South
CUST-02214,None,South
CUST-02215,None,East
CUST-02216,None,South
CUST-02217,None,North
CUST-02218,Gold,North
CUST-02219,Gold,South
CUST-02220,Silver,East
CUST-02221,None,East
CUST-02222,Silver,South
CUST-02223,Gold,West
CUST-02224,Silver,North
CUST-02225,None,North
CUST-02226,None,North
CUST-02227,Silver,North
CUST-02228,None,South
CUST-02229,None,West
CUST-02230,None,North
CUST-02231,None,South
CUST-02232,None,South
CUST-02233,Silver,South
CUST-02234,None,North
CUST-02235,Gold,West
CUST-02236,None,South
CUST-02237,None,West
CUST-02238,None,West
CUST-02239,Silver,North
CUST-02240,Silver,East
CUST-02241,Silver,North
CUST-02242,None,North
CUST-02243,Gold,East
CUST-02244,None,West
CUST-02245,None,South
CUST-02246,Silver,North
CUST-02247,None,West
CUST-02248,Silver,North
CUST-02249,None,South
CUST-02250,None,North
CUST-02251,Silver,South
CUST-02252,Silver,North
CUST-02253,None,North
CUST-02254,Silver,West
CUST-02255,Silver,North
CUST-02256,Silver,North
CUST-02257,Silver,West
CUST-02258,Gold,South
CUST-02259,None,South
CUST-02260,Silver,North
CUST-02261,None,East
CUST-02262,Silver,South
CUST-02263,None,East
CUST-02264,None,West
CUST-02265,None,East
CUST-02266,Silver,East
CUST-02267,None,West
CUST-02268,Silver,West
CUST-02269,Gold,East
CUST-02270,None,North
CUST-02271,Gold,West
CUST-02272,None,North
CUST-02273,Silver,North
CUST-02274,None,North
CUST-02275,Silver,South
CUST-02276,Gold,North
CUST-02277,None,East
CUST-02278,Gold,West
CUST-02279,Gold,East
CUST-02280,None,East
CUST-02281,None,North
CUST-02282,Silver,West
CUST-02283,None,North
CUST-02284,None,West
CUST-02285,Silver,North
CUST-02286,Gold,North
CUST-02287,None,West
CUST-02288,Silver,West
CUST-02289,None,North
CUST-02290,None,North
CUST-02291,Silver,South
CUST-02292,None,East
CUST-02293,None,East
CUST-02294,None,North
CUST-02295,Silver,West
CUST-02296,None,East
CUST-02297,None,South
CUST-02298,Silver,West
CUST-02299,Gold,North
CUST-02300,Silver,East
CUST-02301,None,North
CUST-02302,None,North
CUST-02303,None,South
CUST-02304,None,East
CUST-02305,Silver,South
CUST-02306,Silver,East
CUST-02307,Silver,South
CUST-02308,None,East
CUST-02309,Silver,East
CUST-02310,Silver,West
CUST-02311,None,West
CUST-02312,Gold,South
CUST-02313,None,North
CUST-02314,None,East
CUST-02315,Gold,South
CUST-02316,Silver,East
CUST-02317,Silver,East
CUST-02318,None,South
CUST-02319,None,North
CUST-02320,Silver,South
CUST-02321,Silver,West
CUST-02322,None,East
CUST-02323,None,South
CUST-02324,Silver,North
CUST-02325,None,West
CUST-02326,None,West
CUST-02327,None,South
CUST-02328,None,East
CUST-02329,Silver,South
CUST-02330,None,East
CUST-02331,None,West
CUST-02332,None,West
CUST-02333,None,North
CUST-02334,None,East
CUST-02335,None,South
CUST-02336,Silver,North
CUST-02337,None,East
CUST-02338,None,North
CUST-02339,None,South
CUST-02340,None,North
CUST-02341,Silver,East
CUST-02342,None,South
CUST-02343,Silver,East
CUST-02344,None,East
CUST-02345,None,West
CUST-02346,Silver,West
CUST-02347,Silver,East
CUST-02348,None,West
CUST-02349,None,South
CUST-02350,None,North
CUST-02351,None,South
CUST-02352,Silver,West
CUST-02353,Silver,West
CUST-02354,Silver,South
CUST-02355,None,West
CUST-02356,Gold,North
CUST-02357,None,West
CUST-02358,None,North
CUST-02359,None,East
CUST-02360,Silver,East
CUST-02361,Silver,North
CUST-02362,None,South
CUST-02363,None,North
CUST-02364,None,North
CUST-02365,None,West
CUST-02366,None,South
CUST-02367,Silver,East
CUST-02368,Silver,East
CUST-02369,None,West
