SKU,Supplier_ID,Sourcing_Rank,Unit_Cost_Markup,Supplier_Lead_Time_Days
DAI-REF-00607,sup-179,Primary,1.0,3
DAI-REF-00607,sup-169,Secondary,1.11,5
DAI-REF-00608,sup-043,Primary,1.0,3
DAI-REF-00608,sup-118,Secondary,1.08,4
DAI-REF-00609,sup-114,Primary,1.0,3
DAI-REF-00609,sup-079,Secondary,1.08,4
DAI-REF-00610,sup-115,Primary,1.0,3
DAI-REF-00610,sup-007,Secondary,1.21,4
DAI-REF-00611,sup-078,Primary,1.0,3
DAI-REF-00611,sup-077,Secondary,1.18,4
DAI-REF-00612,sup-183,Primary,1.0,3
DAI-REF-00612,sup-174,Secondary,1.24,4
DAI-REF-00613,sup-115,Primary,1.0,3
DAI-REF-00613,sup-028,Secondary,1.15,4
DAI-REF-00614,sup-166,Primary,1.0,3
DAI-REF-00614,sup-034,Secondary,1.1,3
DAI-REF-00615,sup-140,Primary,1.0,3
DAI-REF-00615,sup-124,Secondary,1.18,4
DAI-REF-00616,sup-097,Primary,1.0,3
DAI-REF-00616,sup-040,Secondary,1.05,5
DAI-REF-00617,sup-040,Primary,1.0,3
DAI-REF-00617,sup-092,Secondary,1.12,4
DAI-REF-00618,sup-015,Primary,1.0,3
DAI-REF-00618,sup-118,Secondary,1.21,5
DAI-REF-00619,sup-101,Primary,1.0,3
DAI-REF-00619,sup-067,Secondary,1.14,4
DAI-REF-00620,sup-128,Primary,1.0,3
DAI-REF-00620,sup-067,Secondary,1.12,4
DAI-REF-00621,sup-043,Primary,1.0,3
DAI-REF-00621,sup-140,Secondary,1.19,4
DAI-REF-00622,sup-079,Primary,1.0,3
DAI-REF-00622,sup-097,Secondary,1.22,4
DAI-REF-00623,sup-036,Primary,1.0,3
DAI-REF-00623,sup-155,Secondary,1.08,4
DAI-REF-00624,sup-026,Primary,1.0,3
DAI-REF-00624,sup-174,Secondary,1.09,5
DAI-REF-00625,sup-078,Primary,1.0,3
DAI-REF-00625,sup-015,Secondary,1.12,5
DAI-REF-00626,sup-034,Primary,1.0,3
DAI-REF-00626,sup-174,Secondary,1.06,5
DAI-REF-00627,sup-200,Primary,1.0,3
DAI-REF-00627,sup-118,Secondary,1.08,5
DAI-REF-00628,sup-031,Primary,1.0,3
DAI-REF-00628,sup-092,Secondary,1.14,5
DAI-REF-00629,sup-155,Primary,1.0,3
DAI-REF-00629,sup-183,Secondary,1.18,3
DAI-REF-00630,sup-170,Primary,1.0,3
DAI-REF-00630,sup-026,Secondary,1.06,4
DAI-REF-00631,sup-078,Primary,1.0,3
DAI-REF-00631,sup-183,Secondary,1.11,5
DAI-REF-00632,sup-166,Primary,1.0,3
DAI-REF-00632,sup-077,Secondary,1.1,4
DAI-REF-00633,sup-097,Primary,1.0,3
DAI-REF-00633,sup-028,Secondary,1.14,4
DAI-REF-00634,sup-200,Primary,1.0,3
DAI-REF-00634,sup-083,Secondary,1.24,4
DAI-REF-00635,sup-079,Primary,1.0,3
DAI-REF-00635,sup-067,Secondary,1.21,4
DAI-REF-00636,sup-079,Primary,1.0,3
DAI-REF-00636,sup-049,Secondary,1.23,5
DAI-REF-00637,sup-078,Primary,1.0,3
DAI-REF-00637,sup-124,Secondary,1.13,5
DAI-REF-00638,sup-082,Primary,1.0,3
DAI-REF-00638,sup-028,Secondary,1.08,4
DAI-REF-00639,sup-012,Primary,1.0,3
DAI-REF-00639,sup-141,Secondary,1.07,5
DAI-REF-00640,sup-040,Primary,1.0,3
DAI-REF-00640,sup-034,Secondary,1.11,4
DAI-REF-00641,sup-040,Primary,1.0,3
DAI-REF-00641,sup-082,Secondary,1.16,5
DAI-REF-00642,sup-179,Primary,1.0,3
DAI-REF-00642,sup-200,Secondary,1.24,5
DAI-REF-00643,sup-056,Primary,1.0,3
DAI-REF-00643,sup-174,Secondary,1.09,4
DAI-REF-00644,sup-056,Primary,1.0,3
DAI-REF-00644,sup-061,Secondary,1.15,3
DAI-REF-00645,sup-067,Primary,1.0,3
DAI-REF-00645,sup-026,Secondary,1.13,5
DAI-REF-00646,sup-183,Primary,1.0,3
DAI-REF-00646,sup-118,Secondary,1.15,4
DAI-REF-00647,sup-012,Primary,1.0,3
DAI-REF-00647,sup-170,Secondary,1.11,3
DAI-REF-00648,sup-043,Primary,1.0,3
DAI-REF-00648,sup-031,Secondary,1.06,5
DAI-REF-00649,sup-031,Primary,1.0,3
DAI-REF-00649,sup-141,Secondary,1.09,5
DAI-REF-00650,sup-034,Primary,1.0,3
DAI-REF-00650,sup-077,Secondary,1.09,5
DAI-REF-00651,sup-097,Primary,1.0,3
DAI-REF-00651,sup-129,Secondary,1.19,4
DAI-REF-00652,sup-007,Primary,1.0,3
DAI-REF-00652,sup-023,Secondary,1.11,4
DAI-REF-00653,sup-056,Primary,1.0,3
DAI-REF-00653,sup-007,Secondary,1.2,4
DAI-REF-00654,sup-124,Primary,1.0,3
DAI-REF-00654,sup-023,Secondary,1.11,5
DAI-REF-00655,sup-078,Primary,1.0,3
DAI-REF-00655,sup-067,Secondary,1.14,4
DAI-REF-00656,sup-101,Primary,1.0,3
DAI-REF-00656,sup-141,Secondary,1.11,5
DAI-REF-00657,sup-012,Primary,1.0,3
DAI-REF-00657,sup-200,Secondary,1.2,4
DAI-REF-00658,sup-129,Primary,1.0,3
DAI-REF-00658,sup-049,Secondary,1.11,3
DAI-REF-00659,sup-007,Primary,1.0,3
DAI-REF-00659,sup-028,Secondary,1.2,4
DAI-REF-00660,sup-049,Primary,1.0,3
DAI-REF-00660,sup-015,Secondary,1.22,4
DAI-REF-00661,sup-083,Primary,1.0,3
DAI-REF-00661,sup-036,Secondary,1.09,3
DAI-REF-00662,sup-028,Primary,1.0,3
DAI-REF-00662,sup-141,Secondary,1.17,5
DAI-REF-00663,sup-049,Primary,1.0,3
DAI-REF-00663,sup-055,Secondary,1.06,3
DAI-REF-00664,sup-043,Primary,1.0,3
DAI-REF-00664,sup-129,Secondary,1.07,4
DAI-REF-00665,sup-077,Primary,1.0,3
DAI-REF-00665,sup-115,Secondary,1.06,5
DAI-REF-00666,sup-079,Primary,1.0,3
DAI-REF-00666,sup-169,Secondary,1.19,4
DAI-REF-00667,sup-140,Primary,1.0,3
DAI-REF-00667,sup-101,Secondary,1.08,3
DAI-REF-00668,sup-169,Primary,1.0,3
DAI-REF-00668,sup-040,Secondary,1.15,5
DAI-REF-00669,sup-028,Primary,1.0,3
DAI-REF-00669,sup-141,Secondary,1.08,4
DAI-REF-00670,sup-174,Primary,1.0,3
DAI-REF-00670,sup-043,Secondary,1.21,5
DAI-REF-00671,sup-067,Primary,1.0,3
DAI-REF-00671,sup-174,Secondary,1.25,3
DAI-REF-00672,sup-174,Primary,1.0,3
DAI-REF-00672,sup-040,Secondary,1.21,5
DAI-REF-00673,sup-031,Primary,1.0,3
DAI-REF-00673,sup-096,Secondary,1.22,5
DAI-REF-00674,sup-155,Primary,1.0,3
DAI-REF-00674,sup-101,Secondary,1.21,5
DAI-REF-00675,sup-128,Primary,1.0,3
DAI-REF-00675,sup-007,Secondary,1.12,5
DAI-REF-00676,sup-083,Primary,1.0,3
DAI-REF-00676,sup-183,Secondary,1.24,4
DAI-REF-00677,sup-092,Primary,1.0,3
DAI-REF-00677,sup-032,Secondary,1.24,4
DAI-REF-00678,sup-079,Primary,1.0,3
DAI-REF-00678,sup-078,Secondary,1.23,3
DAI-REF-00679,sup-082,Primary,1.0,3
DAI-REF-00679,sup-083,Secondary,1.14,3
DAI-REF-00680,sup-082,Primary,1.0,3
DAI-REF-00680,sup-023,Secondary,1.07,4
DAI-REF-00681,sup-101,Primary,1.0,3
DAI-REF-00681,sup-083,Secondary,1.19,3
DAI-REF-00682,sup-067,Primary,1.0,3
DAI-REF-00682,sup-040,Secondary,1.19,4
DAI-REF-00683,sup-169,Primary,1.0,3
DAI-REF-00683,sup-055,Secondary,1.1,3
DAI-REF-00684,sup-067,Primary,1.0,3
DAI-REF-00684,sup-141,Secondary,1.09,4
DAI-REF-00685,sup-155,Primary,1.0,3
DAI-REF-00685,sup-169,Secondary,1.21,4
DAI-REF-00686,sup-077,Primary,1.0,3
DAI-REF-00686,sup-200,Secondary,1.16,4
DAI-REF-00687,sup-079,Primary,1.0,3
DAI-REF-00687,sup-140,Secondary,1.1,5
DAI-REF-00688,sup-055,Primary,1.0,3
DAI-REF-00688,sup-034,Secondary,1.11,4
DAI-REF-00689,sup-166,Primary,1.0,3
DAI-REF-00689,sup-092,Secondary,1.1,4
DAI-REF-00690,sup-082,Primary,1.0,3
DAI-REF-00690,sup-028,Secondary,1.2,4
DAI-REF-00691,sup-026,Primary,1.0,3
DAI-REF-00691,sup-101,Secondary,1.21,4
DAI-REF-00692,sup-055,Primary,1.0,3
DAI-REF-00692,sup-032,Secondary,1.24,5
DAI-REF-00693,sup-040,Primary,1.0,3
DAI-REF-00693,sup-170,Secondary,1.23,5
DAI-REF-00694,sup-170,Primary,1.0,3
DAI-REF-00694,sup-101,Secondary,1.09,3
DAI-REF-00695,sup-082,Primary,1.0,3
DAI-REF-00695,sup-183,Secondary,1.18,4
DAI-REF-00696,sup-128,Primary,1.0,3
DAI-REF-00696,sup-161,Secondary,1.12,5
DAI-REF-00697,sup-078,Primary,1.0,3
DAI-REF-00697,sup-166,Secondary,1.15,5
DAI-REF-00698,sup-031,Primary,1.0,3
DAI-REF-00698,sup-170,Secondary,1.14,5
DAI-REF-00699,sup-170,Primary,1.0,3
DAI-REF-00699,sup-032,Secondary,1.19,5
DAI-REF-00700,sup-049,Primary,1.0,3
DAI-REF-00700,sup-155,Secondary,1.23,3
DAI-REF-00701,sup-012,Primary,1.0,3
DAI-REF-00701,sup-077,Secondary,1.15,4
DAI-REF-00702,sup-031,Primary,1.0,3
DAI-REF-00702,sup-161,Secondary,1.09,5
DAI-REF-00703,sup-082,Primary,1.0,3
DAI-REF-00703,sup-118,Secondary,1.21,4
DAI-REF-00704,sup-161,Primary,1.0,3
DAI-REF-00704,sup-056,Secondary,1.1,4
DAI-REF-00705,sup-055,Primary,1.0,3
DAI-REF-00705,sup-140,Secondary,1.05,5
DAI-REF-00706,sup-161,Primary,1.0,3
DAI-REF-00706,sup-083,Secondary,1.11,4
DAI-REF-00707,sup-023,Primary,1.0,3
DAI-REF-00707,sup-166,Secondary,1.08,5
DAI-REF-00708,sup-026,Primary,1.0,3
DAI-REF-00708,sup-023,Secondary,1.05,4
DAI-REF-00709,sup-032,Primary,1.0,3
DAI-REF-00709,sup-055,Secondary,1.22,4
DAI-REF-00710,sup-101,Primary,1.0,3
DAI-REF-00710,sup-200,Secondary,1.14,3
DAI-REF-00711,sup-083,Primary,1.0,3
DAI-REF-00711,sup-078,Secondary,1.18,4
DAI-REF-00712,sup-055,Primary,1.0,3
DAI-REF-00712,sup-183,Secondary,1.11,4
DAI-REF-00713,sup-077,Primary,1.0,3
DAI-REF-00713,sup-097,Secondary,1.2,4
DAI-REF-00714,sup-101,Primary,1.0,3
DAI-REF-00714,sup-036,Secondary,1.14,3
DAI-REF-00715,sup-169,Primary,1.0,3
DAI-REF-00715,sup-031,Secondary,1.21,5
DAI-REF-00716,sup-082,Primary,1.0,3
DAI-REF-00716,sup-079,Secondary,1.13,4
DAI-REF-00717,sup-031,Primary,1.0,3
DAI-REF-00717,sup-170,Secondary,1.23,3
DAI-REF-00718,sup-055,Primary,1.0,3
DAI-REF-00718,sup-179,Secondary,1.19,4
DAI-REF-00719,sup-170,Primary,1.0,3
DAI-REF-00719,sup-200,Secondary,1.18,4
DAI-REF-00720,sup-097,Primary,1.0,3
DAI-REF-00720,sup-026,Secondary,1.09,4
DAI-REF-00721,sup-141,Primary,1.0,3
DAI-REF-00721,sup-055,Secondary,1.19,5
DAI-REF-00722,sup-032,Primary,1.0,3
DAI-REF-00722,sup-077,Secondary,1.21,4
DAI-REF-00723,sup-092,Primary,1.0,3
DAI-REF-00723,sup-056,Secondary,1.07,5
DAI-REF-00724,sup-161,Primary,1.0,3
DAI-REF-00724,sup-118,Secondary,1.08,5
DAI-REF-00725,sup-161,Primary,1.0,3
DAI-REF-00725,sup-007,Secondary,1.12,5
DAI-REF-00726,sup-032,Primary,1.0,3
DAI-REF-00726,sup-007,Secondary,1.06,5
DAI-REF-00727,sup-023,Primary,1.0,3
DAI-REF-00727,sup-166,Secondary,1.07,4
DAI-REF-00728,sup-040,Primary,1.0,3
DAI-REF-00728,sup-043,Secondary,1.24,5
DAI-REF-00729,sup-082,Primary,1.0,3
DAI-REF-00729,sup-097,Secondary,1.14,5
DAI-REF-00730,sup-129,Primary,1.0,3
DAI-REF-00730,sup-034,Secondary,1.2,4
DAI-REF-00731,sup-031,Primary,1.0,3
DAI-REF-00731,sup-061,Secondary,1.17,5
DAI-REF-00732,sup-040,Primary,1.0,3
DAI-REF-00732,sup-115,Secondary,1.05,5
DAI-REF-00733,sup-028,Primary,1.0,3
DAI-REF-00733,sup-141,Secondary,1.17,5
DAI-REF-00734,sup-028,Primary,1.0,3
DAI-REF-00734,sup-170,Secondary,1.15,5
DAI-REF-00735,sup-061,Primary,1.0,3
DAI-REF-00735,sup-023,Secondary,1.09,4
DAI-REF-00736,sup-040,Primary,1.0,3
DAI-REF-00736,sup-049,Secondary,1.09,4
DAI-REF-00737,sup-077,Primary,1.0,3
DAI-REF-00737,sup-031,Secondary,1.17,4
DAI-REF-00738,sup-034,Primary,1.0,3
DAI-REF-00738,sup-101,Secondary,1.15,5
DAI-REF-00739,sup-155,Primary,1.0,3
DAI-REF-00739,sup-114,Secondary,1.09,3
DAI-REF-00740,sup-129,Primary,1.0,3
DAI-REF-00740,sup-155,Secondary,1.2,4
DAI-REF-00741,sup-056,Primary,1.0,3
DAI-REF-00741,sup-155,Secondary,1.17,4
DAI-REF-00742,sup-101,Primary,1.0,3
DAI-REF-00742,sup-036,Secondary,1.08,3
DAI-REF-00743,sup-200,Primary,1.0,3
DAI-REF-00743,sup-124,Secondary,1.23,5
DAI-REF-00744,sup-129,Primary,1.0,3
DAI-REF-00744,sup-043,Secondary,1.17,5
DAI-REF-00745,sup-077,Primary,1.0,3
DAI-REF-00745,sup-141,Secondary,1.17,3
DAI-REF-00746,sup-155,Primary,1.0,3
DAI-REF-00746,sup-056,Secondary,1.13,5
DAI-REF-00747,sup-061,Primary,1.0,3
DAI-REF-00747,sup-026,Secondary,1.23,3
DAI-REF-00748,sup-166,Primary,1.0,3
DAI-REF-00748,sup-183,Secondary,1.06,4
DAI-REF-00749,sup-012,Primary,1.0,3
DAI-REF-00749,sup-083,Secondary,1.14,4
DAI-REF-00750,sup-166,Primary,1.0,3
DAI-REF-00750,sup-170,Secondary,1.21,5
DAI-REF-00751,sup-092,Primary,1.0,3
DAI-REF-00751,sup-079,Secondary,1.19,5
DAI-REF-00752,sup-118,Primary,1.0,3
DAI-REF-00752,sup-200,Secondary,1.07,3
DAI-REF-00753,sup-155,Primary,1.0,3
DAI-REF-00753,sup-082,Secondary,1.21,4
DAI-REF-00754,sup-015,Primary,1.0,3
DAI-REF-00754,sup-023,Secondary,1.1,5
DAI-REF-00755,sup-092,Primary,1.0,3
DAI-REF-00755,sup-032,Secondary,1.16,3
DAI-REF-00756,sup-078,Primary,1.0,3
DAI-REF-00756,sup-129,Secondary,1.09,5
DAI-REF-00757,sup-034,Primary,1.0,3
DAI-REF-00757,sup-179,Secondary,1.07,4
DAI-REF-00758,sup-129,Primary,1.0,3
DAI-REF-00758,sup-055,Secondary,1.2,5
DAI-REF-00759,sup-056,Primary,1.0,3
DAI-REF-00759,sup-161,Secondary,1.09,4
DAI-REF-00760,sup-114,Primary,1.0,3
DAI-REF-00760,sup-101,Secondary,1.13,4
DAI-REF-00761,sup-043,Primary,1.0,3
DAI-REF-00761,sup-049,Secondary,1.21,3
DAI-REF-00762,sup-183,Primary,1.0,3
DAI-REF-00762,sup-036,Secondary,1.12,4
DAI-REF-00763,sup-012,Primary,1.0,3
DAI-REF-00763,sup-082,Secondary,1.16,5
DAI-REF-00764,sup-179,Primary,1.0,3
DAI-REF-00764,sup-082,Secondary,1.06,5
DAI-REF-00765,sup-012,Primary,1.0,3
DAI-REF-00765,sup-067,Secondary,1.19,4
DAI-REF-00766,sup-183,Primary,1.0,3
DAI-REF-00766,sup-077,Secondary,1.18,4
DAI-REF-00767,sup-032,Primary,1.0,3
DAI-REF-00767,sup-067,Secondary,1.16,4
DAI-REF-00768,sup-155,Primary,1.0,3
DAI-REF-00768,sup-115,Secondary,1.17,5
DAI-REF-00769,sup-092,Primary,1.0,3
DAI-REF-00769,sup-174,Secondary,1.1,5
DAI-REF-00770,sup-129,Primary,1.0,3
DAI-REF-00770,sup-055,Secondary,1.24,4
DAI-REF-00771,sup-174,Primary,1.0,3
DAI-REF-00771,sup-166,Secondary,1.15,4
DAI-REF-00772,sup-124,Primary,1.0,3
DAI-REF-00772,sup-183,Secondary,1.17,4
DAI-REF-00773,sup-055,Primary,1.0,3
DAI-REF-00773,sup-015,Secondary,1.16,4
DAI-REF-00774,sup-140,Primary,1.0,3
DAI-REF-00774,sup-101,Secondary,1.09,4
DAI-REF-00775,sup-114,Primary,1.0,3
DAI-REF-00775,sup-056,Secondary,1.21,4
DAI-REF-00776,sup-096,Primary,1.0,3
DAI-REF-00776,sup-155,Secondary,1.21,4
DAI-REF-00777,sup-115,Primary,1.0,3
DAI-REF-00777,sup-101,Secondary,1.14,5
DAI-REF-00778,sup-141,Primary,1.0,3
DAI-REF-00778,sup-026,Secondary,1.17,5
DAI-REF-00779,sup-169,Primary,1.0,3
DAI-REF-00779,sup-129,Secondary,1.19,4
DAI-REF-00780,sup-078,Primary,1.0,3
DAI-REF-00780,sup-040,Secondary,1.14,5
DAI-REF-00781,sup-170,Primary,1.0,3
DAI-REF-00781,sup-061,Secondary,1.19,4
DAI-REF-00782,sup-183,Primary,1.0,3
DAI-REF-00782,sup-067,Secondary,1.1,5
DAI-REF-00783,sup-155,Primary,1.0,3
DAI-REF-00783,sup-183,Secondary,1.06,3
DAI-REF-00784,sup-049,Primary,1.0,3
DAI-REF-00784,sup-023,Secondary,1.12,4
DIG-NON-00001,sup-024,Primary,1.0,14
DIG-NON-00001,sup-063,Secondary,1.24,19
DIG-NON-00002,sup-035,Primary,1.0,14
DIG-NON-00002,sup-122,Secondary,1.21,27
DIG-NON-00003,sup-188,Primary,1.0,14
DIG-NON-00003,sup-024,Secondary,1.11,18
DIG-NON-00004,sup-106,Primary,1.0,14
DIG-NON-00004,sup-119,Secondary,1.11,17
DIG-NON-00005,sup-173,Primary,1.0,14
DIG-NON-00005,sup-071,Secondary,1.16,25
DIG-NON-00006,sup-017,Primary,1.0,14
DIG-NON-00006,sup-185,Secondary,1.19,17
DIG-NON-00007,sup-106,Primary,1.0,14
DIG-NON-00007,sup-048,Secondary,1.17,22
DIG-NON-00008,sup-048,Primary,1.0,14
DIG-NON-00008,sup-119,Secondary,1.17,18
DIG-NON-00009,sup-125,Primary,1.0,14
DIG-NON-00009,sup-024,Secondary,1.1,17
DIG-NON-00010,sup-100,Primary,1.0,14
DIG-NON-00010,sup-057,Secondary,1.17,24
DIG-NON-00011,sup-057,Primary,1.0,14
DIG-NON-00011,sup-035,Secondary,1.23,27
DIG-NON-00012,sup-090,Primary,1.0,14
DIG-NON-00012,sup-013,Secondary,1.24,27
DIG-NON-00013,sup-048,Primary,1.0,14
DIG-NON-00013,sup-135,Secondary,1.1,17
DIG-NON-00014,sup-127,Primary,1.0,14
DIG-NON-00014,sup-054,Secondary,1.07,24
DIG-NON-00015,sup-064,Primary,1.0,14
DIG-NON-00015,sup-057,Secondary,1.21,27
DIG-NON-00016,sup-122,Primary,1.0,14
DIG-NON-00016,sup-089,Secondary,1.08,21
DIG-NON-00017,sup-094,Primary,1.0,14
DIG-NON-00017,sup-106,Secondary,1.18,21
DIG-NON-00018,sup-094,Primary,1.0,14
DIG-NON-00018,sup-119,Secondary,1.12,17
DIG-NON-00019,sup-188,Primary,1.0,14
DIG-NON-00019,sup-039,Secondary,1.23,22
DIG-NON-00020,sup-025,Primary,1.0,14
DIG-NON-00020,sup-094,Secondary,1.16,25
DIG-NON-00021,sup-135,Primary,1.0,14
DIG-NON-00021,sup-071,Secondary,1.13,22
DIG-NON-00022,sup-153,Primary,1.0,14
DIG-NON-00022,sup-130,Secondary,1.07,22
DIG-NON-00023,sup-130,Primary,1.0,14
DIG-NON-00023,sup-037,Secondary,1.09,19
DIG-NON-00024,sup-094,Primary,1.0,14
DIG-NON-00024,sup-153,Secondary,1.08,19
DIG-NON-00025,sup-172,Primary,1.0,14
DIG-NON-00025,sup-094,Secondary,1.24,18
DIG-NON-00026,sup-057,Primary,1.0,14
DIG-NON-00026,sup-039,Secondary,1.21,17
DIG-NON-00027,sup-110,Primary,1.0,14
DIG-NON-00027,sup-037,Secondary,1.24,23
DIG-NON-00028,sup-172,Primary,1.0,14
DIG-NON-00028,sup-064,Secondary,1.2,25
DIG-NON-00029,sup-173,Primary,1.0,14
DIG-NON-00029,sup-119,Secondary,1.14,19
DIG-NON-00030,sup-153,Primary,1.0,14
DIG-NON-00030,sup-127,Secondary,1.23,22
DIG-NON-00031,sup-027,Primary,1.0,14
DIG-NON-00031,sup-099,Secondary,1.2,17
DIG-NON-00032,sup-142,Primary,1.0,14
DIG-NON-00032,sup-119,Secondary,1.12,21
DIG-NON-00033,sup-089,Primary,1.0,14
DIG-NON-00033,sup-164,Secondary,1.11,17
DIG-NON-00034,sup-127,Primary,1.0,14
DIG-NON-00034,sup-142,Secondary,1.25,22
DIG-NON-00035,sup-063,Primary,1.0,14
DIG-NON-00035,sup-162,Secondary,1.22,26
DIG-NON-00036,sup-172,Primary,1.0,14
DIG-NON-00036,sup-119,Secondary,1.12,20
DIG-NON-00037,sup-013,Primary,1.0,14
DIG-NON-00037,sup-143,Secondary,1.13,27
DIG-NON-00038,sup-057,Primary,1.0,14
DIG-NON-00038,sup-063,Secondary,1.09,25
DIG-NON-00039,sup-142,Primary,1.0,14
DIG-NON-00039,sup-135,Secondary,1.06,17
DIG-NON-00040,sup-027,Primary,1.0,14
DIG-NON-00040,sup-071,Secondary,1.21,17
DIG-NON-00041,sup-142,Primary,1.0,14
DIG-NON-00041,sup-017,Secondary,1.22,26
DIG-NON-00042,sup-106,Primary,1.0,14
DIG-NON-00042,sup-113,Secondary,1.06,18
DIG-NON-00043,sup-130,Primary,1.0,14
DIG-NON-00043,sup-013,Secondary,1.11,18
DIG-NON-00044,sup-037,Primary,1.0,14
DIG-NON-00044,sup-057,Secondary,1.25,24
DIG-NON-00045,sup-127,Primary,1.0,14
DIG-NON-00045,sup-071,Secondary,1.06,18
DIG-NON-00046,sup-048,Primary,1.0,14
DIG-NON-00046,sup-122,Secondary,1.22,22
DIG-NON-00047,sup-066,Primary,1.0,14
DIG-NON-00047,sup-099,Secondary,1.12,22
DIG-NON-00048,sup-054,Primary,1.0,14
DIG-NON-00048,sup-035,Secondary,1.11,16
DIG-NON-00049,sup-172,Primary,1.0,14
DIG-NON-00049,sup-025,Secondary,1.14,17
DIG-NON-00050,sup-135,Primary,1.0,14
DIG-NON-00050,sup-025,Secondary,1.09,18
DIG-NON-00051,sup-027,Primary,1.0,14
DIG-NON-00051,sup-024,Secondary,1.17,19
DIG-NON-00052,sup-122,Primary,1.0,14
DIG-NON-00052,sup-130,Secondary,1.07,27
DIG-NON-00053,sup-054,Primary,1.0,14
DIG-NON-00053,sup-135,Secondary,1.08,23
DIG-NON-00054,sup-017,Primary,1.0,14
DIG-NON-00054,sup-142,Secondary,1.13,21
DIG-NON-00055,sup-100,Primary,1.0,14
DIG-NON-00055,sup-063,Secondary,1.22,22
DIG-NON-00056,sup-162,Primary,1.0,14
DIG-NON-00056,sup-057,Secondary,1.22,26
DIG-NON-00057,sup-185,Primary,1.0,14
DIG-NON-00057,sup-173,Secondary,1.06,27
DIG-NON-00058,sup-182,Primary,1.0,14
DIG-NON-00058,sup-142,Secondary,1.12,23
DIG-NON-00059,sup-127,Primary,1.0,14
DIG-NON-00059,sup-064,Secondary,1.25,21
DIG-NON-00060,sup-100,Primary,1.0,14
DIG-NON-00060,sup-088,Secondary,1.18,27
DIG-NON-00061,sup-164,Primary,1.0,14
DIG-NON-00061,sup-099,Secondary,1.05,25
DIG-NON-00062,sup-048,Primary,1.0,14
DIG-NON-00062,sup-100,Secondary,1.16,23
DIG-NON-00063,sup-057,Primary,1.0,14
DIG-NON-00063,sup-039,Secondary,1.07,24
DIG-NON-00064,sup-088,Primary,1.0,14
DIG-NON-00064,sup-094,Secondary,1.06,21
DIG-NON-00065,sup-130,Primary,1.0,14
DIG-NON-00065,sup-017,Secondary,1.12,22
DIG-NON-00066,sup-164,Primary,1.0,14
DIG-NON-00066,sup-048,Secondary,1.07,18
DIG-NON-00067,sup-106,Primary,1.0,14
DIG-NON-00067,sup-143,Secondary,1.08,24
DIG-NON-00068,sup-057,Primary,1.0,14
DIG-NON-00068,sup-173,Secondary,1.2,21
DIG-NON-00069,sup-037,Primary,1.0,14
DIG-NON-00069,sup-090,Secondary,1.07,25
DIG-NON-00070,sup-039,Primary,1.0,14
DIG-NON-00070,sup-094,Secondary,1.12,23
DIG-NON-00071,sup-024,Primary,1.0,14
DIG-NON-00071,sup-071,Secondary,1.16,27
DIG-NON-00072,sup-048,Primary,1.0,14
DIG-NON-00072,sup-135,Secondary,1.21,21
DIG-NON-00073,sup-035,Primary,1.0,14
DIG-NON-00073,sup-135,Secondary,1.16,23
DIG-NON-00074,sup-172,Primary,1.0,14
DIG-NON-00074,sup-119,Secondary,1.09,23
DIG-NON-00075,sup-066,Primary,1.0,14
DIG-NON-00075,sup-094,Secondary,1.07,22
DIG-NON-00076,sup-113,Primary,1.0,14
DIG-NON-00076,sup-025,Secondary,1.15,19
DIG-NON-00077,sup-110,Primary,1.0,14
DIG-NON-00077,sup-122,Secondary,1.19,18
DIG-NON-00078,sup-172,Primary,1.0,14
DIG-NON-00078,sup-048,Secondary,1.15,18
DIG-NON-00079,sup-125,Primary,1.0,14
DIG-NON-00079,sup-188,Secondary,1.24,18
DIG-NON-00080,sup-025,Primary,1.0,14
DIG-NON-00080,sup-125,Secondary,1.1,23
DIG-NON-00081,sup-135,Primary,1.0,14
DIG-NON-00081,sup-066,Secondary,1.09,18
DIG-NON-00082,sup-119,Primary,1.0,14
DIG-NON-00082,sup-142,Secondary,1.09,24
DIG-NON-00083,sup-088,Primary,1.0,14
DIG-NON-00083,sup-057,Secondary,1.2,27
DIG-NON-00084,sup-064,Primary,1.0,14
DIG-NON-00084,sup-135,Secondary,1.07,25
DIG-NON-00085,sup-162,Primary,1.0,14
DIG-NON-00085,sup-113,Secondary,1.17,22
DIG-NON-00086,sup-119,Primary,1.0,14
DIG-NON-00086,sup-071,Secondary,1.21,16
DIG-NON-00087,sup-125,Primary,1.0,14
DIG-NON-00087,sup-127,Secondary,1.2,24
DIG-NON-00088,sup-127,Primary,1.0,14
DIG-NON-00088,sup-099,Secondary,1.08,22
DIG-NON-00089,sup-182,Primary,1.0,14
DIG-NON-00089,sup-027,Secondary,1.13,27
DIG-NON-00090,sup-172,Primary,1.0,14
DIG-NON-00090,sup-088,Secondary,1.1,24
DIG-NON-00091,sup-099,Primary,1.0,14
DIG-NON-00091,sup-130,Secondary,1.23,22
DIG-NON-00092,sup-135,Primary,1.0,14
DIG-NON-00092,sup-035,Secondary,1.12,27
DIG-NON-00093,sup-099,Primary,1.0,14
DIG-NON-00093,sup-057,Secondary,1.14,25
DIG-NON-00094,sup-188,Primary,1.0,14
DIG-NON-00094,sup-119,Secondary,1.07,18
DIG-NON-00095,sup-162,Primary,1.0,14
DIG-NON-00095,sup-057,Secondary,1.17,19
DIG-NON-00096,sup-013,Primary,1.0,14
